GDP_current_US,government_expenditure_on_education%,government_health_expenditure%,political_stability_estimate,control_of_corruption_estimate,rule_of_law_estimate,life_expectancy_at_birth,population_density,inflation_annual%,trade_in_services%
36970901023.7893,2.12011003494263,1.27875817,-0.885178327560425,-1.32318198680878,-1.46479499340057,51.57,15.6019563648031,22.9535138513941,18.8467368658185
52381025102.321,2.28146004676819,1.44411969,-0.539453446865082,-1.24103772640228,-1.31127274036407,52.369,16.172567578407,13.305210178003,17.1730470099132
70307196474.1272,2.92000007629395,2.60045791,-0.34759184718132,-1.39776611328125,-1.23628926277161,55.752,18.0538012352611,13.7302839288409,28.1516226031621
83799473759.7201,3.42131996154785,1.67409563,-0.226182341575623,-1.33247494697571,-1.27295327186584,56.726,18.7408237747654,14.4696564932576,23.4025832593433
111789747670.59,3.24000000953674,1.71321774,-0.369237810373306,-1.36746907234192,-1.27705323696136,57.596,19.4586596615064,13.4824679218514,21.8286067342715
128052915202.989,3.08191084861755,1.56333566,-0.389322549104691,-1.30240142345428,-1.30477690696716,58.623,20.2039720863079,10.2779049218837,17.902252311723
132339108708.408,3.86999988555908,1.69516695,-0.39123347401619,-1.33687472343445,-1.29079580307007,59.307,20.9729702414374,8.77781429332616,18.4206992546945
135966802156.542,2.9300000667572,1.31816018,-0.333232045173645,-1.45779824256897,-1.07478952407837,60.04,21.7601163070506,7.28038730361129,19.5922781066692
90496420626.179,3.09999990463257,1.23424065,-0.50538581609726,-1.42732346057892,-1.030846118927,60.655,22.5617397930537,9.35383972513749,20.4785902479272
52761617225.9253,2.75493669509888,1.19753695,-0.321580082178116,-1.48333728313446,-1.00386559963226,61.092,23.385534611374,30.6989578589226,25.259709388085
73690155046.555,2.46687889099121,1.29295039,-0.38913482427597,-1.44433307647705,-1.03973150253296,61.68,24.2308719018208,29.8425777887099,20.0540686884752
79450688232.0011,2.04470133781433,1.10391033,-0.347750902175903,-1.19925093650818,-1.00093221664429,62.144,25.085050934467,19.6305943641961,13.493442303007
70897962712.6213,2.07306432723999,1.09448123,-0.370094686746597,-1.05841791629791,-1.02519094944,62.448,25.9513820486083,17.0797044074953,12.1679825645004
48501561230.001,2.74499654769897,1.22474134,-0.600726008415222,-0.938672542572021,-0.95099937915802,62.261,26.8135766423358,22.2715643068878,11.6894282711197
814381481.481481,3.39525008201599,3.09016109,0.792559921741486,0.85021036863327,1.03455221652985,75.536,175.443181818182,2.40765801293491,69.4604850761541
1228329629.62963,2.50888991355896,2.29312468,0.721793532371521,1.3177649974823,0.972667455673218,76.669,192.122727272727,-0.550159995508914,60.1184618678181
1327107407.40741,2.35619330406189,3.08453822,0.975788056850433,1.26053082942963,0.945719003677368,77.35,199.259090909091,3.37688044338874,51.7356416768299
1325425925.92593,2.64728999137878,3.08960581,0.958863377571106,1.25354850292206,0.831776916980743,77.583,201.129545454545,1.05949782356169,51.6441633576908
1378829629.62963,2.55386328697205,3.47427654,0.984550714492798,0.634897768497467,-0.175930172204971,77.858,202.809090909091,1.08944157435355,95.7658060297896
1437755555.55556,2.65592861175537,3.15658259,0.987564265727997,0.642890870571136,0.553204715251923,77.913,204.411363636364,0.968993458825638,95.7100006058045
1489692592.59259,2.90945935249329,2.86057758,0.859249651432037,0.645558714866638,0.473494410514832,78.152,205.827272727273,-0.489437796230499,98.9097796500717
1531151851.85185,2.87690901756287,2.73786783,0.732059717178345,0.197805091738701,0.406978100538254,78.268,207.088636363636,2.43248789041363,93.2899608970506
1661529629.62963,3.23902106285095,2.91282296,0.822919726371765,0.236239701509476,0.376565635204315,78.511,208.240909090909,1.20715793367008,90.589545427801
1725351851.85185,3.4573450088501,2.55713224,0.937967896461487,0.239498108625412,0.363741606473923,78.691,209.356818181818,1.43135598182984,98.3964993261762
1911563668.85006,2.77273011207581,0.95468217,-0.68286794424057,-0.84808623790741,-0.50101625919342,70.624,111.29339655778,-0.790883768934757,18.08302560143
2376335048.39976,2.13504004478455,1.17184055,-0.255784124135971,-0.77816516160965,-0.438531368970871,71.018,109.063470319635,1.06004929341667,20.8767438185051
2807061008.69084,2.1450400352478,1.20635736,0.236966237425804,-0.649022400379181,-0.302864640951157,71.436,108.32813487882,4.7215533660534,21.733430007168
3576615240.41616,2.48673009872437,1.29411483,-0.116337485611439,-0.703455328941345,-0.481950610876083,71.421,107.68335089568,6.96126135875795,23.7251006052563
4900469511.10191,2.71202993392944,1.47841108,-0.0663353949785233,-0.683349847793579,-0.388776749372482,71.792,107.033579206182,0.638928002410097,20.5739620877538
6384452066.5146,2.71577000617981,1.58640754,-0.261023759841919,-0.669232606887817,-0.544567346572876,71.987,106.304390586582,2.89235662459004,19.9823122062201
9206301269.79164,3.01893997192383,1.61389112,0.150905832648277,-0.745891690254211,-0.496518045663834,72.327,105.528380751668,4.40736089644516,18.6657372006076
11662040713.8753,3.17272996902466,1.48813355,-0.0068530277349054,-0.712412357330322,-0.337751358747482,72.398,104.791745697225,8.94995335353387,17.0282385810455
8647937081.2562,3.84079003334045,1.81169069,0.227863356471062,-0.621459662914276,-0.468710690736771,72.813,104.119985950123,3.40676682683801,21.3654568635684
9260285755.62424,3.24900007247925,1.68628836,0.071855328977108,-0.695039570331573,-0.48135831952095,73.16,103.487636108184,8.17636138473952,24.698451935307
10142111824.5835,3.14385008811951,1.6728667,-0.06386898458004,-0.664559423923492,-0.437706410884857,73.305,102.879381805409,7.65000807859294,26.4943080024237
10619320682.9474,2.77248001098633,1.57816982,0.154794976115227,-0.588001489639282,-0.418281972408295,73.454,102.368141903758,2.55802007757907,27.3599003384373
11121464437.0415,2.65018010139465,1.37565804,0.11038514226675,-0.530450224876404,-0.340971231460571,73.676,101.910256410256,5.78966778544651,28.4532555874989
11609513246.7958,2.24724006652832,1.50548005,-0.297135800123215,-0.565155386924744,-0.41779625415802,74.058,101.507903055848,2.98130868933672,28.8892312679279
10553337518.414,2.80591011047363,1.61020839,-0.256798654794693,-0.609267175197601,-0.46325758099556,74.436,101.109764664559,3.73169119261693,29.58964244567
10546136235.5219,2.75812005996704,1.63734329,-0.667951107025146,-0.659123718738556,-0.160720765590668,74.664,100.661573586231,-1.403607559009,31.044148979298
11527458709.0158,2.70759010314941,1.37250602,-0.626211225986481,-0.636488139629364,-0.209941223263741,74.906,100.17291886196,0.969553268816138,33.6930605493967
12457940694.7395,2.25586795806885,1.23468125,-0.451120525598526,-0.408891350030899,-0.19733352959156,75.064,99.6331928345627,2.52023382001638,35.2700901015875
13619290539.2116,2.57191228866577,1.41167367,-0.420044243335724,-0.226975172758102,-0.177528098225594,75.439,99.0727783631893,1.44344660770698,36.37704106636
12641698583.2152,2.70555996894836,2.35682821,-0.77164226770401,-0.0034386999905109,-0.125852257013321,72.173,98.5461187214612,1.21143577838465,16.4585212685208
416167815092.908,4.8840799331665,5.45928478,1.33396470546722,1.86208832263947,1.72206687927246,79.2341463414634,2.47696679379873,4.45743514797224,9.44061862665538
395788696012.059,5.30785512924194,5.66730642,1.18941462039948,1.76143634319305,1.76704657077789,79.9365853658537,2.53767882014501,2.98157453936348,9.57381992000989
467739079790.332,5.24635744094849,5.62377834,0.878117203712463,1.89528703689575,1.84277212619781,80.2390243902439,2.5670355232157,2.73259596616786,9.80195913136456
614659980082.515,5.19459438323975,5.79951096,0.935463547706604,2.00586891174316,1.79539239406586,80.490243902439,2.5946294729443,2.34325522482583,9.1298137681683
695692898676.56,4.8967399597168,5.72834206,0.8917076587677,1.94266772270203,1.71280241012573,80.8414634146341,2.62640667508428,2.69183168316832,8.84904520282438
748417562769.636,4.73843002319336,5.71999836,0.934466600418091,1.95081317424774,1.75673854351044,81.0414634146342,2.66208895773401,3.55528773727026,9.58141117406
855007458585.224,4.65364980697632,5.87543869,0.928874909877777,2.00087285041809,1.74388742446899,81.2926829268293,2.71111802454994,2.32761128891476,10.4976524373463
1056112427190.38,4.63051986694336,5.96992397,0.954700112342834,2.0273425579071,1.75908350944519,81.3951219512195,2.76599442875181,4.35029854990048,9.72758987200994
928762122698.05,5.08131980895996,6.24410963,0.855120599269867,2.04176306724548,1.73300874233246,81.5439024390244,2.8235883784804,1.77111716621254,9.82606344094919
1148890200292.42,5.53811979293823,6.09483814,0.888859868049622,2.02361083030701,1.75771832466125,81.6951219512195,2.86785858401781,2.91834002677376,9.59137356363678
1398701323029.63,5.06814002990723,6.25611258,0.935710072517395,2.03790903091431,1.73315370082855,81.8951219512195,2.90798641031983,3.3038501560874,9.05934842281813
1547649835732.89,4.86667013168335,6.17947626,0.997997224330902,1.97750723361969,1.75977957248688,82.0463414634146,2.95920036968095,1.76278015613196,8.64254924893259
1577301840200.01,5.22909021377563,5.9267602,1.03107297420502,1.77787029743195,1.77010262012482,82.1487804878049,3.01057352615753,2.4498886414254,8.48774709073743
1468597690006.22,5.16454982757568,6.90871811,1.03219199180603,1.84946465492249,1.91871964931488,82.3,3.05581479504836,2.48792270531404,8.86978315719977
1351768945139.11,5.3155198097229,7.23406696,0.873180687427521,1.84135389328003,1.79047870635986,82.4,3.10011259648803,1.50836672165921,8.81732815317026
1207580901578.72,5.28689002990723,7.17459917,1.0334244966507,1.77200365066528,1.71689772605896,82.4487804878049,3.14493553058884,1.27699094497324,9.99148997170483
1326882104817.0,5.13822984695435,7.21655941,0.876146674156189,1.75232112407684,1.64458847045898,82.5,3.19715601363491,1.94864740944527,10.0654346694685
1429733668185.91,5.12431001663208,7.20352697,0.97081196308136,1.76737761497498,1.67455554008484,82.7487804878049,3.24534491589985,1.91140094445691,10.0394885969748
1394671325960.57,5.13429021835327,7.5498395,0.917313098907471,1.78817307949066,1.69447183609009,82.9,3.29365056253104,1.61076787290379,10.2002969442119
1330381544909.3,5.60844993591309,7.99613142,0.861676931381226,1.63295590877533,1.61424505710602,83.2,3.33452695130798,0.846905537459305,6.71529302751726
316092273276.015,5.24937009811401,6.99419928,1.10395002365112,1.91242349147797,1.84724950790405,79.3317073170732,99.7070891904993,2.29913785639285,25.5375188784574
336280064332.411,5.22652006149292,6.9434433,1.07445085048676,1.90487694740295,1.8997688293457,79.8804878048781,100.201660203587,1.4415485111902,24.0337676074896
389185571506.052,5.14690017700195,6.9392724,1.284419298172,2.00334525108337,1.94182562828064,80.1804878048781,100.526987396995,2.16855528800749,24.5388878051019
432051935642.945,5.26395988464355,7.17632055,1.33927059173584,1.8287581205368,1.91069889068604,80.4317073170732,100.842171594765,3.21595033239886,25.0784524214046
401758735822.211,5.73024988174438,7.44917679,1.19087398052216,1.69403409957886,1.77744269371033,80.3317073170732,101.106677169171,0.506308827696515,23.1588141077204
392275107258.667,5.70047998428345,7.39957857,1.15264821052551,1.59612202644348,1.80120265483856,80.5804878048781,101.350024236549,1.81353438995062,23.3184703651392
431685217367.511,5.59226989746094,7.28789806,1.19352161884308,1.47028934955597,1.79896306991577,80.9829268292683,101.692232186137,3.2865791487538,24.0291450500026
409401816050.531,5.48040008544922,7.43251085,1.34056687355042,1.42725443840027,1.85712373256683,80.9365853658537,102.156943771207,2.48567562177015,24.9194761063376
430190979705.962,5.54711008071899,7.4231286,1.36410057544708,1.53724098205566,1.83403825759888,81.1365853658537,102.760821619001,2.00015616900597,26.8756556438667
442584815286.034,5.44761991500854,7.51863861,1.27070045471191,1.46674907207489,1.93850040435791,81.490243902439,103.567086766844,1.60581182954474,27.9790923754105
381971148530.543,5.45658016204834,7.51185322,1.12933051586151,1.47238004207611,1.81485080718994,81.190243902439,104.734597673291,0.89656333526032,27.954980513294
395837353031.499,5.4796199798584,7.49085999,0.8921759724617,1.49696803092957,1.76159679889679,81.6414634146342,105.873339796413,0.891591752655362,28.0873097899546
417261151844.977,5.37159013748169,7.66504908,1.02962338924408,1.50046288967133,1.79901742935181,81.6439024390244,106.61131846825,2.08126911385587,29.4715404531058
454991174096.102,5.22655010223389,7.705019,0.884671747684479,1.56836605072021,1.85344958305359,81.6926829268293,107.131858943286,1.9983798142954,30.7575878705068
444596155845.254,5.21750020980835,7.84675264,0.892080426216125,1.521409034729,1.86225032806396,81.8951219512195,107.609306834707,1.53089564152644,32.0430703699645
435049316955.737,5.56900978088379,8.763134,0.887528836727142,1.47778916358948,1.77016341686249,81.1926829268293,108.057004362579,1.38191063351862,27.7381472363749
5272615722.96892,3.85399007797241,0.86689276,-0.829794764518738,-1.29238271713257,-1.14563620090485,64.891,97.434779976999,1.80500303704356,14.115896911617
6236087738.28284,3.15445995330811,0.73446828,-1.18536496162415,-1.1955019235611,-0.964197218418121,66.239,98.9124645960929,2.7711647199827,26.7147139347134
7276413079.11451,3.2861499786377,0.77900064,-0.948100388050079,-1.04623198509216,-0.884644746780396,66.756,99.6237235638581,2.2338649296705,34.0062057100958
8680405740.94125,3.44770002365112,0.86431676,-1.05981111526489,-1.1808317899704,-0.900518476963043,67.346,100.475372556609,6.70893042797784,37.6992055171508
13245421880.834,2.97462010383606,0.91786504,-1.12481939792633,-1.05252146720886,-0.792612433433533,67.562,101.522501814662,9.67950731917057,25.6712094985825
20981929497.6188,2.55552005767822,0.8660776,-1.09268236160278,-1.09591245651245,-0.885929226875305,68.165,102.672531674674,8.3289248286321,18.6060343041523
33049419431.2244,2.5492799282074,0.90689105,-0.62599641084671,-1.12907373905182,-0.880020380020142,68.603,103.853368672016,16.6997549618245,14.6466052454364
48851293785.4483,2.44092988967896,0.86374003,-0.330349981784821,-1.15665423870087,-0.836160480976105,68.811,106.059762547351,20.8490871772712,11.4311322531716
44292427184.9492,3.22430992126465,1.13072789,-0.277853518724442,-1.19408190250397,-0.879176020622253,69.356,108.291290455327,1.45704835970321,13.0369102959482
52909294791.9262,2.78062009811401,1.01077783,-0.238546922802925,-1.24537324905396,-0.891145050525665,69.529,109.542344173442,5.72687224669605,12.1398329447781
65952796427.9473,2.43564009666443,0.94790989,-0.532135963439941,-1.1953147649765,-0.938726484775543,69.984,110.976336228798,7.8583333333334,13.4672212264775
69679944504.1972,2.06763005256653,1.11365366,-0.715751826763153,-1.14269411563873,-0.879532694816589,70.36,112.460790244138,1.06621339720303,17.5636247805318
74160560123.6902,2.44213008880615,1.06307197,-0.412859916687012,-0.970375061035156,-0.756104469299316,70.881,113.923480806688,2.41571745279419,16.7890506479908
75239785452.1022,2.63303995132446,1.12798095,-0.559909522533417,-1.02249026298523,-0.696949005126953,71.116,115.348813858679,1.37344181533176,19.5161135983672
53076235354.746,2.95167994499207,1.30261827,-0.733916640281677,-0.952501654624939,-0.717284381389618,71.451,116.731076781631,4.02768573742726,24.713201515388
37866996882.9157,2.90340995788574,1.16339755,-0.808908820152283,-0.852654457092285,-0.538908779621124,72.004,118.033288980283,12.4433748584372,31.402265769232
40866627351.9817,2.47381997108459,1.00201261,-0.751900970935822,-0.906025290489197,-0.584700107574463,72.248,119.208741622511,12.9359184187335,31.214200501871
47112470051.7701,2.45543003082275,0.92868203,-0.711426675319672,-0.852769494056702,-0.619775176048279,72.76,120.25759188908,2.26854690373999,24.4800994217171
48174235294.1176,3.1764600276947,1.27820647,-0.693412125110626,-0.849424362182617,-0.610212206840515,73.102,121.280071139933,2.61057182799215,21.4304830633431
42693000000.0,4.33204984664917,1.58928382,-0.852247476577759,-1.07708406448364,-0.730720102787018,66.868,122.124736829369,2.75980947008127,19.1633015680074
8076470000.0,2.23284006118774,1.50591624,1.2795318365097,1.30232381820679,1.29082238674164,72.041,32.4689310689311,1.60632941740579,37.1313209855296
10070450000.0,2.34986042976379,2.37497997,1.10362148284912,1.34685218334198,0.610664069652557,72.564,37.7572427572428,3.1987814166032,37.5953904741099
10720400000.0,2.45263004302979,2.31367421,1.18402600288391,1.31606793403625,0.61443954706192,72.753,38.1679320679321,1.97336755976254,39.4485149807843
10395500000.0,2.47242140769958,2.56913257,1.13482463359833,1.33461117744446,0.632410943508148,73.024,38.5264735264735,0.722414784530551,41.3592996969843
10974800000.0,2.44843196868896,2.49743128,0.956470131874084,1.30873775482178,0.664432346820831,73.366,38.8742257742258,1.51375643050831,40.5713272131838
11672900000.0,2.39908027648926,2.28325391,0.89498245716095,1.09777593612671,0.569784104824066,73.104,39.2304695304695,1.86148302863371,35.7525835884973
11750800000.0,2.60386872291565,2.72011185,0.959943354129791,1.06738793849945,0.234157800674438,73.537,39.558041958042,-0.346376929989397,44.5531159491662
12253500000.0,2.80654501914978,3.69670224,0.976761102676392,1.13446974754333,0.163212507963181,73.632,39.8621378621379,1.51820700736147,40.8417807126317
12653600000.0,2.56634116172791,3.00421906,0.84756064414978,1.09553563594818,0.0695338472723961,73.806,40.1504495504496,2.26586346678736,46.7032259016287
13058700000.0,2.7009744644165,3.08020306,0.801466107368469,1.10244631767273,0.0461379736661911,71.205,40.4152847152847,2.49123527368046,48.2354966793313
9754600000.0,2.86680722236633,4.59830189,0.830237448215485,1.10620594024658,0.0232638418674469,72.677,40.6064935064935,0.0385210980054558,27.1037729461026
18504760638.2979,2.87440991401672,2.15710616,-0.365050613880157,0.188148677349091,0.370951920747757,77.156,1312.13648648649,2.00746965452849,27.3848979532294
21730000000.0,2.57500004768372,2.11737251,-0.247773513197899,0.175549507141113,0.521369874477386,77.634,1387.376,3.25666666666703,24.7665987799983
25710904255.3191,2.49677991867065,2.08907962,-0.237366229295731,0.181815281510353,0.52541184425354,78.084,1460.97763157895,3.52600316363721,23.1253814405263
30749308510.6383,2.64530992507935,2.68348098,-1.12995493412018,0.366530209779739,0.253650158643723,79.081,1590.82987012987,2.75739669962979,46.7559381200408
32539468085.1064,2.47689008712769,2.80836272,-1.33541774749756,0.42616268992424,0.326401859521866,79.246,1638.53636363636,3.30001156888442,47.7938411944905
33387712765.9574,2.46745991706848,2.86725354,-0.907474875450134,0.273521840572357,0.413401126861572,79.328,1700.56290531777,2.64755321246189,45.9321415541773
31050638297.8723,2.6745400428772,3.23580289,-1.06826269626617,0.107048586010933,0.400236338376999,79.405,1750.82519280206,1.84862742374977,50.5779851717853
32234973404.2553,3.25597023963928,2.98268986,-0.792700231075287,-0.0476647540926933,0.430590718984604,79.557,1809.57766367137,2.78679347602044,57.38283135388
35473776595.7447,2.32452011108398,2.5667879,-0.958746016025543,-0.17114095389843,0.41926383972168,79.689,1867.7358974359,1.38671830576406,53.9767913667124
37802005319.1489,2.80800986289978,2.42827972,-0.846307814121246,-0.176231503486633,0.38398140668869,79.857,1911.74807197943,2.08766938046978,52.5209951008734
38653318085.1064,2.38460445404053,2.3075155,-0.62683516740799,-0.0380972623825073,0.464157700538635,80.019,1915.62564102564,1.00582004702137,52.7259240825408
34621807712.766,2.55237460136414,2.96118394,-0.610109269618988,-0.0935939401388168,0.455399364233017,79.174,1882.12611464968,-2.31770629331379,61.0878964438208
53369787318.6245,2.12508010864258,0.59449899,-0.726261258125305,-1.21208262443542,-0.991129994392395,65.779,992.49694245986,2.20825620937535,4.6159307148948
54724081490.5102,2.01714992523193,0.55840307,-1.03259038925171,-1.44908678531647,-0.991601228713989,66.612,1030.49724206806,3.33256493271909,4.21400074091718
60158929188.2556,2.06939005851746,0.57762229,-1.1155811548233,-1.54172050952911,-1.15194392204285,66.824,1048.65334562495,5.66870773441478,4.70573002956055
65108544250.0425,1.94014000892639,0.57157779,-1.36047637462616,-1.59711492061615,-1.12248206138611,67.187,1066.21898286856,7.58753638504688,4.74690241203543
71819083683.7403,2.13128995895386,0.57358545,-1.50709736347198,-1.44298279285431,-0.907564043998718,67.241,1095.71199969271,6.76526117054757,5.83675208693081
79611888213.148,2.20221996307373,0.58527148,-1.54307162761688,-1.06323993206024,-0.827155947685242,66.714,1107.28995928401,9.10698496905384,6.32572415873013
91631278239.3237,2.0545699596405,0.53094941,-1.50833129882813,-1.0467883348465,-0.752373576164246,67.051,1117.1646155028,8.90194489465154,6.49711789083548
102477779556.785,1.9394199848175,0.52135736,-1.54677140712738,-1.0752512216568,-0.784571468830109,67.403,1127.04010140585,5.42347236174679,5.26042812036872
128637983882.833,2.13269996643066,0.57777011,-1.40473687648773,-1.09738862514496,-0.733335554599762,68.809,1153.96024429592,11.39516515524,6.00415387650568
133355820262.925,2.04667067527771,0.56263942,-1.37908899784088,-0.85661906003952,-0.936167359352112,69.554,1168.40016132749,6.21750422069265,6.19779563462308
149990529836.78,1.96616005897522,0.52380127,-1.62785887718201,-0.893825352191925,-0.87175977230072,69.565,1183.29983099024,7.53040640913173,6.37695882016849
172885432686.945,2.09871673583984,0.50557047,-0.895563185214996,-0.892129957675934,-0.782509088516235,69.986,1198.13550741338,6.99163889220857,6.30646995330243
195078573252.202,1.87225413322449,0.46532738,-1.20977377891541,-0.844025909900665,-0.77043616771698,70.491,1212.49135745563,6.19428022984991,5.61450522107196
265236390328.627,2.22119998931885,0.56968528,-1.25973296165466,-0.88687801361084,-0.670857012271881,71.09,1227.50686025966,5.51352572692995,4.27641719796191
293754781336.0,1.85040032863617,0.5911361,-1.253626704216,-0.858938634395599,-0.681922018527985,71.788,1242.94356610586,5.70207015717245,4.21031918538101
321379127909.353,1.65589129924774,0.56958538,-0.985568642616272,-0.926946818828583,-0.649730861186981,72.567,1257.46299454559,5.54362139486469,4.68770456378196
351238399005.451,1.68138802051544,0.51866281,-0.928613364696503,-1.01699352264404,-0.644387662410736,72.806,1271.53892601982,5.59199639930629,4.49026337741122
373902197869.16,1.76528060436249,0.47426897,-0.915807783603668,-1.00367724895477,-0.567928969860077,71.968,1286.17155258508,5.69107474746206,3.72997148965385
