GDP_current_US,government_expenditure_on_education%,government_health_expenditure%,political_stability_estimate,control_of_corruption_estimate,rule_of_law_estimate,life_expectancy_at_birth,population_density,inflation_annual%,trade_in_services%
21403167848.1444,1.84465003013611,1.15990651,-0.419894456863403,-0.728653252124786,-0.640382707118988,70.265,184.637797557442,27.4497127394395,30.6688245710744
43965458508.5056,2.04678988456726,1.68479145,-0.0785724595189095,-0.775851249694824,-0.625862598419189,71.371,194.622355619954,6.14356655248047,19.6124418862409
62682159338.0354,3.62818145751953,2.77817011,0.207428693771362,-0.91161584854126,-0.535113275051117,72.713,210.247381494515,4.830950967408,14.6615880771411
67179955677.2791,3.62243437767029,2.46088839,0.145934492349625,-0.841781139373779,-0.38400799036026,72.867,212.836162285241,2.99864226125219,14.9203730472094
71164826836.5281,3.6040027141571,2.36797523,0.227570921182632,-0.87349009513855,-0.530484795570374,72.953,215.397060649969,0.836746346724557,15.0577194891728
75704647877.6559,3.85049557685852,2.66466618,0.241259410977364,-0.810025572776794,-0.394856959581375,72.987,217.917449803353,1.61416607245223,15.4267938989344
79998046305.79,3.9202675819397,2.68220282,0.152073189616203,-0.787117958068848,-0.430010110139847,73.063,220.39420409853,3.27955694678546,15.2051213269687
85555390139.118,3.91821074485779,2.52541804,0.0121999448165298,-0.830727458000183,-0.365889728069305,73.232,222.842703374043,3.56443426013508,15.58136778796
88941372558.2397,4.04276895523071,2.59220481,-0.0031599334906786,-0.838781177997589,-0.321246087551117,73.577,228.942837306179,1.81060377042959,15.2625258746835
78844656298.1776,4.51769828796387,3.24332738,0.164941698312759,-0.751166820526123,-0.173210471868515,72.889,231.420841135259,3.78103179915517,9.87308508335767
18327764882.4412,1.15093004703522,0.96102405,-0.572284936904907,-0.79962956905365,-0.666360259056091,72.839,50.8395353519085,96.0963756926096,11.6087026958664
62519686000.0,4.34242010116577,2.38107014,-0.673675775527954,-0.744574427604675,-1.20504021644592,75.184,59.3604686745048,5.15996829181047,6.34493747269958
69555367000.0,4.50743007659912,2.83477545,-0.586674451828003,-0.707744359970093,-1.14322912693024,75.43,60.354263971654,3.55437734567843,6.43932051813527
79276664000.0,4.72689008712769,3.06546926,-0.686557531356812,-0.641708135604858,-1.14428532123566,75.743,61.3533902399742,4.4745326579584,5.99122258932202
87924544000.0,4.64307022094727,3.43776512,-0.570306479930878,-0.508597850799561,-1.06392514705658,76.062,62.3445119987115,5.10172180958666,5.70303180063034
95129659000.0,5.00464010238647,3.82528639,-0.178656712174416,-0.502528190612793,-0.870148360729218,76.369,63.3072515703012,2.72177577710371,5.7966185876
101726331000.0,5.26099014282227,4.11469746,-0.0185332093387842,-0.740625321865082,-0.970510959625244,76.622,64.2534788210662,3.58922016616663,5.77554805148005
99290381000.0,4.99870014190674,4.31252193,-0.147344976663589,-0.672159254550934,-0.956348419189453,76.789,65.2113947495571,3.96664623255358,5.63989347602373
99937696000.0,4.36274814605713,4.41607189,-0.0917104333639145,-0.680526971817017,-0.648918271064758,76.763,66.1925632146883,1.72826463324533,6.33289273539701
104295862000.0,4.6142578125,4.54476023,-0.0789325907826424,-0.62584400177002,-0.718148052692413,76.972,67.2287969077146,0.417335588666825,6.4315725244588
107562008000.0,4.62145519256592,4.92990112,-0.0948107913136482,-0.629149854183197,-0.663210570812225,77.094,68.5121275567724,-0.224103246005552,6.67973083683184
108108009000.0,4.22565984725952,4.82940865,-0.238249406218529,-0.509074687957764,-0.542889177799225,77.297,69.8330649057819,0.266012515466155,6.84020016993347
99291124000.0,4.11401987075806,4.9700942,-0.270263135433197,-0.503777742385864,-0.541196286678314,72.153,70.8189523272669,-0.338872392562139,4.61862451831185
85146067415.7303,4.7958836555481,1.8990773,-0.414172112941742,-0.44015771150589,-0.0114680724218488,68.564,74.7337977798985,2.73723855000334,18.7315462523093
80288461538.4615,4.94563007354736,1.66768789,-0.640924513339996,-0.530747950077057,-0.0023544689174741,68.402,76.3105349339495,4.50777636319304,21.8547437125749
78782467532.4675,4.67072010040283,1.57912993,-0.822401702404022,-0.583505749702454,0.0133178951218724,68.613,77.8767662866041,11.270619332052,28.1999608489594
89600665557.4043,4.79442977905273,1.5893116,-0.629358649253845,-0.539499521255493,-0.0012232348090037,68.779,79.4367471997589,4.86939696871988,28.0697691736305
107426086956.522,4.00178003311157,1.74427283,-0.837807655334473,-0.737334072589874,-0.278967440128326,68.977,80.9982118639811,7.64452644526434,25.7886150234742
130437828371.278,3.68460988998413,1.56855941,-0.552382111549377,-0.737870097160339,-0.246213480830193,69.128,82.5945602491336,9.3189690579923,26.2851662191192
162818181818.182,3.76082992553711,1.53611362,-0.510431706905365,-0.765909254550934,-0.129783600568771,69.319,84.2280204932443,18.3168316831684,26.1191959798995
189147005444.646,3.6391909122467,1.53461063,-0.607227087020874,-0.464862793684006,-0.0833449959754944,69.48,85.8918720176804,11.7634954386443,18.7446795240837
218983666061.706,3.54265189170837,1.36768734,-0.898418307304382,-0.596871852874756,-0.174863860011101,69.664,87.6512260786579,11.2651882653186,17.5924993369799
235989672977.625,3.3442964553833,1.47460115,-1.43705701828003,-0.633263945579529,-0.483893096446991,69.88,89.607769350545,10.0649259874818,14.0723106994384
279116666666.667,3.36830472946167,1.35230196,-1.43632972240448,-0.579664349555969,-0.536399841308594,70.085,91.6574172484806,7.11172943343083,13.6921956171255
288434108527.132,4.12252616882324,1.43904531,-1.63883090019226,-0.613801896572113,-0.735893428325653,70.052,93.8047013913306,9.46971981064921,12.0197989679639
305595408895.265,4.25138568878174,1.48455393,-1.63117659091949,-0.575114548206329,-0.698362648487091,70.415,96.0292571198955,10.0702154687481,12.9083091079812
329366576819.407,3.93084812164307,1.66732967,-1.49933218955994,-0.600650787353516,-0.602962195873261,70.483,98.1704746597016,10.370490343517,10.9474981791399
11784927700.0,2.83868002891541,3.94314837,0.329205334186554,-0.745444059371948,-0.803453266620636,69.865,287.571525096525,2.27128756828721,18.1833953890103
12664190300.0,3.242840051651,4.00326157,0.293994128704071,-0.813145220279694,-0.566521048545837,70.232,290.11944980695,1.86552503610078,18.3762241791329
13243892200.0,3.13467001914978,3.88919258,-0.180753871798515,-0.416793614625931,-0.516855239868164,70.14,290.871090733591,2.1203909173333,19.2919256314888
14698000000.0,3.17785000801086,4.2482481,-0.0337608754634857,-0.50867372751236,-0.505208492279053,70.44,291.400434362934,4.69094870903769,17.640155123146
15999890000.0,3.49298000335693,4.52057076,-0.168158024549484,-0.335918337106705,-0.691741585731506,70.773,291.237258687259,4.03712359429612,17.1743055733508
17011750000.0,3.60984992980957,4.1049161,-0.0072707314975559,-0.423062175512314,-0.722936034202576,71.108,291.705164092664,4.57808572377153,16.9101944244419
17986890000.0,4.45810985565186,4.0889926,0.0393931120634079,-0.411013573408127,-0.694341421127319,71.424,292.861920849421,6.70792293515939,15.8166864866578
17601620000.0,4.65950012207031,4.10507488,-0.0071162772364914,-0.230227887630463,-0.783321619033813,71.576,293.976254826255,1.055950297312,12.9312146850993
18447920000.0,4.04807996749878,4.37232924,0.0588422268629074,-0.258609384298325,-0.865749895572662,71.848,295.078861003861,1.17933576873643,14.0807796315034
20283780000.0,3.89854001998901,4.79892349,0.111001193523407,-0.247806414961815,-0.751709401607513,71.859,296.204102316602,5.1289237668162,13.9167877570401
21386150000.0,3.7124400138855,4.45448637,0.234583973884583,-0.41251277923584,-0.728603363037109,71.831,297.359507722008,1.7297348158144,14.9852840657828
21990960000.0,3.80149006843567,4.76325369,-0.0336589030921459,-0.349038988351822,-0.636897325515747,71.771,298.534845559846,0.757669184522313,16.4289074459951
22593470000.0,3.82416009902954,4.68769121,-0.0245900042355061,-0.374780744314194,-0.469058066606522,71.746,299.687548262548,1.14134467538289,16.7462191575034
23438240000.0,3.90987992286682,4.80888462,-0.0204960480332375,-0.44723653793335,-0.616285026073456,71.814,300.727123552124,-0.731384487388595,17.0440873667016
24191430000.0,3.82523989677429,4.84736443,-0.104568757116795,-0.555807173252106,-0.75756573677063,72.025,301.665540540541,0.604049086996888,17.7345009586325
24979190000.0,3.7252299785614,4.58291912,-0.263820618391037,-0.533897817134857,-0.872741162776947,72.311,302.444691119691,1.01235403315607,17.5392432199236
26020850000.0,3.60575008392334,4.54641724,-0.389219522476196,-0.586034774780273,-0.930241405963898,72.555,302.912258687259,1.09033000581874,18.3576699144452
26881140000.0,3.38710999488831,4.71206713,-0.120268002152443,-0.537628948688507,-0.865680158138275,72.559,303.099276061776,0.075324135002551,19.7941419474511
24930080000.0,3.65957999229431,5.83388329,-0.115019135177135,-0.577217638492584,-0.77559369802475,71.061,303.703233590734,-0.371590212324364,14.4660088240181
5686579747.53524,5.33945989608765,3.92763996,0.902080297470093,0.840922892093658,0.594717025756836,70.4170731707317,32.9555319650861,4.01848952508763,43.4903605392855
7367975887.72723,5.43460988998413,3.58449507,0.927854418754578,0.739191174507141,0.791837811470032,70.9048780487805,32.5395140363293,3.57191270164027,40.6373481518103
9874013098.46432,5.27309989929199,3.69835591,0.894786238670349,0.9227254986763,0.770817875862122,71.3170731707317,32.3359282849729,1.33499116549955,38.3122359324689
12145911801.2422,4.87674999237061,3.78625989,0.703926205635071,0.982846856117249,0.883017778396606,71.909756097561,32.1431941495636,3.04811107523416,39.9916848630346
14106790200.2239,4.81026983261108,3.74142551,0.605274677276611,0.994831264019012,0.903708636760712,72.5682926829268,31.9597782495872,4.07971423199849,40.5980858527787
17022870405.2189,5.85676240921021,3.56107664,0.736678242683411,1.0123438835144,1.12973201274872,72.6914634146341,31.7718801604152,4.43762042389213,37.4977676186153
22449129482.617,4.61990976333618,3.74054933,0.634109556674957,0.967807710170746,1.12227547168732,72.8146341463415,31.6272705826846,6.60132603055637,35.136726048032
24341678628.9732,5.48403978347778,4.35971355,0.571973562240601,0.952435076236725,1.15543973445892,73.7707317073171,31.5425807973579,10.3623580313683,38.0448895792397
19633031397.6104,5.96005010604858,5.05453777,0.567619025707245,1.00068259239197,1.12465858459473,74.8243902439024,31.4818353385232,-0.0784083112809768,36.8842294889066
19523477325.6235,5.51778984069824,4.69232178,0.661366999149323,0.989536285400391,1.15312993526459,75.4292682926829,31.4101203113942,2.97204512015694,39.396567900432
23213994093.4631,5.01449012756348,4.3640275,0.611041307449341,1.04544830322266,1.17581498622894,76.2292682926829,31.3149091766926,4.9819013145361,40.7824685195643
23019150071.1867,4.71772003173828,4.44167042,0.636465191841125,1.08829832077026,1.15094149112701,76.3268292682927,31.2030195800896,3.93339987296985,43.5706674837266
25115753366.1114,4.84388017654419,4.54079533,0.748215436935425,1.18153917789459,1.19148790836334,77.1414634146341,30.3196917414309,2.78056658954988,45.5682676825955
26634083965.0987,4.39433002471924,4.74082613,0.780257880687714,1.2990083694458,1.36998879909515,77.0341463414634,30.2402806533241,-0.10617514652171,45.2515759213782
22890762090.1508,5.14418983459473,4.94316053,0.613857269287109,1.25554597377777,1.30043995380402,77.590243902439,30.26011042098,-0.49232600654737,43.0052750188841
24072829276.7744,5.15763998031616,4.98726511,0.662796258926392,1.23113560676575,1.1927490234375,77.6414634146342,30.2689210950081,0.148684907627373,43.329870791221
26924385103.0659,4.96131992340088,4.84846592,0.642369627952576,1.20257091522217,1.24759435653687,78.0926829268293,30.816,3.41723549488054,43.4744740861259
30624720196.229,5.23997020721436,4.94593143,0.580257713794708,1.46872520446777,1.20360350608826,78.2439024390244,30.9234385964912,3.43632688420446,43.9845563405476
31081901909.2156,5.29571008682251,5.07566547,0.630106985569,1.52543818950653,1.24315118789673,78.6463414634147,31.0385497076023,2.27725931243522,44.3089389509422
31370395572.7658,5.51992988586426,5.97475481,0.709752976894379,1.58086550235748,1.33646464347839,78.5951219512195,31.0999298245614,-0.44453109767983,41.44332993386
1738093840.36607,5.50848007202148,2.41081047,0.0375185273587704,-0.045107789337635,-0.715451121330261,47.256,59.9125581395349,12.2085358545844,37.5754381036268
1432221739.12342,4.44086980819702,2.4225831,0.126366227865219,-0.0601399280130863,-0.782026052474976,44.486,61.0935465116279,12.0197154699232,24.6927889720781
2197598466.25447,5.81677007675171,2.91704059,0.0662459284067154,-0.0731398612260818,-0.61389023065567,43.349,61.5579651162791,7.28999999999999,28.5406189492257
2770082791.50412,5.40160989761353,3.02394485,-0.0046601896174252,-0.24253037571907,-0.800742328166962,42.538,61.963023255814,3.44533507316614,20.4996197239936
3178112498.67911,6.48462009429932,3.64060426,-0.39314877986908,-0.275532275438309,-0.879012823104858,42.125,62.3189534883721,4.77400404553712,19.0826055948468
3291330019.17287,6.55475997924805,3.45948696,-0.270870000123978,-0.044868890196085,-0.598636865615845,43.12,62.659011627907,5.30463946338728,19.7758350507803
3294084314.15058,6.61812019348145,4.45391893,-0.0773959755897522,0.0363581813871861,-0.531721472740173,44.175,63.3645348837209,12.6574601863915,27.5048070649907
3580428052.81393,6.47135019302368,4.46149063,-0.0147166308015585,-0.0111769214272499,-0.480329960584641,44.639,63.6561627906977,7.44823423445754,21.60011437689
4438765085.93784,6.11837005615234,4.22809029,-0.0760726928710938,-0.0418579690158367,-0.47066456079483,46.619,63.9488372093023,4.50923691774369,20.9168890158801
4820478680.18375,6.86432981491089,3.61155891,-0.479735821485519,-0.184126675128937,-0.533692061901093,48.195,64.2657558139535,6.10742714590251,6.19456498973959
4886551483.93374,5.5932822227478,3.41336322,-0.407692342996597,-0.224429905414581,-0.53537255525589,49.835,64.6188372093023,8.93964682788212,6.56958965860211
4597552981.56738,5.08461046218872,3.32492328,-0.431911140680313,-0.22833925485611,-0.492828667163849,51.486,65.0185465116279,5.62130623468948,5.6314480815942
4422986271.74767,7.07059001922607,2.73972297,-0.500559747219086,-0.256666481494904,-0.310973823070526,53.05,65.4572674418605,5.68134885776447,8.69793698136142
4063245671.29285,5.35494709014893,2.94745016,-0.480209201574326,-0.2156742811203,-0.319038301706314,55.019,65.926511627907,4.95124493704919,6.73083749243419
3816019193.16561,5.43355321884155,2.84598303,-0.494323074817657,-0.232138395309448,-0.380347073078156,56.659,66.4258139534884,7.8472745908568,6.82354159901558
4402969225.92165,6.17791414260864,3.54254961,-0.270877748727798,-0.0731135830283165,-0.276079922914505,57.895,66.9412790697674,6.22137528933118,10.5035964057335
4666598024.18411,5.73687362670898,3.49409103,-0.377810627222061,-0.231745570898056,-0.276786595582962,59.411,67.4667441860465,4.81506167461513,7.06973319798171
4466214591.14854,5.69914817810059,3.42137909,-0.274407118558884,-0.328445315361023,-0.479818254709244,60.549,68.0007558139535,2.59801620311077,5.97391623959387
8242349617.8638,3.98310995101929,1.79954576,-0.946032106876373,-0.906757354736328,-0.983719408512115,50.538,67.031867,0.662458109266482,12.0815423469342
7850809498.16803,3.63245010375977,2.08121538,-1.22584557533264,-0.717909097671509,-0.959304392337799,51.517,71.073215,0.675089102170801,13.906543380268
15280861834.6024,5.49096012115479,1.12012768,-1.74013221263885,-0.650104701519012,-0.667515754699707,55.149,70.6097080179429,12.2994763114825,15.1398389735551
19707616772.7996,5.45112991333008,1.33306754,-1.80640935897827,-0.632185876369476,-0.659463107585907,56.426,72.651008800565,17.2404008340898,15.4647334407336
27066912635.2228,5.40819978713989,0.51424921,-1.73212063312531,-0.666399776935577,-0.706700682640076,57.592,74.7470027505537,44.3566858766952,15.3999963440544
32437389116.038,4.42207002639771,0.9070071,-1.64107227325439,-0.704722344875336,-0.832281887531281,58.804,76.8708614705844,8.48364404530282,12.2051822658731
29933790334.3418,4.49659013748169,0.94396311,-1.63510119915009,-0.694108724594116,-0.807519137859344,59.73,79.0714937699371,8.14926402965082,15.7508399501998
31952763089.33,5.48576021194458,0.38117546,-1.5069637298584,-0.667876601219177,-0.741804361343384,60.721,81.3573967500598,33.2499598823344,19.4908365118683
43310721414.0829,5.56678009033203,1.06663179,-1.56427133083344,-0.608586847782135,-0.67731785774231,61.543,83.6902220297817,23.600417677317,14.5913104835379
47648276605.0123,4.4985499382019,1.09967208,-1.40730738639832,-0.501512408256531,-0.649538218975067,62.373,86.024074556913,7.46402192944517,13.7727494362345
55612228233.5179,4.60201978683472,0.71479559,-1.3393874168396,-0.44789931178093,-0.468450874090195,62.905,88.3858063044422,6.89001951597192,13.3119476462905
64589328550.5953,5.15336132049561,0.96540898,-1.49694204330444,-0.476131945848465,-0.527424871921539,63.649,90.8004623211398,9.56889955968623,12.3410986541897
74296745207.8721,5.06151390075684,0.90002954,-1.61724519729614,-0.442177504301071,-0.508126080036163,64.392,93.2988650214501,6.62813337230924,11.2568202940061
81770886825.6048,5.49905061721802,0.8612687,-1.67722964286804,-0.582520842552185,-0.471185684204102,64.838,95.873182081101,10.6871150284238,10.6175965647361
84269196625.8784,5.22011184692383,0.76642609,-1.27457964420319,-0.504966139793396,-0.445004612207413,65.412,98.4699947600283,13.8330356586662,13.1987279407368
95912607722.3032,4.48086929321289,0.73088509,-1.30372190475464,-0.435477554798126,-0.48414608836174,65.838,101.119564793866,15.8096321719344,11.4825188211928
107657734392.446,4.09056520462036,0.98278511,-1.75365614891052,-0.390404462814331,-0.405230104923248,65.371,103.840062771756,20.3563468559062,9.16739609721948
1678219507.89829,5.87773990631104,2.63133216,0.301403164863586,0.630551934242249,-0.276727378368378,66.31,45.5669950738916,1.09216459977388,46.2644733490735
1833279985.36741,6.27586984634399,2.20177889,0.473941057920456,0.610876262187958,0.0069079650565981,65.748,46.5183908045977,0.762032085561193,43.6551588672937
2708078476.63012,6.20915985107422,2.21771884,0.389960020780563,0.29008686542511,0.0683883503079414,66.424,47.4380952380952,2.827485193912,45.9245270661009
2980403844.72096,5.16705989837646,2.41684818,0.386921286582947,-0.224626928567886,0.103356398642063,66.632,47.8885057471264,2.36576453830435,48.9817225878394
3076305452.86506,5.6553201675415,2.47551131,-0.0340580493211746,0.184131041169167,0.0516839437186718,66.855,48.3351395730706,2.49083638787079,46.1386817268523
3378314599.76402,5.89472007751465,2.46818185,0.0618767961859703,0.121460936963558,-0.621160268783569,66.826,48.7492063492063,4.80370641306989,42.7366719963449
3523185919.55826,4.25357007980347,2.21144366,-0.0669486746191978,0.0983418449759483,-0.574613034725189,66.935,49.0821565407772,7.73227857918417,49.3176211227756
2870624635.68032,4.49847984313965,2.19237089,-0.272885650396347,-0.154777318239212,-0.865079581737518,67.089,49.3367816091954,3.13103559015965,44.2505682601175
3779411899.37483,4.17305994033813,1.88993454,-0.0712881982326508,0.108835898339748,-0.711457431316376,67.523,49.7183908045977,7.27811782708494,45.3105198060205
3972028104.47328,4.46150588989258,1.91403711,-0.0677748322486877,0.181172475218773,-0.671125769615173,67.552,49.8663929939792,3.4233752340198,45.2417288451919
4189967998.51424,3.88288998603821,1.87162006,-0.0510276891291142,0.195707112550735,-0.725795090198517,67.428,49.9974274767378,2.91354193604001,43.9129150265257
4857104791.00386,3.76960921287537,2.0661068,0.553164601325989,0.385206580162048,-0.514017462730408,67.376,50.1127531472359,0.519306474579194,39.9122487178825
4682479912.05203,4.80931758880615,2.09847856,0.569660663604736,0.37784206867218,-0.363319486379623,66.844,50.2025177887247,1.37488542621438,40.1339667915803
4930213634.35692,4.83590269088745,2.09586525,0.897029459476471,0.335442960262299,-0.0898485407233238,67.24,50.2666119321292,3.86322538221269,39.7154076117019
5353469171.0611,4.88133430480957,2.11070943,0.586045205593109,0.638752341270447,-0.0816029757261276,67.79,50.3020799124247,3.3475783475784,39.8550883763922
5581425324.91185,5.03804206848145,2.45310044,0.833207309246063,0.699863374233246,0.17677891254425,67.81,50.3008210180624,4.08147637644526,42.7754101963587
5444407214.31758,5.11768341064453,2.49526525,0.779773771762848,0.688096284866333,0.422631531953812,67.893,50.2717569786535,1.77310182460282,44.1168587053798
4432466237.09588,5.74741077423096,2.56945491,0.661915123462677,0.61318838596344,0.195874199271202,67.924,50.3788724685276,-2.5952432588738,20.5044978688746
126019543413.334,5.70930004119873,5.37109375,1.72011208534241,2.36823558807373,1.95340764522552,77.4658536585366,16.9940214714863,3.04210080667795,12.8588525918308
140404460203.138,6.01677989959717,5.85965395,1.7531840801239,2.36900973320007,1.90388894081116,78.119512195122,17.0740930431071,1.5712201278938,11.5964291305481
171652458349.411,6.16743993759155,6.13726616,1.6870174407959,2.3741238117218,1.95863425731659,78.3682926829268,17.1148560359828,0.877440386254785,11.4819501573957
197479443979.151,6.15757989883423,6.27308273,1.61962687969208,2.41011142730713,1.93988859653473,78.7146341463415,17.1646212941988,0.187120559084418,12.1703516825909
204885494686.381,6.02507019042969,6.44868755,1.59494686126709,2.3147189617157,1.95094156265259,78.8170731707317,17.2234676122,0.623874450025191,14.444789495922
217089269791.764,5.92838001251221,6.52324486,1.50111103057861,2.45411086082459,1.95951342582703,79.2146341463415,17.3169839860577,1.56666380704386,14.3005719520067
256378067752.158,5.67125988006592,6.35544634,1.48869705200195,2.38947749137878,1.89684998989105,79.2634146341464,17.3919563287185,2.5106656524034,14.5635405920683
285716311136.719,5.83010005950928,6.57666588,1.44586837291718,2.32084584236145,1.91038119792938,79.5682926829268,17.4840375123396,4.06595355358379,19.2717701802182
253497520828.515,6.45955991744995,7.23975039,1.45967149734497,2.24071860313416,1.9625688791275,79.719512195122,17.5678545574202,-9.17360384430342e-07,18.9544805784164
249424310816.667,6.50444984436035,7.18045282,1.42360687255859,2.15166974067688,1.96125268936157,79.8707317073171,17.6484106614018,1.18413523154646,19.3743741133874
275604356167.316,6.44504976272583,7.30151653,1.39347100257874,2.1919150352478,1.93953800201416,80.4707317073171,17.7309947678436,3.41680754255211,19.6282208567207
258290060227.734,7.14803981781006,7.64987421,1.40076518058777,2.22684669494629,1.94403350353241,80.6268292682927,17.8155615518773,2.80833622561574,21.7005767784754
271362405890.589,7.12404012680054,7.79147577,1.38517248630524,2.20017123222351,1.95565962791443,80.9756097560976,17.8978314521702,1.4782861568881,20.9130820602061
274862826772.156,7.10236978530884,7.78149414,1.28219723701477,2.15947580337524,2.1247820854187,81.1804878048781,17.9720030274112,1.04119621178439,20.5851604630589
234534382384.766,7.03208017349243,7.577631,1.02799820899963,2.21577143669128,2.05311393737793,81.4804878048781,18.0301108880919,-0.207928839905268,22.1221448602676
240771351298.833,6.85153007507324,7.29918003,0.982591867446899,2.18605208396912,2.00816488265991,81.4292682926829,18.0820078312658,0.356684500891695,22.4134687148787
255647979916.471,6.36311006546021,7.11996555,1.06380665302277,2.16156053543091,2.02343678474426,81.6317073170732,18.1238944459068,0.754015047084346,23.2050097759992
275708001767.843,6.27557992935181,7.10539436,0.891700327396393,2.17132115364075,2.0346474647522,81.7341463414634,18.1479501184522,1.08382098409305,24.3667207940048
268514916972.549,6.41695022583008,7.35499382,0.835154116153717,2.11400508880615,2.01298141479492,81.9829268292683,18.1673609054717,1.02409392963431,26.4216899622401
271886077382.102,6.6349401473999,7.81982374,0.981748819351196,2.17063069343567,2.0209972858429,81.9317073170732,18.1928768835954,0.290554555653239,23.1165336566326
1365639660792.16,5.60021924972534,6.97070313,0.785089075565338,1.32172358036041,1.43230748176575,79.0560975609756,111.258319073282,1.67595988720927,13.2731597129944
1501409382971.38,5.78097534179688,7.31639624,0.924183249473572,1.19158518314362,1.21287262439728,79.2609756097561,112.892548309157,1.92341228727061,13.8414236404323
1844544792036.86,5.76206302642822,7.32370949,0.179551064968109,1.30575609207153,1.33328890800476,79.1146341463415,113.635188832326,2.09847219146923,12.781944005785
2119633181634.37,5.54923391342163,7.38390923,0.345115303993225,1.31116378307343,1.42519283294678,80.1634146341463,114.536314277522,2.14208964640241,12.6677571943961
2196945232435.8,5.47005081176758,7.41065979,0.399723917245865,1.3575382232666,1.40783047676086,80.1634146341463,115.40057930042,1.74586936380482,13.0862976667836
2320536221304.7,5.47531032562256,7.40223789,0.595505774021149,1.45506083965302,1.46217286586761,80.8121951219512,116.203903885806,1.67512449608723,13.4379620896059
2660591246211.77,5.30452871322632,7.33408451,0.563000798225403,1.45600175857544,1.45637440681458,81.1121951219512,116.922506697933,1.4879980595386,13.7633195242173
2930303780828.12,5.40407991409302,7.4163928,0.543759167194366,1.39503479003906,1.49627375602722,81.2146341463415,117.576245030198,2.81286194914787,14.3072088040624
2700887366932.03,5.73407077789307,7.97806454,0.512012898921967,1.4299693107605,1.44575703144073,81.4146341463415,118.181082517437,0.0876204781574552,13.7161745403326
2645187882116.67,5.65859603881836,7.9076767,0.681087553501129,1.48775613307953,1.49973154067993,81.6634146341463,118.764941366835,1.53112270420926,14.4908497445074
2865157541994.17,5.48298311233521,7.85247946,0.602992832660675,1.53777325153351,1.42973482608795,82.1146341463415,119.339599347648,2.11159795174994,15.3559758419687
2683671716967.19,5.45646715164185,7.94105148,0.554941534996033,1.4719694852829,1.43693244457245,81.9682926829268,119.918547292793,1.9541953161351,16.2774850077946
2811876903329.03,5.50037813186646,8.01780128,0.448744118213654,1.30437731742859,1.40233778953552,82.219512195122,120.539576701604,0.863715497861805,17.1559412128917
2855964488590.19,5.51206302642822,8.11223507,0.300568491220474,1.28824603557587,1.45359396934509,82.719512195122,121.105322368265,0.50775882293799,18.4053245705389
2439188643162.5,5.46424007415771,8.26771069,0.0977598056197166,1.24826383590698,1.36678981781006,82.3219512195122,121.536702115031,0.0375143805125182,20.0448635854426
2472964344587.17,5.41906976699829,8.61525917,-0.106349594891071,1.32866752147675,1.35174190998077,82.5731707317073,121.857823021165,0.18333486112386,20.0537317203921
2595151045197.65,5.45160007476807,8.59983444,0.265700727701187,1.22440361976624,1.39693748950958,82.5756097560976,122.211970625889,1.03228275064662,20.1120691594084
2790956878746.66,5.40716981887817,8.49712181,0.0137935001403093,1.28164064884186,1.39610087871552,82.6756097560976,122.650880182337,1.85081508315503,20.6461112749477
2728870246705.88,5.35443019866943,8.34206104,0.271274894475937,1.24832808971405,1.37121713161469,82.8268292682927,123.070294051578,1.10825492288294,20.6190327923601
2647418691598.45,5.67784023284912,9.36361694,0.280948132276535,1.12234926223755,1.29722630977631,82.1756097560976,123.404699419421,0.476498852725066,17.8690045568529
5080483628.53013,3.82709002494812,1.06383789,0.640210628509521,-0.592371881008148,-0.182711690664291,61.069,4.94017541817053,0.504920025834859,20.2543204676196
14372593020.2885,3.07808995246887,1.57325745,0.299279242753983,-0.905257821083069,-0.461410343647003,63.898,6.64068382039042,1.46154402720469,15.8647471796458
18210307743.5816,2.987459897995,1.58558345,0.384890913963318,-0.893178522586823,-0.403134196996689,64.045,6.87895370046959,1.26331707837421,15.8396856356031
17170464016.0593,3.01340007781982,1.48285842,0.293291419744492,-0.666252255439758,-0.414806485176086,64.587,7.12812900221213,2.65241828695626,15.5292481410952
17595744798.3398,3.02971005439758,1.82302928,0.330102741718292,-0.634198665618896,-0.52240663766861,64.776,7.38241161175146,0.505441058915615,16.8957965176263
18203966895.8433,2.66667008399963,1.51668847,0.149542808532715,-0.677635669708252,-0.472979217767715,64.974,7.63323242907595,4.69045751826293,13.8689058891962
14383107762.6952,2.82435989379883,1.56549394,0.0152472918853164,-0.723359048366547,-0.564170300960541,65.46,7.87253851825979,-0.338795188753497,14.9845501514269
487038685.045496,1.36337995529175,0.5868997,0.322430104017258,-0.176545038819313,0.163011163473129,57.586,154.76847826087,17.0328665431988,20.5716593787787
961900651.423441,0.622470021247864,0.78081375,0.164906054735184,-0.522410035133362,-0.389444947242737,58.088,159.310770750988,14.2067432845569,12.0897147142281
1027701067.55688,0.691879987716675,0.81679177,0.200640663504601,-0.694694995880127,-0.456847786903381,58.394,164.067984189723,4.83862177543157,12.561325774268
1054112487.74083,0.751630008220673,0.88458723,-0.0341241136193275,-0.729944288730621,-0.371125340461731,59.06,169.100197628458,2.0565034236599,17.659934053422
1279703047.0221,0.816860020160675,0.70619458,0.0474123023450375,-0.712738215923309,-0.330507665872574,59.394,174.395553359684,5.36913473801957,17.1074122047903
1561766955.73024,2.18129992485046,0.7288478,0.0651512742042542,-0.714707136154175,-0.425357460975647,60.082,179.895454545455,4.4436549094501,13.2697499429179
