country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
Djibouti,01-01-2000,69.094046592,0.241587575,23180,220,42.232300621,-0.636604071,0.346905559,55.957180023,31.44,,373.4,1221.999956,32.011777394,,,,,,,,-0.904505730,0.331546426,,,,,0.194500528,,5.069101191,551230861.856505,-0.241125971,0.453906059,-0.882966220,0.262675375,-0.713253438,0.367690444,9.659999847,1.4109472,,,33.233,10.831,56.573,742033,174140,-0.877741814,0.235382617,
Dominica,01-01-2000,28,63.826666667,750,2083,42.720215023,0.861537576,0.461006761,81.054336548,11.06,,125.3,192.511952,91.128,0.856946805,13.707906177,5.280800532,,,,,0.872710645,0.331546426,,,,,8.814844198,,,333470370.37037,0.486361712,0.595203698,0.803646386,0.309702605,0.987186790,0.416249961,,3.36023808,,,17.709,9.141,72.693,68346,23740,1.093752384,0.291283160,2.926286835
Dominican Republic,01-01-2000,52.059614987,40.829434900,48310,1410,25.956788208,-0.688496113,0.250185400,88.764932,19.11,1316.974036714,18670.6,27147.79163,176.791368247,7.724135662,18.274239997,,,,12.164413657,10.987585519,-0.425159574,0.238578707,,,,,3.704692356,,1.030096472,24305780628.6677,0.012947378,0.342506409,-0.676537395,0.182560176,-0.124804936,0.307668597,1.888290048,1.71051323,,51.5,24.842,6.169,69.423,8540791,3266596,0.225749955,0.207885876,14.167305220
Early-demographic dividend,01-01-2000,40.472561207,24.318761365,33187094,,8.550467147,,,67.566611101,30.413461833,723.446722644,3867900.42,7204625.061353,75.306592677,3.899529803,,,0.596918238,,,,,,,,,,1.228640846,,2.584289604,3440095511579.21,,,,,,,3.905099988,2.202891894,,,27.104697128,7.976854756,64.499257083,2499206970,1541699251,,,
East Asia & Pacific,01-01-2000,51.037426994,26.048425558,24446988.742,,8.137131928,,,92.109596405,22.489270378,1664.028245959,6188981.82,8683082.441136,83.779181052,1.591969175,,,2.234132686,,,,,,,,,,5.637983677,,1.350203301,8377349540465.25,,,,,,,4.172099948,4.298421168,,,15.782875545,6.653234210,71.552569827,2048148696,1199384777,,,
East Asia & Pacific (IDA & IBRD countries),01-01-2000,48.499133977,28.692550010,15854637.742,,12.543386689,,,91.190624834,32.074000584,876.212439256,4069783.52,6069576.783292,113.130927504,2.158518106,,,0.727818472,,,,,,,,,,1.917351717,,1.674127185,1734113865557.17,,,,,,,4.208930016,1.040334687,,,16.354714444,6.587662229,70.692462221,1793649873,1142704548,,,
East Asia & Pacific (excluding high income),01-01-2000,48.293236948,28.880367768,15975027.742,,12.543386689,,,91.190579296,31.673709209,873.916193136,4141518.42,6156895.388614,113.740431901,2.158518106,,,0.727818472,,,,,,,,,,1.892068275,,1.674127185,1736282412283.76,,,,,,,4.208930016,1.040334687,,,16.368600398,6.641348463,70.564835705,1817006555,1152188770,,,
Ecuador,01-01-2000,32.477049444,55.284667418,248360,2087,11.608702696,-0.799629569,0.221239895,93.697525024,19.43,637.626859115,22051.5,49011.80013,50.839535352,96.096375693,,,,,,,-0.685290277,0.216711581,,,,,1.462188536,,1.452075953,18327764882.4412,-0.572284937,0.342506409,-0.666360259,0.167917758,-0.452023268,0.262556583,1.150930047,0.96102405,,56.4,25.402,5.007,72.839,12626507,5012850,-0.247218117,0.193243936,14.517079031
"Egypt, Arab Rep.",01-01-2000,3.306042493,0.059480637,995450,18.1,17.344002940,-0.492667794,0.221239895,97.7,8.26,942.198518227,114614.4,187899.2888,71.697595058,2.683805353,8.919600977,4.182500000,0.192469999,,,,-0.174759328,0.216711581,,,,,0.641265038,,2.551265140,99838543960.0763,0.049797524,0.342506409,-0.051582698,0.170139909,-0.301753908,0.262556583,,1.73206902,,,26.986,6.384,68.007,71371371,40826565,-0.894506156,0.192937747,
El Salvador,01-01-2000,62.099420849,32.523166023,20720,1784,18.183395389,-0.745444059,0.221239895,84.519249,33.51,607.705116840,5631.6,10116.5256,287.571525097,2.271287568,,,,27.376408936,10.605495696,15.020032749,-0.620502830,0.216711581,,,,,1.177397269,,0.840331038,11784927700,0.329205334,0.342506409,-0.803453267,0.167420968,-0.017429935,0.262556583,2.838680029,3.94314837,,51.5,27.465,5.876,69.865,5958482,2448221,-0.043113962,0.193243936,59.595715822
Equatorial Guinea,01-01-2000,3.666666667,93.247058824,28050,2156,,-1.212374926,0.257387638,64.825592041,45.85,,1982.3,6704.651693,24.419857398,4.802288869,,,,,,,-1.061323404,0.266331732,,,,,0.132354665,,,1045998496.43872,-0.035038944,0.377755851,-1.335892200,0.186358690,-1.646770358,0.314506620,,0.31905925,,,41.319,13.738,53.226,684977,348708,-1.599229217,0.215179980,
Eritrea,01-01-2000,74.554455446,11.073861386,101000,384,12.654936100,0.496908665,0.346905559,29.259696960,76.79,71.879910401,633.19,5540.779701,23.691881188,,,,,,,,-1.158393860,0.331546426,,,,,0.136711941,,32.655671194,706370815.584416,-0.768895209,0.453906059,-0.795131266,0.291758239,-1.136425018,0.416249961,,2.05245161,,,37.617,11.084,56.111,2392880,1756685,-1.470739365,0.235382617,
Estonia,01-01-2000,23.260202878,52.816466148,42390,626,43.490360539,0.840922892,0.184283942,100,19.76,4540.492560765,14932.5,18060.79141,32.955531965,4.018489525,,,0.600000024,4.066987003,19.686161469,33.355774676,0.687826872,0.214524329,,,,,28.57695381,,1.376327115,5686579747.53524,0.902080297,0.342506409,0.594717026,0.158237249,1.271518111,0.240291715,5.339459896,3.92763996,,,9.4,13.2,70.417073171,1396985,427924,0.988002360,0.202820122,10.237125472
Eswatini,01-01-2000,71.104651163,27.516279070,17200,788,37.575438104,-0.045107789,0.346905559,20.428611755,59.39,,1090.6,2737.111904,59.912558140,12.208535855,-9.049525695,5.701666667,,,,,-0.650617778,0.331546426,,,,,0.926191777,,1.435205791,1738093840.36607,0.037518527,0.453906059,-0.715451121,0.262675375,-0.189359665,0.367690444,5.508480072,2.41081047,,53.1,32.162,14.521,47.256,1030496,796718,-1.462375522,0.235382617,12.421196967
Ethiopia,01-01-2000,30.534,18.5285,1000000,848,12.081542347,-0.906757355,0.250185400,12.7,95.55,22.481844344,3557,72193.42532,67.031867,0.662458109,1.303568606,8.155833333,,,,,-1.206501126,0.238578707,,,,,0.015263767,,7.613843906,8242349617.8638,-0.946032107,0.342506409,-0.983719409,0.182560176,-1.316233754,0.307668597,3.983109951,1.79954576,,,44.501,14.758,50.538,67031867,57151370,-1.031738877,0.197282910,
Euro area,01-01-2000,47.360743336,36.509018546,2679346.46,,13.826182902,,,99.993561160,7.547564243,6189.136876404,2632598.97,3245992.869863,121.594175618,2.947565600,,,1.806568605,,19.757674062,37.957464091,,,,,,,22.251331728,,1.639652052,6517630044431.91,,,,,,,5.274270058,6.423150951,,,10.615243362,9.626351833,78.195909112,325792924,89024411,,,
Europe & Central Asia,01-01-2000,30.078445492,37.866316311,27344059.768,,14.844502652,,,99.117001734,7.613372542,4937.535566462,6507573.874391,8472812.698249,31.552966835,3.775388292,,,1.681826872,,20.170389111,34.458881039,,,,,,,13.126984957,,1.856771435,10065921815731.6,,,,,,,4.388735056,5.851908039,,,11.670680018,10.692265875,73.132089877,862786211,269347982,,,
Europe & Central Asia (IDA & IBRD countries),01-01-2000,28.743083387,38.792640838,22890540,,12.107008848,,,98.253374580,5.781220359,3332.619112969,2980028.252393,4078545.416558,19.039135861,13.180890587,,,0.696815794,,14.623145882,25.241663194,,,,,,,2.498904671,,2.897794682,894544565018.177,,,,,,,3.508389950,3.125433980,,,12.589239454,11.533007842,68.379542167,435816101,158141536,,,
Europe & Central Asia (excluding high income),01-01-2000,27.961617190,39.046101706,22298628,,11.902513427,,,98.285079750,5.112639374,3428.177273286,2577216.352393,3575912.869818,16.621928443,15.940812435,,,0.718952727,,,,,,,,,,1.871790081,,3.198224660,662865533121.624,,,,,,,3.469280005,2.875127241,,,13.033012564,11.744603970,67.603371032,370646199,130866325,,,
European Union,01-01-2000,45.712347004,37.986456737,3996118.16,,14.393225452,,,99.476144522,8.981768466,5780.010737582,3364061.47,4162342.371213,107.439879856,3.150767070,,,1.762884333,,20.308728972,37.714763189,,,,,,,19.656397861,,1.654468340,7276390991857.45,,,,,,,5.073889971,6.310911605,,,10.460507808,9.946367836,77.075316884,429342455,125257266,,,
Faroe Islands,01-01-2000,69.121060172,0.057306590,1396,,14.163494530,,,100,2.77,,,,32.707736390,,,,,,,,,,,,,,32.91639236,,,1067109530.64798,,,,,,,,,,,15.1,7.7,78.436585366,45660,29069,,,
Fiji,01-01-2000,20.350301040,55.088669951,18270,2592,46.264473349,0.630551934,0.346905559,76.780052185,50.06,,836.58,1963.529304,45.566995074,1.092164600,13.767166788,4.855,,,,,-0.142841607,0.331546426,,,,,1.496854734,,1.756243418,1678219507.89829,0.301403165,0.453906059,-0.276727378,0.262675375,-0.316572756,0.367690444,5.877739906,2.63133216,,,24.34,6.457,66.31,832509,433671,-0.346214205,0.254042536,
Finland,01-01-2000,7.281919958,73.691322762,304590,536,12.858852592,2.368235588,0.199174166,100,31.68,15305.409808607,55097.5,69643.62462,16.994021471,3.042100807,,,3.241379976,,24.240336553,33.906714941,2.029718637,0.203009099,,,,,37.24846174,,1.241147504,126019543413.334,1.720112085,0.313380271,1.953407645,0.162823543,1.782545924,0.234316275,5.709300041,5.37109375,,27.2,11,9.5,77.465853659,5176209,922245,1.593033314,0.202215627,2.859235398
Fragile and conflict affected situations,01-01-2000,34.499669751,25.708187944,20185971,,7.821604777,,,40.598297302,49.594543580,594.617824214,790011.143652,2051801.449593,30.349199897,3.822600881,,,,,,,,,,,,,0.377039961,,2.693462547,528316634352.906,,,,,,,,1.908313840,,,37.355266191,13.305535354,55.505903805,612628069,383508200,,,
France,01-01-2000,54.436078142,27.919870993,547567,867,13.273159713,1.321723580,0.199174166,100,9.32,7223.473452277,373235.8,506377.7308,111.258319073,1.675959887,,,2.093460083,58.299252326,23.391823940,44.132900036,1.637057304,0.203009099,,,,,14.30792394,,2.085018245,1365639660792.16,0.785089076,0.313380271,1.432307482,0.162370503,0.914936781,0.234316275,5.600219250,6.97070313,,32.6,13.3,8.9,79.056097561,60921384,14699721,1.182986617,0.202215627,1.791514335
French Polynesia,01-01-2000,12.388360703,42.797464708,3471,,,,,100,8.79,,,,72.292422933,,,,,,,,,,,,,,6.357063545,,,3599845480.34359,,,,,,,,,,,20.628,2.284,79.536,250927,110290,,,
Gabon,01-01-2000,8.021888462,91.978111538,257670,1831,20.254320468,-0.592371881,0.250185400,73.6,72.78,849.218538260,6080,16493.89658,4.940175418,0.504920026,,,,,,,-0.484881252,0.238578707,,,,,1.216140618,,1.801452248,5080483628.53013,0.640210629,0.342506409,-0.182711691,0.182560176,0.069171943,0.307668597,3.827090025,1.06383789,,,33.471,10.002,61.069,1272935,268857,-0.470682234,0.197282910,
"Gambia, The",01-01-2000,50,35.309288538,10120,836,,-0.377791107,0.329849035,34.3,62.86,,244.8,2289.008775,142.049308300,0.844969567,21.310565848,11.916666667,,,,,-0.509562850,0.282076955,,,,,0.921794919,,0.315793599,782913871.80966,0.533818603,0.396205485,-0.145569503,0.254057616,-0.434178412,0.356891841,1.465870023,0.6015296,,,43.146,11.841,56.942,1437539,749418,-1.064674616,0.212500870,
Georgia,01-01-2000,43.171679378,39.726579364,69490,1026,21.719623332,-1.040172696,0.240248322,99.835029602,47.25,1574.391404152,4772.8,14245.23612,71.330889814,4.063962014,,,0.215299994,58.519633963,11.401433039,15.078353825,-0.428154260,0.323869169,,,,,0.484746299,,0.615582491,3057475335.18846,-0.812726557,0.453906059,-0.938497543,0.223070145,-0.516600370,0.312967688,2.181050062,0.82085949,,40.5,11.979,11.188,69.575,4077131,1931011,-0.283675939,0.214062408,5.603525485
Germany,01-01-2000,48.912451641,32.537612839,348950,700,11.200518928,1.801545382,0.199174166,100,3.7,6635.421405967,830284.1,959124.8436,235.596813297,1.440268387,,,2.409820080,,11.705000735,31.313220394,1.804531693,0.203009099,,,,,30.2163466,,1.358883033,1947981991011.77,1.411335707,0.313380271,1.609418869,0.162370503,1.456143498,0.234316275,4.068152428,7.73300314,,28.8,9.3,10.2,77.926829268,82211508,20581651,1.314802051,0.202215627,1.672559106
Ghana,01-01-2000,56.102312121,38.888151534,227540,1187,21.833600401,-0.095986165,0.250185400,43.7,71.62,319.747749129,4949.5,16827.71163,86.426571152,40.240933124,,,,,,,0.033526257,0.238578707,,,,,0.153615298,,0.4436304,4982850662.20851,-0.359381735,0.342506409,0.078732707,0.182560176,-0.001808004,0.307668597,,0.77568001,,,35.865,9.922,58.195,19665502,11026644,0.070623510,0.197282910,
Gibraltar,01-01-2000,,0,10,,,,,99.939247131,0,4361.774990087,,,2774.1,,,,,,,,,,,,,,19.13163812,,,,,,,,,,,,,,13.015,6.637,81.37,27741,0,,,
Greece,01-01-2000,66.167571761,27.930408068,128900,652,23.498896032,0.631434977,0.199174166,100,7.82,4586.329870011,94460.6,117890.194,83.830938712,3.151181625,,,,119.431457213,22.470521839,42.846843999,0.587037921,0.203009099,,,,,9.138837308,,3.465355320,130457756628.436,0.808356404,0.313380271,0.861044526,0.162370503,0.736641586,0.234316275,3.230190039,4.46380281,,34.2,9.6,9.7,77.887804878,10805808,2948257,1.013062000,0.202215627,
Greenland,01-01-2000,0.584236813,0.000535997,410450,,,,,100,9.19,,,,0.136922890,,,,,,,,,,,,,,31.74781123,,,1068025016.00862,,,,,,,,,,,15.6,8,66.100731707,56200,10341,,,23.138260003
Grenada,01-01-2000,35.294117647,52.058823529,340,2350,46.527940921,0.861537576,0.461006761,85.963401794,10.49,,198.6,2058.992176,315.976470588,2.181818182,8.493010368,,,,,,0.618822575,0.331546426,,,,,4.063907991,,,520044370.37037,1.019257665,0.453906059,0.341131985,0.309702605,0.515273035,0.416249961,,1.86039817,,,18.184,7.131,72.783,107432,69081,0.715227902,0.291283160,13.962320351
Guam,01-01-2000,37.037037037,44.444444444,540,,,,,100,0.41,,,,296.644444444,,,,,,,,,,,,,,16.11312704,,,,,,,,,,,,,,23.89,4.663,74.417,160188,11007,,,1.248536871
Guatemala,01-01-2000,44.435610302,39.279581934,107160,1996,10.228146917,-0.830889881,0.221239895,73.318205,62.66,332.189766467,9443.3,18676.57226,108.153798059,5.977577347,13.153175059,,,16.983823013,10.064976450,10.939995515,-0.561387360,0.216711581,,,,,0.712332905,,0.918401635,19288929030.0508,-0.768333912,0.342506409,-0.885791600,0.167420968,-0.288512379,0.262556583,,1.91270578,,54.2,34.505,6.19,67.446,11589761,6335891,-0.285944521,0.193243936,24.744599772
Guinea,01-01-2000,57.296923327,28.198762819,245720,1651,11.768753854,-1.050160885,0.329849035,15.155793190,85.52,,1494.9,11372.67365,33.928727820,,12.299963118,5.170833333,,,,,-0.877114892,0.282076955,,,,,0.095424924,,1.534637514,2995361111.48224,-1.907590032,0.396205485,-1.389179468,0.254057616,-0.824051261,0.356891841,2.593400002,0.30125162,,,41.642,14.804,52.479,8336967,5763429,-1.101043224,0.212500870,
Guinea-Bissau,01-01-2000,23.581792319,76.418207681,28120,1577,,-0.915324807,0.329849035,,91.24,,147,1536.101439,43.771301565,8.636320949,,,,,,,-0.966977537,0.282076955,,,,,0.230103171,,2.628030362,371095522.049969,-0.349449873,0.396205485,-1.319461226,0.254057616,-1.045960665,0.356891841,,3.14870167,,,42.493,15.956,50.121,1230849,784752,-0.638303697,0.212500870,
Guyana,01-01-2000,5.235797308,94.306426213,196850,2387,50.865206875,-0.420879841,0.329849035,74.585853577,30.56,,1660.3,3246.38673,3.855986792,6.148543330,10.053495342,7.418333333,,,,,-0.052148212,0.282076955,,,,,0.6,,1.765977248,712667896.727512,-0.486819774,0.396205485,-0.423614681,0.254057616,-0.130214244,0.356891841,8.484149933,1.78830874,,,25.772,7.399,64.483,759051,541249,0.464220554,0.225928470,10.012502454
Haiti,01-01-2000,61.320754717,13.811683599,27560,1440,6.663177565,-1.201629281,0.329849035,33.7,80.85,36.243043698,1473.3,7322.144215,303.346335269,9.333221976,-39.129822370,,,,,,-1.240616202,0.282076955,,,,,0.231270715,,,6813565983.23285,-0.628624499,0.396205485,-1.455036402,0.252346784,-0.942260087,0.356891841,,0.87098479,,,31.836,10.341,58.365,8360225,5383985,-0.733862698,0.225928470,
Heavily indebted poor countries (HIPC),01-01-2000,37.808950615,30.037808271,19753191,,13.133130383,,,17.866637334,85.405678331,129.951809638,79236.603,749614.452643,24.053222287,4.165404423,,,,,,,,,,,,,0.166352363,,2.043598472,177609052466.514,,,,,,,2.565020084,1.140237862,,,43.009082585,13.709728628,52.661754121,475127894,338683973,,,
High income,01-01-2000,38.395004683,29.188276917,35444478.768,,9.239285499,,,99.763391740,7.313746295,8663.221761008,12857970.821998,15731562.300195,31.094818638,2.634744620,,,2.306338333,52.675445226,16.987590248,25.050696721,,,,,,,29.897135252,,2.255852207,27763709846117,,,,,,,4.884079933,5.598702711,,,12.358315772,8.490477413,77.450208896,1102139639,262748871,,,
Honduras,01-01-2000,26.231119850,60.579765841,111890,1976,26.743655644,-0.969870448,0.221239895,67.423049927,55.24,482.369333268,4987.2,12537.80293,59.493475735,11.048034934,17.436909825,,0.044530001,,,,-0.579896092,0.216711581,,,,,1.203855999,,0.729929060,7186638029.05875,-0.078596383,0.342506409,-0.998041213,0.167420968,-0.565024197,0.262556583,,3.02285886,,,33.841,5.141,68.662,6656725,3630711,-0.098604575,0.193243936,47.711149251
"Hong Kong SAR, China",01-01-2000,6.666666667,,1050,,44.314594087,1.292819738,0.175501600,100,0.05,5446.661665416,,,6347.619047619,-3.685503686,13.110060102,3.345,0.464929998,,,,1.264501810,0.203009099,,,,,27.82776068,,,171668891194.349,0.935157180,0.350249618,0.796505094,0.167974591,1.761175275,0.234316275,,,,,8.1,5.1,80.878048780,6665000,0,-0.011973739,0.230014741,0.638816733
Hungary,01-01-2000,65.320241018,21.436844454,89620,589,26.137331270,0.720579922,0.170937836,100,5.17,3309.283710629,54633.3,71353.1736,113.936297701,9.803610169,2.752713327,1.566666667,0.790960014,61.211424272,22.378462648,41.357133701,0.999929845,0.201207742,,,,,6.999676351,,1.513100227,47218405892.4258,0.918442905,0.313380271,0.832505941,0.151929513,1.042225122,0.218081191,4.868400097,4.66643333,,,9.6,13.3,71.246341463,10210971,3617236,1.135266662,0.202215627,2.009399087
IBRD only,01-01-2000,36.478765452,34.549949683,70871444.742,,9.238436216,,,84.524086066,23.473376802,1167.186753807,10112500.232393,15786527.599012,56.163135653,4.783056798,,,0.653914866,,,,,,,,,,1.871531077,,1.894325648,5873696631999.68,,,,,,,3.992439985,2.194229617,,,19.864270111,7.612171883,68.241631258,3980362565,2241331200,,,
IDA & IBRD total,01-01-2000,37.195859462,33.038257070,95686750.742,,9.193700811,,,74.093847120,29.223532794,990.533219322,10647805.916045,17727684.237669,53.235225509,4.199288256,,,0.638124121,,,,,,,,,,1.559285257,,1.969772373,6445789744803.73,,,,,,,3.343394995,2.100697813,,,23.750021934,8.499315453,65.704576839,5093905754,3032858141,,,
IDA only,01-01-2000,38.216097129,28.178828860,20435371,,9.242069279,,,26.433261070,77.125763643,181.145171224,179332.917652,1090014.864063,36.340542435,4.012120811,,,,,,,,,,,,,0.149425562,,3.085507914,349607946078.908,,,,,,,2.579210043,1.244776800,,,37.525619769,11.486238835,57.063337683,742632467,546309887,,,
IDA total,01-01-2000,39.243849058,28.720928100,24815306,,8.652373044,,,36.406817529,67.810848369,240.781952858,535305.683652,1941156.638657,44.873240290,3.822600881,,,,,,,,,,,,,0.166397072,,2.801692320,572649240694.815,,,,,,,2.565020084,1.115778142,,,37.639650325,11.670412084,56.635870269,1113543189,791526941,,,
Iceland,01-01-2000,18.842892768,0.297556110,100250,1940,24.075511869,2.197043180,0.232983217,100,60.66,26201.525577426,2225.44,3379.409734,2.805037406,5.136471232,12.280924815,5.684166667,2.572010040,58.258020591,25.105572589,29.344553543,1.944974422,0.227839828,,,,,44.47053382,,,9025660361.75842,1.575330615,0.352926075,1.796794534,0.206642196,1.552639365,0.253996372,6.431439877,7.18854856,,,15.3,6.5,79.653658537,281205,21369,1.492715597,0.218702987,1.776438738
India,01-01-2000,60.868965656,22.733495000,2973190,1083,7.658720444,-0.403301805,0.166502684,60.292839050,46.88,392.510175745,937858.4,1719664.722,356.396219212,4.009435910,8.342610831,,0.756990016,55.004246496,8.810143496,15.410402595,-0.187351525,0.203009099,,,,,0.52753245,,2.948929906,468394937255.803,-1.001207590,0.313380271,0.348079592,0.162370503,-0.159504071,0.234316275,4.324790001,0.83442992,,,27.001,8.701,62.669,1059633675,766464826,0.352063388,0.202215627,4.545627523
Indonesia,01-01-2000,25.127308965,53.943528667,1877519,2702,12.635496526,-0.908694446,0.166502684,86.3,45.63,385.757304067,280635.7,666121.1638,114.018777440,3.688619160,-1.654212470,,0.067690000,,,,-0.366054028,0.203009099,,,,,0.925563864,,0.684483764,165021012077.81,-1.995200634,0.313380271,-0.696610868,0.162370503,-0.260399908,0.234316275,,0.54974371,,29.5,21.86,7.383,66.433,214072421,124157723,-0.270175904,0.202215627,1.029558121
"Iran, Islamic Rep.",01-01-2000,38.608511997,5.725619490,1628760,228,3.356093334,-0.401130289,0.250185400,97.9,0.44,1548.370666637,340456.2,515091.7748,40.241891377,14.476751319,,,,,5.861282096,15.590625715,-0.492341906,0.238578707,,,,,0.93419002,,2.295042222,109591707801.431,-0.727548361,0.342506409,-0.519492507,0.183204845,-1.635897756,0.307668597,4.030640125,1.78084624,,,16.39,5.15,69.691,65544383,23568449,-0.932390332,0.207885876,
Ireland,01-01-2000,63.814196545,9.150239512,68890,1118,,1.384534240,0.199174166,100,2.04,5796.055581164,42533.5,71316.26098,55.235505879,5.590717300,,,1.083829999,38.141748256,26.349940411,27.689287965,1.592732906,0.203009099,,,,,17.85046724,,0.695697742,100207610429.909,1.584100127,0.313380271,1.539682627,0.162823543,1.781777143,0.234316275,4.132259846,4.57260036,,33,14.4,8.2,76.536585366,3805174,1554223,1.408248782,0.202215627,0.981705650
Israel,01-01-2000,26.155268022,7.070240296,21640,435,20.397649567,1.015101314,0.199174166,100,5.96,6323.103832088,56997.3,73843.96949,290.619223660,1.032640950,,,3.826519966,,26.385832164,40.758748602,1.055334210,0.203009099,,,,,20.87379,,6.297164983,136035771711.672,-1.041991234,0.313380271,1.001001835,0.162370503,1.080583334,0.234316275,5.951950073,4.28851175,,,21.7,6,78.953658537,6289000,553243,0.694345474,0.202215627,2.517591260
Italy,01-01-2000,52.878079792,28.301456117,295718,832,10.282800232,0.699464858,0.199174166,100,5.12,5299.856478794,436296.6,517178.2688,192.555434569,2.537685321,5.138245886,2.49485,1.003640056,,23.809740519,39.479815312,0.722742617,0.203009099,,,,,23.11087424,,1.741059504,1146676894209.73,0.916669428,0.313380271,0.838105559,0.162370503,0.791893303,0.234316275,4.291079998,5.49627781,,35.3,9.5,9.8,79.778048780,56942108,18664484,1.040719151,0.202215627,1.344652345
Jamaica,01-01-2000,44.228993536,48.107109880,10830,2051,38.291785801,0.091486886,0.221239895,84.433456421,9.36,2313.371270632,10071.4,11776.05935,241.200831025,8.171083561,11.539551504,5.1075,,98.334155711,22.494662535,24.743831031,0.002156443,0.216711581,,,,,3.115778027,,0.486319761,9005064474.93003,0.186396480,0.342506409,-0.481999129,0.170139909,0.199342668,0.262556583,4.983469963,3.18738079,,,19.12,6.894,70.944,2612205,1258717,0.677775979,0.202820122,33.955987375
Japan,01-01-2000,14.425240055,68.246913580,364500,1668,3.778335489,1.229918957,0.166502684,100,3.7,8299.40950624,1184424.9,1278174.014,347.991769547,-0.676578684,3.449521334,1.837166667,2.858409882,98.933823069,,17.109557641,1.141835690,0.203009099,,,,,29.99074036,,0.915985610,4968359075956.59,1.197552681,0.313380271,1.289759159,0.162370503,0.797354162,0.234316275,3.460119963,5.65793514,,,9.5,7.7,81.076097561,126843000,27082249,0.958087981,0.202215627,0.534684035
Jordan,01-01-2000,12.114687217,1.104941070,88240,111,39.731941921,0.061176512,0.221239895,99.006980896,2.09,1306.521492338,16268.1,20836.4549,57.300249320,0.666880926,12.263792350,,,93.710970710,18.998116259,27.119209162,0.016994981,0.216711581,,,,,2.623275422,,6.256556426,8460789844.8519,0.000209701,0.342506409,0.358365744,0.170139909,0.274942636,0.262556583,,4.20303917,,,29.659,3.724,71.918,5056174,1098707,-0.284868985,0.202820122,
Kazakhstan,01-01-2000,79.784161203,1.169361707,2699700,250,15.572345023,-1.149889469,0.184283942,99.583869934,2.5,3169.523340616,120151.999,162133.7495,5.513066637,13.180890587,,,0.181040004,,10.221395071,13.721583117,-0.778521121,0.214524329,,,,,0.668594403,,0.784645080,18291990662.0356,0.090090342,0.342506409,-1.150914669,0.157821313,-0.612051308,0.240291715,3.256619930,2.11958146,,,14.92,10.06,65.45,14883626,6534209,-0.965679228,0.180663228,15.259657846
Kenya,01-01-2000,46.861932038,6.959957128,569140,692,13.681387684,-1.144363642,0.250185400,15.175694466,78.15,108.162926753,8630.2,35347.18812,54.207411182,9.980025154,15.327433447,10.273545833,,,,,-0.620078623,0.238578707,,,,,0.318059714,,1.313742032,12705350097.8044,-1.068352699,0.342506409,-0.921858788,0.183204845,-0.394455791,0.307668597,5.186729908,0.68693274,,,39.934,10.677,54.411,30851606,24714605,-0.810647130,0.197282910,
Kiribati,01-01-2000,41.975308642,1.456790123,810,,,,,55.569786072,54.73,,35.5,55.101068,109.661728395,,,,,,,,,,,,,,1.785225474,,,67253121.6174144,,,0.839712262,0.687808454,,,11.185870171,8.35801697,,,30.702,7.09,64.409,88826,50668,1.142294526,0.355957747,3.377408514
"Korea, Dem. People's Rep.",01-01-2000,21.177643053,53.605929740,120410,1054,,-1.302906513,0.329849035,,8.72,699.018220479,71822.9,87411.18898,194.062444980,,,,,,,,-1.791944146,0.282076955,,,,,0,,,,-0.015158058,0.396205485,-1.066339135,0.254057616,-2.147462368,0.356891841,,,,,17.44,10.763,60.763,23367059,9484222,-2.116823196,0.225928470,
"Korea, Rep.",01-01-2000,20.454074228,67.136636948,96460,1274,11.447563275,0.270445168,0.166502684,100,0.7,5906.959333039,447237.3,502291.3249,487.332687124,2.259165801,7.447142697,,2.125190020,,14.261778077,15.390920584,0.613540590,0.203009099,,,,,44.7,,2.457317520,576179387819.613,0.398045033,0.313380271,0.830339730,0.162370503,0.565367579,0.234316275,,1.96156323,,,13.5,5.2,75.909756098,47008111,9579783,0.637169182,0.202215627,0.790715345
Kuwait,01-01-2000,8.305274972,0.272166105,17820,121,17.879422400,0.564559221,0.250185400,100,0,14867.427325739,49838.2,70128.98759,108.580303030,1.812946139,-9.670492972,,0.125420004,,,,-0.097940795,0.238578707,,,,,6.731395768,,7.150148657,37718743480.0751,0.752232671,0.342506409,0.552490950,0.183204845,-0.051647346,0.307668597,,1.59847891,,,21.617,1.868,76.722,1934901,19349,-0.297324926,0.207885876,
