country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
Africa Eastern and Southern,01-01-1979,42.783395741,,14571611,,8.511839233,,,,,659.851480795,,,15.394041057,15.069849824,,,,,,,,,,,,,,,3.914759141,125656371097.882,,,,,,,,,,,46.471957530,16.900366297,49.261335737,224315978,178207779,,,
Africa Eastern and Southern,01-01-1980,42.776533082,,14571611,,8.330463432,,,,,693.028376784,,,15.850536910,15.066511537,,,,,,,,,,,,,,,3.399745943,166475050971.984,,,,,,,,,,,46.339608120,16.680516735,49.636537663,230967858,182750748,,,
Africa Eastern and Southern,01-01-1981,42.863002588,,14571611,,8.413416374,,,,,715.159312246,,,16.328837011,14.461591074,,,,,,,,,,,,,,,3.679113679,173673510912.351,,,,,,,,,,,46.237554597,16.443989251,50.057073291,237937461,187576355,,,
Africa Eastern and Southern,01-01-1982,42.879678850,,14571611,,8.099939239,,,,,722.958646293,,,16.840054061,12.139917695,,,,,,,,,,,,,,,3.796227348,164114068718.601,,,,,,,,,,,46.158257906,16.244147996,50.296849138,245386717,192763278,,,
Africa Eastern and Southern,01-01-1983,42.906854980,,14571611,,7.110031106,,,,,725.522129035,,,17.347411347,11.567524383,,,,,,,,,,,,,,,3.816124663,175108664048.273,,,,,,,,,,,46.134728975,17.621383599,48.703330592,252779730,197706339,,,
Africa Eastern and Southern,01-01-1984,42.912550987,,14571611,,7.226479440,,,,,761.387803751,,,17.857267052,10.983862572,,,,,,,,,,,,,,,3.848608581,162752141155.352,,,,,,,,,,,46.135196444,17.598956834,48.652664555,260209149,202462141,,,
Africa Eastern and Southern,01-01-1985,43.197694476,,14571611,,8.356553313,,,,,778.356069148,,,18.387680195,13.006566422,,,,,,,,,,,,,,,3.449744656,135795509169.566,,,,,,,4.090219975,,,,46.143792452,17.270932333,49.011630720,267938123,207263254,,,
Africa Eastern and Southern,01-01-1986,43.453397157,,14571611,,7.627915617,,,,,787.450794137,,,18.943404405,13.891971646,,,,,,,,,,,,,,,3.748563710,153368683414.31,,,,,,,,,,,46.067490857,16.771687480,49.639719008,276035920,212138775,,,
Africa Eastern and Southern,01-01-1987,43.613365742,,14571611,,7.339229741,,,,,779.833840967,,,19.523606141,12.563443221,,,,,,,,,,,,,,,4.977765200,186594742538.673,,,,,,,,,,,45.830577733,16.344946783,50.075887541,284490394,217180965,,,
Africa Eastern and Southern,01-01-1988,43.855068599,,14571611,,7.523490229,,,,,786.878738022,,,20.093535711,12.522253936,,,,,,,,,,,,,,,5.229075498,205635932770.809,,,,,,,,,,,45.337357252,17.224145718,49.359726527,292795186,222016197,,,
Africa Eastern and Southern,01-01-1989,44.051134772,,14571611,,7.722732597,,,,,785.227874961,,,20.665174221,12.558202071,,,,,,,,,,,,,,,5.228134925,218577418670.295,,,,,,,,,,,44.813009887,15.640654078,50.684099785,301124880,226798678,,,
Africa Eastern and Southern,01-01-1990,44.009271864,36.230005728,14571611,,7.738442077,,,,60.910003058,772.930915968,304614.720181,798246.454045,21.266740102,12.457913979,,,,,,,,,,,,,0,,4.798403481,254673510115.591,,,,,,,,,,,44.230719116,15.605338760,50.607727534,309890664,231789546,,,
Africa Eastern and Southern,01-01-1991,44.098280554,36.078752473,14571611,,7.038599774,,,,62.183924062,753.929969901,300135.943094,802147.1728,21.860594755,17.678100264,,,,,,,,,,,,,0.001732302,,3.739788647,275622021261.09,,,,,,,,,,,43.842317897,15.822483803,50.390459609,318544083,236852989,,,
Africa Eastern and Southern,01-01-1992,44.278219478,35.927499217,14571611,,8.672629114,,,,63.983020153,722.735463811,296834.691723,807606.061306,22.436333361,16.167612396,,,,,,,,,,,,,0.005040808,,2.950086766,240210577721.912,,,,,,,,,,,43.341677087,16.077279698,49.962113648,326933522,241689289,,,
Africa Eastern and Southern,01-01-1993,43.309417881,35.776245962,14571611,,9.248561811,,,,64.712460351,721.294151229,305267.779142,819207.32697,23.032809207,13.135660768,,,,,,,,,,,,,0.014629494,,3.129367118,238353057845.691,,,,,,,,,,,42.966012865,15.619405530,50.273627971,335625136,246651505,,,
Africa Eastern and Southern,01-01-1994,43.501640965,35.624992707,14571611,,9.627894099,,,,65.207842056,722.739142746,314596.287085,840714.61409,23.636258338,14.852814983,,,,,,,,,,,,,0.031709734,,2.629842479,241158029890.41,,,,,,,,,,,42.533293547,16.280765908,50.882581821,344418362,251602062,,,
Africa Eastern and Southern,01-01-1995,43.687138642,35.473739451,14571611,,9.871917901,,,,64.803352071,733.306039480,329784.557767,866585.784268,24.257208143,12.288591260,,,,,,,,,,,,,0.086496311,,2.144588611,270813961389.262,,,,,,,,,,,42.485724428,14.820095051,51.001925290,353466601,256845485,,,
Africa Eastern and Southern,01-01-1996,43.811627280,35.322486196,14571611,,10.401155921,,,,64.030989815,812.794980941,342368.178325,884404.767499,24.910478464,9.706586325,,,,,,,,,,,,,0.112752212,,1.834447804,268992901985.369,,,,,,,,,,,42.135627745,14.832115310,50.810688971,362985802,262711347,,,
Africa Eastern and Southern,01-01-1997,43.961371189,35.171232941,14571611,,10.440690158,,,,63.295427967,824.332919252,358278.381587,908989.150778,25.553264495,10.249598740,,,,,,,,,,,,,0.213192402,,1.828709792,284065411886.655,,,,,,,,,,,41.573464373,14.634215484,50.974231359,372352230,268424729,,,
Africa Eastern and Southern,01-01-1998,44.100271411,35.019979685,14571611,,11.315094524,,,,64.014146462,786.014510327,367651.937441,947451.819476,26.195840666,7.495256007,,,,,,,,,,,,,0.386772417,,1.823207599,267286689939.3,,,,,,,,,,,41.128790179,15.147918586,50.325912744,381715600,274058918,,,
Africa Eastern and Southern,01-01-1999,44.291190590,34.868726430,14571611,,11.424346253,,,,65.097993412,763.706484463,353173.100746,934027.009654,26.866365771,7.819864776,,,,,18.026748084,21.543916050,,,,,,,0.569512051,,2.272881265,263674195227.713,,,,,,,3.939759970,,,,40.894820429,14.245443370,51.237851908,391486231,279952322,,,
Africa Eastern and Southern,01-01-2000,44.448963124,34.717473174,14571611,,10.496258443,,,19.957301617,65.449523887,773.979506644,357967.510652,936733.642312,27.560479620,8.601485149,,,,,,,,,,,,,0.774217555,,2.003525735,285403765401.254,,,,,,,3.606129885,2.076843781,,,40.528236620,13.775698093,51.964481325,401600588,286048935,,,
Africa Eastern and Southern,01-01-2001,44.547070739,34.537462508,14571611,,11.247363100,,,19.975364676,65.878698992,737.413462637,395061.523617,975817.760057,28.274285184,5.840353983,,,,,,,,,,,,,0.961552005,,1.960180120,260218617002.669,,,,,,,4.341670036,2.036968849,,,40.341208769,13.592398089,52.189648214,412001885,292226383,,,
Africa Eastern and Southern,01-01-2002,44.636051017,34.357451842,14571611,,11.347681400,,,21.576500005,65.152115320,762.543065971,406488.162257,1022654.885109,29.011282143,8.763753664,,,,,,,,,,,,,1.131629443,,2.024266940,267142068310.105,,,,,,,,1.921142250,,,40.047324566,13.309589048,52.540794004,422741118,298513611,,,
Africa Eastern and Southern,01-01-2003,44.928234634,34.177441177,14571611,,10.639477230,,,22.529264828,64.729597293,768.235039226,428637.779164,1062715.693142,29.770729125,7.449700140,,,0.594730743,,,,,,,,,,1.430398355,,1.770840190,354907412306.554,,,,,,,,2.333631066,,,39.750138316,12.981271466,53.022034590,433807484,304973519,,,
Africa Eastern and Southern,01-01-2004,44.630973028,33.654273577,14720190.922,,10.597921157,,,23.749531370,63.775194754,771.962500592,459742.334363,1105457.222981,30.249713292,5.023420686,,,0.626273325,,,,,,,,,,1.716046675,,1.864149130,441359590323.394,,,,,,,3.744960070,2.345368816,,,39.575893606,12.628441320,53.545457110,445281555,311634089,,,
Africa Eastern and Southern,01-01-2005,44.761451235,33.475977146,14720236.092,,10.833744899,,,23.493012779,63.243909612,775.335359643,460840.910225,1132622.365732,31.056148430,8.558038022,,,0.627676172,,,,,,,,,,1.805523142,,1.676245161,514927086452.789,,,,,,,4.005780220,2.289478472,,,39.407391488,12.233489274,54.219650806,457153837,318408250,,,
Africa Eastern and Southern,01-01-2006,44.927874397,33.297801719,14720228.252,,11.131808728,,,25.191220645,62.904220548,783.748462984,467829.222212,1133480.604883,31.895464388,8.898163802,,,,,,,,,,,,,2.058101768,,1.704304990,578633287253.354,,,,,,,3.871469975,2.487585196,,,39.237105183,11.731215202,55.150546110,469508516,325481776,,,
Africa Eastern and Southern,01-01-2007,45.087406119,33.119504037,14720274.665,,11.888448590,,,26.807937111,61.642909186,790.664684400,488797.648679,1197721.01028,32.771564185,8.450774806,,,0.661791790,,,,,,,,,,2.773273826,2.385238095,1.666514232,664099392606.403,,,,,,,,2.525134397,,,39.000516213,11.288067301,55.933801715,482406426,333175124,,,
Africa Eastern and Southern,01-01-2008,45.190735922,32.941395877,14720236.89,,13.134962872,,,25.943316082,62.029369473,754.211033912,522352.252288,1257408.971715,33.678051767,12.566644660,,,,,,,,,,,,,2.694149781,,1.929370239,711800460143.432,,,,,,,4.280080080,2.454082229,,,38.851691625,10.863129724,56.680418897,495748900,340365126,,,
Africa Eastern and Southern,01-01-2009,45.451456158,32.763130626,14720269.284,,11.849956306,,,26.193895212,61.420420711,717.769965377,504690.371108,1239747.20567,34.606056939,8.954218024,,,,,17.357706341,23.759822889,,,,,,,3.207416172,,1.947712133,723512528253.909,,,,,,,,2.753370001,,,38.364939035,10.361905180,57.620851544,509410477,347634312,,,
Africa Eastern and Southern,01-01-2010,45.629132725,32.583415481,14720957.055,,11.462580063,,,27.400110227,63.099836839,734.305770843,532614.140224,1296316.122926,35.558806064,5.537537916,,,0.586981535,,17.321410843,23.713696974,,,,,,,5.296973614,2.38,1.535153449,867040920627.224,,,,,,,4.496590137,2.800520748,,,37.940260402,9.939449408,58.411149750,523459657,355003581,,,
Africa Eastern and Southern,01-01-2011,45.832552026,32.370993518,14721207.05,,11.889608896,,,28.914348318,63.124652434,734.822807512,525337.889289,1299170.768058,36.531851510,8.971206410,,,,,17.521460979,25.469556653,,,,,,,6.802750221,,1.501087951,971667511047.106,,,,,,,4.639014482,2.778916293,,,37.483986597,9.499323161,59.293271389,537792950,362377299,,,
Africa Eastern and Southern,01-01-2012,45.733224018,31.890654257,14845137.142,,11.856364448,,,31.666927868,61.718396759,697.657989404,546775.865,1308707.977083,37.219639584,9.158707155,,,,,18.012468850,23.423348444,,,,,,,8.534750117,2.464210526,1.533811817,979996860991.406,,,,,,,4.931210041,2.728699921,,,36.921299913,9.101050391,60.050780247,552530654,369971909,,,15.1
Africa Eastern and Southern,01-01-2013,45.848964062,31.680635048,14845099.326,,11.906201243,,,31.695183470,61.082685283,691.958089787,568547.519,1331479.401125,38.254519995,5.750981334,,,,,18.178284433,25.100170531,,,,,,,10.126945466,,1.729632519,986342932619.106,,,,,,,4.689917088,2.639264044,,,36.447138769,8.775595219,60.709869561,567892149,377783371,,,
Africa Eastern and Southern,01-01-2014,45.977602371,31.470633939,14845052.467,,12.072442724,,,31.859257343,61.499576836,680.149942646,591680.972,1358902.154959,39.316203314,5.370289610,,,,,18.242089498,25.017327926,,,,,,,12.237715793,2.469728182,1.759086197,1006992481353.94,,,,,,,4.717299938,2.644676111,,,36.028318022,8.475899150,61.337917483,583651101,385577648,,,10.5
Africa Eastern and Southern,01-01-2015,46.052387508,31.260419831,14845106.128,,11.533594296,,,33.903514647,62.128337893,,576265.992,1356434.329261,40.417927553,5.245878350,,,,,17.429791700,23.947149901,,,,,,,14.485849153,,1.577742820,932513471557.123,,,,,,,4.743500233,2.787347191,,,35.613314413,8.239618841,61.856458140,600008424,393452021,,,10.3
Africa Eastern and Southern,01-01-2016,46.152439380,31.039681541,14845113.968,,11.096855010,,,38.851443893,62.457688360,,580219.242,1370883.205748,41.520570763,6.571396422,,,,,17.095077622,22.854372538,,,,,,,15.753329823,2.578622571,1.343765622,890051427265.996,,,,,,,4.691999912,2.671429461,,,35.189015680,7.973695543,62.444050202,616377605,401294164,,,
Africa Eastern and Southern,01-01-2017,46.271150077,30.824316220,14845102.053,,10.301602408,,,40.197331868,61.891131880,,590905.482,1386782.252953,42.623254979,6.399343416,,,,,17.860797998,24.555558689,,,,,,,17.310986872,,1.448218681,1028394291260.59,,,,,,,4.820445061,2.636741342,,,34.892536215,7.773413042,62.922389623,632746570,409014341,,,
Africa Eastern and Southern,01-01-2018,46.361117623,30.611511760,14845117.143,,11.063635805,,,43.028332220,62.242631403,,598720.9575,1399770.836953,43.769081897,4.720811389,,,,,17.685474756,24.109492489,,,,,,,20.063024260,2.492222222,1.118722449,1012521425296.35,,,,,,,4.739749908,2.757440826,,,34.611022228,7.588110411,63.365862611,649757148,416834821,,,
Africa Eastern and Southern,01-01-2019,46.419374547,30.391625948,14845129.404,,10.636734857,,,44.389772833,63.387089699,,610723.5,1430850.662142,44.946929585,4.653664731,,,,,18.588662066,25.299309757,,,,,,,22.589590708,,1.073898240,1006191000190.48,,,,,,,4.541950226,2.789082715,,,34.341450196,7.434644049,63.755677918,667242986,424791846,,,
Africa Eastern and Southern,01-01-2020,46.467607649,30.174252710,14845090.094,,8.317964333,,,46.268620569,66.123448696,,544952.503,1389908.120222,46.150813142,7.321106434,,,,,,,,,,,,,24.988400868,,1.102671914,928880235176.594,,,,,,,4.352439880,2.990540781,,,33.916745700,7.620547762,63.313860331,685112979,432797498,,,
Africa Eastern and Southern,01-01-2021,46.485779314,29.955194060,14845090.094,,8.610685903,,,48.103608692,,,,,47.354182531,6.824727093,,,,,,,,,,,13.238888889,,27.660653781,,1.005496806,1086530704900.5,,,,,,,4.632254839,,,,33.546266274,8.036899040,62.454589645,702977106,440600045,,,
Africa Eastern and Southern,01-01-2022,,,,,10.384214771,,,,,,,,,10.773751224,,,,,,,,,,,,,,2.618181818,1.001659620,1185137703650.99,,,,,,,3.906225443,,,,,,,720859132,448193025,,,
Africa Eastern and Southern,01-01-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,01-01-1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.117433708,8.632179425,67.933951963,91401764,50720764,,,
Central Europe and the Baltics,01-01-1961,64.667028347,,737300,,,,,,,,,,125.095263800,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.107955870,8.495022510,68.235932235,92232738,50536773,,,
Central Europe and the Baltics,01-01-1962,64.625379774,,737280,,,,,,,,,,126.152205404,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.204125179,9.114828550,67.690161984,93009498,50348488,,,
Central Europe and the Baltics,01-01-1963,64.540411507,,737290,,,,,,,,,,127.276941231,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.994221610,8.511228421,68.674002628,93840016,50171639,,,
Central Europe and the Baltics,01-01-1964,64.591951607,,737290,,,,,,,,,,128.464776411,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.504625094,8.505739901,69.170226990,94715795,50000758,,,
Central Europe and the Baltics,01-01-1965,64.402940538,,737280,,,,,,,,,,129.450124783,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.936753597,8.679034380,69.323459591,95440988,49742764,,,
Central Europe and the Baltics,01-01-1966,64.441792016,,737270,,,,,,,,,,130.408583016,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.563001189,8.513068740,69.823455367,96146336,49510175,,,
Central Europe and the Baltics,01-01-1967,64.338225321,,737260,,,,,,,,,,131.626929441,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.940059686,9.021372137,69.324274476,97043270,49426266,,,
Central Europe and the Baltics,01-01-1968,64.473380807,,737250,,,,,,,,,,132.769104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.019303620,9.197538657,69.555109562,97884022,49295856,,,
Central Europe and the Baltics,01-01-1969,64.340454391,,737250,,,,,,,,,,133.749243811,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.451755054,9.711485153,69.054739258,98606630,49091160,,,
Central Europe and the Baltics,01-01-1970,64.236883511,,737240,,,,,,,,,,134.467131463,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.096590186,9.625411692,69.330415208,99134548,48793751,,,
Central Europe and the Baltics,01-01-1971,64.168576971,,737230,,,,,,,2088.953932085,,,135.148132876,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.007328644,9.855959522,69.501481137,99635258,48396177,,,
Central Europe and the Baltics,01-01-1972,63.999023371,,737230,,,,,,,2243.537337691,,,136.127342892,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.023717420,9.527539267,69.960634158,100357161,48024446,,,
Central Europe and the Baltics,01-01-1973,63.815905484,,737230,,,,,,,2389.988868417,,,137.152150618,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.350870726,9.822087675,70.100277452,101112680,47658493,,,
Central Europe and the Baltics,01-01-1974,63.760291903,,737230,,,,,,,2522.681551942,,,138.274237348,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.455475132,9.665406574,70.352086321,101939916,47314974,,,
Central Europe and the Baltics,01-01-1975,63.609728307,,737230,,,,,,,2683.047694575,,,139.523040299,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.443529578,9.973065878,70.175972671,102860571,47012972,,,
Central Europe and the Baltics,01-01-1976,63.901737632,,737210,,,,,,,2848.027630227,,,140.768665645,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.448877612,10.073558682,70.320589866,103776068,46707268,,,
Central Europe and the Baltics,01-01-1977,63.826266243,,737220,,,,,,,2984.659291825,,,141.907278696,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.132886117,10.172375768,70.245973064,104616884,46339977,,,
Central Europe and the Baltics,01-01-1978,63.731806899,,737230,,,,,,,3124.946032492,,,142.871826974,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.807763242,10.436020144,70.144665762,105329397,45887515,,,
Central Europe and the Baltics,01-01-1979,63.582842725,,737180,,,,,,,3161.268299322,,,143.721500855,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.725439149,10.374817310,70.247761093,105948616,45447656,,,
Central Europe and the Baltics,01-01-1980,63.457547106,,737170,,8.871311698,,,,,3307.321824627,,,144.527471275,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.180091619,10.939840380,69.888984624,106541316,45060451,,,
Central Europe and the Baltics,01-01-1981,63.267133322,,737160,,9.899345747,,,,,3279.077795164,,,145.327190841,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.558396701,10.551259708,70.372050178,107129392,44818701,,,
Central Europe and the Baltics,01-01-1982,63.240860069,,737150,,9.497466653,,,,,3320.051852344,,,146.144448213,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.256524981,10.602249218,70.455473319,107730380,44644943,,,
Central Europe and the Baltics,01-01-1983,63.228152047,,737140,,10.003823630,,,,,3436.825560771,,,146.916239792,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.082452858,10.949299388,70.389785169,108297837,44450473,,,
Central Europe and the Baltics,01-01-1984,63.294625173,,737140,,10.537117670,,,,,3562.911068087,,,147.649120927,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.005408943,11.029239071,70.349114856,108838073,44239869,,,
Central Europe and the Baltics,01-01-1985,63.274276257,,737140,,9.915233178,,,,,3646.653521042,,,148.327705728,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.779058396,11.297376285,70.312883466,109338285,44012261,,,
Central Europe and the Baltics,01-01-1986,63.225438858,,737140,,7.847187121,,,,,3762.245099864,,,148.986849174,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.431044300,11.042729458,70.565136040,109824166,43785677,,,
Central Europe and the Baltics,01-01-1987,63.270206474,,737140,,4.691049110,,,,,3867.978456650,,,149.627513091,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.046032570,11.104473641,70.611763331,110296425,43556426,,,
Central Europe and the Baltics,01-01-1988,63.201877552,,737130,,5.036481986,,,,,3934.078456141,,,150.159049286,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.770034925,10.968745417,70.861708225,110686740,43287672,,,
Central Europe and the Baltics,01-01-1989,62.782894558,,736140,,5.189218774,,,,,3948.025174875,,,150.517075556,,,,,,,,,,,,,,,,4.658298130,,,,,,,,,,,,14.245510047,11.048832695,70.731972260,110801640,43009719,,,
Central Europe and the Baltics,01-01-1990,62.753008939,27.703833510,736140,,7.112896102,,,100,4.134185354,3744.051730235,991246.4,1241992.21012,150.437590676,,,,,,,,,,,,,,0,,3.406972928,255342985523.694,,,,,,,,,,,13.548627211,11.175143347,70.656331337,110743128,42755874,,,
Central Europe and the Baltics,01-01-1991,62.712393888,27.744145331,736250,,8.486608186,,,100,4.786193355,3469.592190573,916298.1,1144843.45314,150.043418676,118.527578906,,,,,,,,,,,,,0.002122688,,2.740756476,242589999851.319,,,,,,,,,,,13.011285691,11.414637571,70.575221303,110469467,42416617,,,
Central Europe and the Baltics,01-01-1992,57.252114900,31.515461971,979597,,11.098113959,,,100,5.377440568,3217.340132481,850698.7,1066113.22169,112.404850158,150.615831957,,,,,,,,,,,,,0.023497184,,2.565342197,260007192125.902,,,,,,,,,,,12.277059683,11.421632974,70.732837131,110111454,42179934,,,
Central Europe and the Baltics,01-01-1993,56.550616902,32.096016406,1104957,,13.163846207,,,100,7.206592975,3148.027473602,826253.11,1032400.9929,99.589327005,72.878791387,,,,,,,,,,,,,0.140449541,,2.350505329,274155699209.854,,,,,,,,,,,11.818651209,11.484426733,70.845986615,110041924,42184309,,,
Central Europe and the Baltics,01-01-1994,56.238557765,32.147962864,1105007,,13.962885832,,,100,7.529610060,3172.222718387,805509.9,1004586.30676,99.566422656,35.924705393,,,,,20.885785400,36.112286556,,,,,,,0.367720970,,2.280129841,310993103188.365,,,,,,,,,,,11.326632863,11.433737368,70.869543945,110021594,42207856,,,
