GDP_per_capita,country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
45995.547878947,Iceland,01-01-2012,18.675311721,0.459511222,100250,1940,42.282632215,1.878031492,0.162292287,100,77.71,53202.833659686,1859.9,3032.881879,3.199162095,5.185899888,4.721014030,2.766005438,,152.739624546,21.503307077,37.069071422,1.483144403,0.219052508,,,,,96.20979955,3.39,,14751508133.5443,1.245032072,0.224335819,1.677973390,0.158291876,1.113124132,0.244670063,7.582230091,6.53846216,12.7,26.8,14.1,6.1,82.917073171,320716,20526,1.442950368,0.143659219,0.311546376
49804.982997837,Iceland,01-01-2013,18.675311721,0.466473815,100250,1940,42.331670546,1.904773474,0.165654659,100,76.62,54799.174707503,2031.8,3200.271996,3.229566085,3.872279237,5.901739895,1.96,1.692379951,140.954580207,21.656785501,34.659803526,1.483489275,0.216085732,,,,,96.5468,,,16125060515.3117,1.287133694,0.229172841,1.653921008,0.159780189,1.132940769,0.242025092,7.448689938,6.55948114,13,25.4,13.4,6.7,82.060975610,323764,20614,1.439568877,0.139909461,0.308618638
54576.744814656,Iceland,01-01-2014,18.675311721,0.473436409,100250,1940,41.505259044,1.823832870,0.158715516,100,76.95,53832.479091959,2047.5,3260.884932,3.265695761,2.044614815,3.457644457,1.7175,1.936159968,135.796521914,24.491959982,34.334243558,1.485975742,0.228570014,,,,,98.16,3.391863,,17867662177.8911,1.246974587,0.195739418,1.704725385,0.173136190,1.212894320,0.246075705,7.641409874,6.62376833,11.2,27.8,13.4,6.3,82.860975610,327386,20733,1.357352972,0.153894648,0.305209778
52951.681511090,Iceland,01-01-2015,18.673316708,0.480399002,100250,1940,40.978151008,1.898147464,0.156238124,100,77.76,,2057.5,3310.731627,3.299900249,1.633055582,1.466679258,1.685,2.181319952,117.370839587,22.689444118,32.210644693,1.461544871,0.227968276,,,,,98.2,,,17517210519.0912,1.298480988,0.199955016,1.633995533,0.166830629,1.260977149,0.237419397,7.457970142,6.52118731,12.5,26.8,12.5,6.6,82.468292683,330815,20841,1.376521587,0.152697936,0.906181517
61987.926362028,Iceland,01-01-2016,18.673316708,0.485386534,100250,1940,41.351523980,1.903914332,0.164055124,100,80.77,,1633,2843.253099,3.346024938,1.696927620,5.843688141,1.9575,2.110110044,103.362423153,37.612849787,35.488756585,1.350600719,0.219070241,,,,69.471666667,98.2400163,3.345605,,20793168030.9524,1.346588731,0.207869694,1.483637214,0.184593827,1.265838504,0.249921858,7.432199955,6.59988403,12.2,27.2,12,6.9,82.204878049,335439,21015,1.356110215,0.149974331,0.297907646
72010.149031626,Iceland,01-01-2017,18.673316708,0.492568579,100250,1940,40.649328892,1.794471025,0.146322146,100,80.68,,1671,2896.350838,3.425436409,1.760415592,6.260183009,2.276666667,2.084130049,90.444486902,23.923213202,31.450254662,1.413279653,0.221605092,0.74,,,71.729583333,98.25520119,,,24728285177.4603,1.337684989,0.214783162,1.570016980,0.173776850,1.422818780,0.242883191,7.583859921,6.76293516,12.8,26.1,11.9,6.5,82.660975610,343400,21384,1.379186034,0.151449949,0.873026959
48663.600443925,Ireland,01-01-2010,66.308607926,10.456960372,68890,1118,88.481452835,1.681157708,0.174142480,100,5.29,5927.868679902,40347.7,64973.31016,66.194730730,-0.922095829,,,1.594769955,82.491696078,21.839986589,62.359735770,1.344303727,0.227385253,0.766302526,,,,69.85,3.89,0.574760722,221913560882.367,1.020165324,0.239330947,1.760813236,0.157016754,1.618432999,0.235530734,,8.01833725,27.3,32.3,16.5,6.1,80.743902439,4560155,1753744,1.324431658,0.146318108,1.215581097
52219.705732758,Ireland,01-01-2011,66.119901292,10.556510379,68890,1118,91.954419404,1.556076646,0.169290438,100,6.96,5657.538158689,36488.1,61002.32595,66.484018000,2.557188832,,,1.552620053,111.570878097,21.842518979,44.805671559,1.450152040,0.222375244,,,,,74.88997297,,0.544777356,239170638711.314,0.948998928,0.241997883,1.746468544,0.146322981,1.594802141,0.232159287,,7.64333248,29.4,32.9,16.2,6.2,80.746341463,4580084,1752249,1.305360556,0.143202469,0.924193877
48943.820645956,Ireland,01-01-2012,65.800551604,10.656060386,68890,1118,96.180597915,1.455700159,0.161961645,100,6.9,5651.008482818,37009.5,62444.78301,66.766337640,1.696208973,,,1.556750059,130.016537068,22.519822110,40.305161305,1.539069533,0.219052508,,,,,76.91999254,3.52,0.512995960,225118718207.156,0.941072702,0.224335819,1.727203608,0.156225532,1.563885331,0.244670063,,7.62500095,30.1,33.2,15.6,6.3,80.846341463,4599533,1750490,1.322521329,0.141112119,1.139214161
51496.961685066,Ireland,01-01-2013,64.987661489,10.755610393,68890,1118,98.075306179,1.646097541,0.151783973,100,7.71,5698.756178879,35688.2,61588.71639,67.118827116,0.508714869,,,1.567579985,131.908510435,22.931262638,38.389873830,1.504588962,0.201958790,,,,,78.2477,,0.501845593,238112475390.796,0.901075721,0.229172841,1.709155440,0.157516643,1.574061632,0.242025092,,7.27710915,29.9,33.5,14.9,6.4,80.948780488,4623816,1750530,1.311735153,0.139909461,1.111393923
55752.764983813,Ireland,01-01-2014,64.827986645,10.855160401,68890,1118,104.809904959,1.692481041,0.144893602,100,8.78,5672.064134108,35556.5,61932.73433,67.611264334,0.182542317,,,1.520980000,120.970046556,23.075000058,35.307826665,1.599491477,0.211063221,,,,,83.49172234,3.868014,0.460824186,259681883575.706,1.052991152,0.195739418,1.760694742,0.170547590,1.758731842,0.246075705,,6.77773857,27.7,31.9,14.4,6.3,81.348780488,4657740,1754105,1.317528605,0.153894648,
62179.264266295,Ireland,01-01-2015,64.305414429,10.954710408,68890,1118,105.473200960,1.673846483,0.141782150,100,9.52,,37087.2,63761.73336,68.253113659,-0.289879079,,,1.182119966,88.378733194,18.732390589,27.503203788,1.521470070,0.213573903,,,,,83.49479167,,0.341856403,292364226871.756,0.895332575,0.199955016,1.728686571,0.164833233,1.808115005,0.237419397,,5.26927996,26.2,31.8,13.9,6.4,81.453658537,4701957,1761447,1.334692955,0.152697936,0.664414801
62784.065687569,Ireland,01-01-2016,64.755407171,11.066192481,68890,1118,123.670837561,1.649328828,0.148961514,100,8.61,,39009.8,66671.39759,69.027943098,0.008306338,,,1.175070047,85.484525637,19.078526101,26.375795422,1.329807997,0.208868816,,,,83.930416667,83.5,3.794886,0.335189531,298559265006.398,0.833849669,0.207869694,1.466296315,0.180116922,1.729347944,0.249921858,,5.414505,24.4,32.8,13.4,6.4,81.653658537,4755335,1771980,1.291035175,0.149974331,0.720982445
70150.737015797,Ireland,01-01-2017,65.161852228,11.177529395,68890,1118,122.949121731,1.529177547,0.134509817,100,10.11,,37729.1,65833.87287,69.783538975,0.340531561,,,1.251870036,76.451376007,18.202537033,24.584130144,1.266859531,0.208749488,0.806,,,85.649583333,84.11400706,,0.306820974,337241811320.896,0.993408680,0.214783162,1.379863262,0.169210330,1.574940324,0.242883191,,5.21533012,22.7,31.4,12.9,6.3,82.156097561,4807388,1781281,1.294563532,0.151449949,0.817292484
79446.939108547,Ireland,01-01-2018,65.553781391,11.235592974,68890,1118,119.659920180,1.534681678,0.147430331,100,10.83,,37473.6,63536.40425,70.653447525,0.488370168,,,1.167199969,74.998160129,18.040388947,23.653699881,1.378235579,0.209096208,0.813675344,,,86.2975,87.00014011,3.51,0.287173967,386693357874.056,1.011168242,0.212974012,1.412387013,0.162048429,1.619364977,0.243935689,3.386759996,5.09988594,21.1,30.6,12.5,6.4,82.204878049,4867316,1792632,1.295465827,0.154611319,0.806700663
80848.301902049,Ireland,01-01-2019,65.669908550,11.293656554,68890,1118,145.220950173,1.458833456,0.159673929,100,12.33,,35812.2,61602.32693,71.626360865,0.939044481,,,1.225270033,69.603720800,17.713008199,22.507154096,1.257655025,0.216184705,,24,,87.0375,87.00005524,,0.278633921,398933010007.356,0.959303260,0.228971392,1.347805619,0.165306345,1.590879560,0.243687198,,4.98021936,20.6,30.8,12,6.3,82.702439024,4934340,1805722,1.303199172,0.145136476,0.653592235
85973.08848755,Ireland,01-01-2020,65.495717811,11.351720134,68890,1118,155.835855681,1.535135031,0.167104587,100,13.69,,33742.2,59497.73471,72.367281173,-0.334584625,,,1.232519984,71.278148141,16.200074090,25.629111050,1.435749292,0.231866837,0.792599022,,15.4,88.704583333,91.99989097,,0.269287013,428608687830.239,0.965446055,0.231230170,1.456939459,0.159256980,1.467447162,0.260185421,3.271859884,5.597785,20.8,29.2,11.2,6.5,82.556097561,4985382,1812037,1.389508367,0.114875972,0.667189770
36035.644995069,Italy,01-01-2010,48.450889023,30.529220406,295718,832,10.045363011,0.283443719,0.150837183,100,12.79,5493.711036701,405272.3,482672.1703,200.452515572,1.525516021,3.579685793,2.898333333,1.217970014,,23.680622988,42.752113631,0.467300355,0.218765646,0.750265837,,,,53.68,3.64,1.500494576,2136099955236.67,0.473923683,0.239330947,0.454773188,0.150418818,0.894350588,0.235530734,4.334119797,6.99493837,25,34.7,9.5,9.9,82.036585366,59277417,18774936,0.962826371,0.121213853,0.884283409
38649.639483679,Italy,01-01-2011,46.843952685,30.711177541,295718,832,10.084173817,0.299565822,0.142958835,100,11.9,5514.803614968,396687.4,472079.5591,200.797546987,2.780632729,2.944663726,1.813333333,1.201550007,,23.647589291,41.889890547,0.403479129,0.214328021,,,,,54.3899983,,1.475956597,2294994296589.5,0.501207411,0.238522351,0.483442843,0.138188899,0.713232815,0.218365118,4.115680218,6.7571559,28.1,35.1,9.2,10,82.187804878,59379449,18737779,0.911823928,0.118781805,0.919602249
35051.521269770,Italy,01-01-2012,46.425986920,30.893134676,295718,832,10.478903625,0.172010645,0.135013193,100,14.39,5397.741477340,376747.2,453884.9483,201.339509262,3.041363332,3.619198647,3.3275,1.262189984,,24.946829786,43.612965535,0.447511166,0.210567564,,,,,55.82999799,3.67,1.426924889,2086957656821.6,0.508217514,0.219665527,0.425940156,0.145828128,0.744578302,0.225645676,4.056019783,6.66466093,29.9,35.2,9,10.3,82.239024390,59539717,18645458,0.916809261,0.119458638,0.880542812
35560.081406229,Italy,01-01-2013,46.091208516,31.075091810,295718,832,10.442941944,0.071097754,0.135738179,100,16.32,5159.183655038,346458.3,421945.3474,203.687120838,1.219993423,3.951211997,4.288916667,1.301069975,,25.138903934,43.710645281,0.533100903,0.201958790,,,,,58.4593,,1.399021287,2141924094298.56,0.495499194,0.225787356,0.436367184,0.147432134,0.778938115,0.222408786,4.143670082,6.64814234,28.5,34.9,8.5,10,82.690243902,60233948,18685173,0.954217374,0.117671177,0.832330233
35565.721377150,Italy,01-01-2014,44.508619698,31.257048945,295718,832,10.713751722,0.005989762,0.130695611,100,17.13,5002.406679877,327498,402289.1041,205.564558126,0.241047430,3.917647828,4.442566667,1.338400006,,24.841072195,43.645112196,0.473634362,0.211063221,,,,,55.63846022,3.691076,1.282969654,2162009615996.54,0.458165407,0.192247406,0.422377765,0.161937550,0.638065696,0.228099748,4.061279774,6.68862152,28.3,34.7,8.3,9.8,83.090243902,60789140,18679287,0.999287128,0.140035927,0.787430403
30242.386135218,Italy,01-01-2015,43.774812490,31.439006080,295718,832,10.962368368,0.027108585,0.131604761,100,16.57,,337862.1,413893.0962,205.366538391,0.038790400,3.167866234,4.080583333,1.338500023,,24.739527171,43.617290551,0.491357654,0.213573903,,,,,58.14173496,,1.208228253,1836637711060.55,0.363257200,0.196433380,0.288587987,0.157468289,0.712536931,0.218712881,4.073629856,6.59266424,28.7,35.4,8,10.7,82.543902439,60730582,18483353,1.034789920,0.142727703,0.778644152
30960.731508890,Italy,01-01-2016,43.325059685,31.620969978,295718,832,10.994343017,0.082234927,0.135750815,100,16.09,,333344.8,409370.5756,205.017949533,-0.094016657,2.335325877,3.663666667,1.366420031,,25.070309546,43.271949045,0.545390427,0.208868816,,,,90.290833333,61.32425277,3.755414,1.334835252,1877071687633.78,0.355933428,0.203295976,0.367524952,0.168872342,0.697884500,0.227201536,3.815789938,6.49173594,30,35.2,7.8,10.1,83.243902439,60627498,18276159,1.034978390,0.140228122,0.672004707
32406.720315013,Italy,01-01-2017,43.374329598,31.802933876,295718,832,11.703948558,0.175745785,0.124809504,100,16.43,,329193.3,404050.901,204.710937447,1.226533166,2.258088639,3.336666667,1.370129943,,24.683679444,42.908216595,0.492247939,0.208749488,0.769,,,90.137083333,63.077347,,1.357370481,1961796197354.36,0.292909652,0.209813088,0.319811523,0.158714339,0.691159725,0.220789850,4.044939995,6.39856386,28.9,35.9,7.6,10.7,82.946341463,60536709,18073840,0.990614295,0.120665617,0.626624557
34622.169666474,Italy,01-01-2018,41.948748470,31.984897774,295718,832,11.938454873,0.215928152,0.134504512,100,17.08,,324884.2,399052.2971,204.322225904,1.137487636,1.594833030,2.56,1.424430013,,24.238180702,42.546671791,0.409032583,0.209096208,0.752880394,,,90.184583333,74.38718292,3.74,1.359291011,2091932426266.98,0.326139510,0.208318025,0.240896881,0.152301222,0.715148270,0.222046480,4.256140232,6.41253042,27.3,35.2,7.3,10.5,83.346341463,60421760,17861881,0.963564575,0.122449711,0.599558176
33673.750962742,Italy,01-01-2019,44.369995638,32.166970448,295717,832,12.188218612,0.234261185,0.143416926,100,17.27,,317223,390001.3633,201.980545589,0.611246944,1.648917140,2.65975,1.461590052,,24.576704904,42.284119570,0.451061338,0.216184705,,58,32.7,89.865833333,67.85071029,,1.311509625,2011302198827.45,0.381040454,0.223971575,0.273004681,0.155165970,0.942923725,0.220609844,4.095270157,6.38360453,25.6,34.6,7,10.6,83.497560976,59729081,17479118,0.905116975,0.121885106,0.530739956
11420.994003284,Latvia,01-01-2010,29.006701271,54.190624648,62227,667,26.525843245,0.203808978,0.139962509,99.752883911,33.07,3229.951062070,8518.1,12854.22932,33.708117055,-1.084635950,,,0.605710030,,19.657812330,55.315115301,0.722773254,0.224951923,0.676458120,,,,68.42,3.25,1.083592529,23956163076.5575,0.527854025,0.243547097,0.758604050,0.139283538,0.928532481,0.182336196,5.038819790,3.66973138,38.2,35,9.4,14.3,73.482926829,2097555,674553,0.794243872,0.134346157,
13338.962235085,Latvia,01-01-2011,29.183473412,54.252719880,62227,667,27.619426241,0.279343724,0.139990911,99.802780151,35.54,3264.053320153,7897.3,12213.05601,33.099924470,4.370735599,,,0.715619981,,20.599108745,48.860340548,0.689273953,0.219890609,,,,,69.74995456,,1.071148117,27474380566.265,0.320002139,0.244249582,0.740168810,0.134493709,0.954886913,0.180338115,5.071619987,3.63459969,40.1,35.8,9.1,13.9,73.575609756,2059709,661805,0.736775279,0.134817421,
13847.337939319,Latvia,01-01-2012,29.585228277,54.314815112,62227,667,26.837872238,0.238223135,0.138438746,100,40.37,3587.932865986,7570.7,12012.26721,32.691902229,2.257789244,,,0.663070023,,21.075770174,44.354090334,0.828348100,0.217696220,,,,,73.11994377,2.78,0.907662243,28169902669.3784,0.453626722,0.226807356,0.779922068,0.137472510,1.010626793,0.199377224,6.582709789,3.26510525,36.2,35.2,9.8,14.3,73.778048780,2034319,653077,0.775515556,0.131972834,3.408588474
15007.491856172,Latvia,01-01-2013,30.163755283,54.376910344,62227,667,26.405803067,0.321524471,0.138946325,100,39.6,3472.541384555,7452.4,11940.18079,32.343628971,-0.029454778,,,0.613210022,,21.748807167,43.901877626,0.879969239,0.205852792,,,11.7,,75.2344,,0.938941958,30204783461.8488,0.593635261,0.229172841,0.762004912,0.137031347,1.037102938,0.192688033,6.996970177,3.24601078,35.1,35.5,10.2,14.3,73.982926829,2012647,645557,0.770423412,0.128728852,2.461251896
15742.391338191,Latvia,01-01-2014,30.083404310,54.439005576,62227,667,26.491665583,0.410171539,0.137745261,100,40.24,3507.404520655,7282.3,11884.57289,32.040464750,0.620490637,,,0.689080000,,22.048271853,44.687010946,0.951694787,0.219895840,,,,,75.83,3.402789,0.943460036,31386896487.0407,0.487268358,0.195739418,0.870828807,0.143826187,1.166745305,0.200207934,5.281229973,3.26013923,32.7,35.1,10.9,14.3,74.124390244,1993782,638967,0.849458039,0.138244689,3.182434552
13786.456795311,Latvia,01-01-2015,30.284281743,54.501100808,62227,667,27.390136742,0.434383959,0.135558754,100,38.1,,7315.9,11928.83139,31.779243737,0.174242244,,,0.619400024,,22.388436123,43.571403965,1.054248810,0.218860999,,,,,79.20058292,,1.037354277,27263090547.0617,0.436310410,0.199955016,0.766348302,0.143060878,1.074820042,0.196416557,5.282519817,3.31676984,30.9,34.2,11.1,14.4,74.480487805,1977527,633204,0.846551239,0.137359634,3.363530643
14331.751588505,Latvia,01-01-2016,31.031545792,54.563292461,62227,667,28.042170687,0.396033019,0.141942456,100,38.48,,7145.3,11764.31672,31.490140936,0.140633335,,,0.435140014,,23.503897813,42.653535970,0.966515303,0.208946407,,,,83.882083333,79.84209778,3.327107,1.450062283,28083597512.4841,0.467219561,0.207869694,0.928149939,0.164932802,1.068692565,0.200808108,4.657499790,3.42512989,28.5,34.3,11.2,14.6,74.580487805,1959537,626640,0.842557549,0.132498115,3.496368844
15695.115154106,Latvia,01-01-2017,31.063686181,54.625484115,62227,667,28.668882604,0.501099586,0.128643513,100,42.6,,7116.7,11701.90069,31.212303341,2.930363124,,,0.511039972,,23.479512795,42.894752184,0.865767598,0.211273745,0.724,,,84.339583333,80.114077,,1.593511340,30483806017.8318,0.452953696,0.214783162,0.900340319,0.154017642,1.144571304,0.212539986,4.366710186,3.41016722,28.2,35.6,10.7,14.8,74.629268293,1942248,620063,0.797457397,0.133379459,4.143513930
17865.031094764,Latvia,01-01-2018,31.144037154,54.687675768,62227,667,28.616908963,0.297805101,0.140448824,100,40.97,,7785.2,12237.61476,30.970061227,2.534454242,,,0.638689995,,22.826737182,42.616221013,1.000428557,0.210913703,0.738353431,,,83.999166667,83.57717486,2.81,2.061498090,34429023435.0211,0.395304829,0.212974012,0.923249125,0.147012040,1.134443521,0.212593690,4.243569851,3.69562984,28.4,35.1,10,15,74.782926829,1927174,613959,0.792103887,0.138920978,4.339671234
17883.349411322,Latvia,01-01-2019,31.497581436,54.749867421,62227,667,28.575593742,0.480807155,0.153676525,100,41.48,,7569.1,12086.47033,30.755491989,2.811409201,,,0.636269987,,21.339226644,44.031618416,1.065833807,0.218168780,,19,18.1,83.719166667,86.13545644,,2.014430559,34225547537.0745,0.426793516,0.228971392,0.979363859,0.149469346,1.182479143,0.211607635,4.420549870,3.96306682,27.3,34.5,9.8,14.5,75.387804878,1913822,608174,0.855667293,0.131176546,3.391501055
18096.202707339,Latvia,01-01-2020,31.640687771,54.809416680,62230,667,25.759550807,0.693269372,0.149983510,100,43.75,,6928.3,11436.59559,30.539112968,0.219064905,,,0.729910016,,22.035801281,49.536066669,0.838279903,0.220126405,0.706581414,,,83.739166667,88.89796078,,2.148937192,34390910338.9604,0.462128848,0.231230170,0.922364891,0.143190295,1.180404305,0.226835579,4.821040154,4.7241993,26,35.7,9.2,15.2,75.185365854,1900449,602157,0.869215667,0.106953040,3.689935753
11987.508411647,Lithuania,01-01-2010,44.232947746,34.623055445,62675,656,19.834225540,0.372421801,0.134063050,99.718772888,21.46,3470.785030230,12603,21316.66855,49.418141205,1.319213621,,,0.783299983,41.226117741,15.964973466,39.531893480,0.738227606,0.215913206,0.688390017,,,,62.12,3.13,0.878659092,37128694028.243,0.715260625,0.239330947,0.776326060,0.133944958,0.960122764,0.177897826,5.297860146,4.8445034,34,33.6,9.9,13.6,73.268292683,3097282,1029629,0.915654838,0.131527916,6.976703068
14376.947864393,Lithuania,01-01-2011,44.769760985,34.677856847,62674,656,21.599124658,0.319815338,0.133475199,99.721565247,22.74,3529.918777854,11845.6,20784.51278,48.315330121,4.130275626,,,0.902689993,41.053855828,15.482376951,39.519694118,0.698798895,0.211232007,,,,,63.6399774,,0.790700848,43535051482.3869,0.671200335,0.241997883,0.768031180,0.129776716,0.926461577,0.174039885,5.113430023,4.56299257,33.1,32.5,10,13.6,73.563414634,3028115,1007121,0.860525906,0.134471998,6.806896257
14367.709424872,Lithuania,01-01-2012,45.348948527,34.732105817,62674,656,24.319994279,0.386670023,0.131489560,100,23.92,3607.703798113,11925.8,20704.41837,47.671650126,3.089982771,,,0.893040001,47.198608399,15.529960150,33.882576389,0.826729953,0.208503187,,,,,67.22998933,2.95,0.765265810,42927454291.478,0.786209881,0.224335819,0.844753981,0.133539438,1.117751122,0.191134721,4.758029938,4.18076372,32.5,35.1,10.2,13.7,73.863414634,2987773,990028,0.929509640,0.131607160,6.594107545
15729.652466651,Lithuania,01-01-2013,46.133226964,34.785799761,62675,656,26.782663706,0.419104278,0.138946325,100,26.34,3663.671197344,11331.1,19812.43774,47.190889509,1.047479371,,,0.948719978,44.835915516,15.601214639,33.067322429,0.826586425,0.205852792,,,39.2,,68.4529,,0.762907482,46523420074.4372,0.964532316,0.229172841,0.829977274,0.137031347,1.147009254,0.192688033,4.602330208,4.01803207,30.8,35.3,10.1,14,73.914634146,2957689,976451,0.940019667,0.128728852,6.538560417
16551.018202078,Lithuania,01-01-2014,47.125299282,34.853950519,62650,656,27.520700091,0.553784788,0.137745261,100,27.73,3821.145170437,10862.9,19359.6328,46.805538707,0.103758009,,,1.030110002,48.332010299,15.836337850,32.660261957,0.977891862,0.219895840,,,,,72.13,3.178416,0.879596258,48533659592.1728,0.742136419,0.195739418,0.937443316,0.143826187,1.188768387,0.200207934,4.486579895,4.12314367,27.3,37.7,10.4,13.7,74.517073171,2932367,964514,0.961615205,0.138244689,5.308976595
14263.964577349,Lithuania,01-01-2015,47.979249800,34.908220271,62650,656,27.576118663,0.583111227,0.135558754,100,28.96,,11067.4,19619.97824,46.367278532,-0.884097406,,,1.043409944,49.645691453,16.694862685,32.764654713,1.151375175,0.218860999,,,,,71.37805901,,1.137748174,41435533340.3883,0.749750257,0.199955016,0.978192210,0.143060878,1.263809323,0.196416557,4.227190018,4.28938293,29.3,37.4,10.8,14.4,74.321951220,2904910,951939,0.973927557,0.137359634,5.803430063
15008.313244553,Lithuania,01-01-2016,47.155263242,34.960569586,62642,656,29.458811835,0.676848352,0.141942456,100,31.47,,11203.1,19644.71503,45.787666422,0.905525075,,,0.842410028,47.741694224,16.931597752,32.630000076,1.033792496,0.208946407,,,,78.569166667,74.37664556,3.631688,1.477505872,43047309305.7363,0.814721227,0.207869694,0.997327030,0.164932802,1.124584794,0.200808108,4.004310131,4.36463356,30.1,38.4,10.7,14.3,74.670731707,2868231,936019,1.000034928,0.132498115,5.215304293
16885.407394837,Lithuania,01-01-2017,46.859085902,35.056911607,62641,656,32.436582816,0.518894792,0.128643513,100,33.78,,11222.2,19565.53059,45.152583771,3.722888623,,,0.896260023,44.980857713,16.650647052,31.067363823,0.929522395,0.211273745,0.712,,,78.650833333,77.61525651,,1.712070468,47758736931.7801,0.765564740,0.214783162,0.961101294,0.154017642,1.145986915,0.212539986,3.812200069,4.21900225,29.6,37.3,10.1,14.2,75.480487805,2828403,918778,0.986520112,0.133379459,3.442992649
19186.359591641,Lithuania,01-01-2018,47.054127415,35.095002395,62630,656,34.391416661,0.466333061,0.140448824,100,33.73,,11652.5,19652.27895,44.731646176,2.697927792,,,0.936619997,38.989853637,16.783906555,32.068517028,1.031653762,0.210913703,0.726695240,,,85.43875,79.72258277,3.02,1.966374947,53751411409.4447,0.729063928,0.212974012,0.923340857,0.147012040,1.093714833,0.212593690,3.892899990,4.30956507,28.3,35.7,10,14.1,75.680487805,2801543,905487,0.901689649,0.138920978,3.198745535
19615.549145017,Lithuania,01-01-2019,47.508783136,35.132545513,62620,656,38.333870250,0.666612506,0.153676525,100,33.54,,11735.8,19779.96072,44.620520600,2.334509380,,,0.993529975,42.603386169,19.965926703,32.684945984,1.007766724,0.218168780,,11,14.8,84.93375,81.58186838,,1.997619057,54808531641.4117,0.770523190,0.228971392,0.986618876,0.149469346,1.146624088,0.211607635,3.967570066,4.55533361,26.3,35.3,9.8,13.7,76.282926829,2794137,898175,0.994766891,0.131176546,3.299307181
20381.855782748,Lithuania,01-01-2020,46.994570425,35.148514851,62620,656,33.725116980,0.778642654,0.149983510,100,31.7,,11693.8,19784.73208,44.632465666,1.199894450,,,1.133610010,53.314074348,19.980014506,39.236608010,1.015032411,0.220126405,0.706047952,,,86.41625,83.05554724,,2.069537186,56964942999.3651,0.921403408,0.231230170,0.950274825,0.143190295,1.080174565,0.226835579,4.512559891,5.17632532,24.8,36,9,15.6,74.978048780,2794885,893078,1.004444122,0.106953040,3.581221846
110885.991378721,Luxembourg,01-01-2010,50.899994562,34.453827210,2574.46,934,188.393937144,2.038584948,0.201939762,100,3.68,16829.962540906,11029.1,12034.51682,196.916246514,2.273679116,,,1.423730016,,23.817840438,37.587779462,1.716418028,0.238180131,0.700203478,,,,90.62,3.98,0.441009497,56213985987.4168,1.461218596,0.255335242,1.844100356,0.172366604,1.673909426,0.254995704,5.011902332,5.72467899,17.1,30.5,11.6,7.4,80.631707317,506953,58061,1.574835777,0.163703367,1.972116248
119025.057203467,Luxembourg,01-01-2011,50.989333686,34.453827210,2574.46,934,196.753821756,2.153153419,0.196325764,100,3.76,15586.084225432,10906.8,11901.70845,201.342029008,3.410683411,,,1.424530029,,23.987047854,37.758319713,1.742659092,0.232470527,,,,,90.02985856,,0.376775589,61696281326.2453,1.317426801,0.252362549,1.823530078,0.162708223,1.858983040,0.252882987,4.989581108,5.0190835,16.8,32.1,10.9,7.4,80.987804878,518347,57505,1.604539394,0.161986157,0.771893803
112584.676270958,Luxembourg,01-01-2012,51.047598331,34.453827210,2574.46,934,218.403424353,2.114363909,0.180626050,100,4.15,14703.943527214,10698,11672.88304,206.235870823,2.662841655,,,1.206640005,,24.427827154,38.617403367,1.663621902,0.229813829,,,,,91.94992374,3.82,0.358937252,59776383527.3602,1.331918836,0.232475996,1.791685104,0.168560967,1.759886026,0.253873140,3.878160000,4.4276371,18.4,34.3,11.3,7.3,81.392682927,530946,57082,1.649900675,0.157095239,0
120000.140729859,Luxembourg,01-01-2013,50.837845606,34.453827210,2574.46,934,230.937128090,2.115775108,0.184868261,100,5.71,14193.168433451,10173.3,11156.60756,211.057852909,1.734039635,,,1.233809948,,24.552266956,38.551524592,1.622911334,0.226528332,,,,,93.7765,,0.358492376,65203276466.9763,1.335248113,0.237678200,1.807661772,0.170155346,1.770977259,0.251534343,3.699390888,4.39057875,19,32,11.3,7,81.8,543360,56651,1.631096363,0.151881397,0.184139851
123678.702143275,Luxembourg,01-01-2014,50.880573013,34.453827210,2574.46,934,247.050476361,2.069382429,0.177785441,100,6.85,13914.678448876,9643.2,10634.67368,216.091529874,0.628543985,,,1.217000008,,24.745157113,37.737316302,1.648557186,0.241669208,,,,,94.67,3.946726,0.366856826,68804811897.6445,1.378323793,0.200023159,1.902147532,0.187135532,1.625041127,0.255490243,3.855690002,4.40729094,19,31.2,10.9,6.9,82.229268293,556319,56277,1.554711699,0.172793075,0.719334544
