country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,GDP per capita,year
Heavily indebted poor countries (HIPC),2019-01-01,40.5157679193606,27.2787227315942,19394812.404,,13.7183577972484,,,45.0546163791218,74.9448755678555,,235656.82,1255351.917661,42.0267447821198,2.74403831597447,,,,,,,,,,,,,20.459006388263,,1.13072816853952,802980678249.156,,,,,,,3.4834486246109,1.41531322123873,,,35.8352573797364,7.50258755200557,63.3380569471644,815100831.0,517175289.0,,,,985.1304865730852,2019
High income,2019-01-01,34.7415155594141,29.6750107424596,35444024.143,,16.7268700019526,,,99.9726380900981,12.9238802955532,,11869050.116716,14961014.958146,34.8919166461025,1.61076787290379,,,2.75928478582664,109.492924447521,15.2295285374026,27.2519722635416,,,,,,,88.2493515518063,,2.40270172696203,55313082529074.3,,,,,,,4.68173503875733,7.81610470726624,,,10.1050811362198,8.89593753517541,80.9842921361628,1236709936.0,234205534.0,,,2.2,44725.9950930598,2019
Honduras,2019-01-01,31.361158280454,57.0221646259719,111890.0,1976.0,21.5107650777425,-0.875686287879944,0.137477025389671,91.1,46.16,,10196.4,22120.91325,89.0055322191438,4.36587159819267,12.6888395551292,,0.0594800002872944,,,,-0.619096457958221,0.227077916264534,,133.0,,61.17625,39.38835219,,1.62394902602413,25089937021.5418,-0.569066166877747,0.229520440101624,-1.04142189025879,0.149061486124992,-0.495705455541611,0.185922056436539,5.93245983123779,2.87275672,,48.2,21.628,4.315,72.881,9958829.0,4209597.0,-0.571924388408661,0.122321605682373,41.1092508968675,2519.366184673098,2019
"Hong Kong SAR, China",2019-01-01,4.76190476190476,,1050.0,,50.3787763961885,1.65278232097626,0.153635293245316,100.0,0.23,,,,7150.38095238095,2.88320853773988,2.99790239572436,3.35916666666667,0.925570011138916,,,,1.70707488059998,0.228583186864853,,3.0,,,91.74340039,,,363074545072.389,-0.228379547595978,0.218270525336266,1.56552135944366,0.160716220736504,1.97553372383118,0.220609843730927,3.81017994880676,,,,7.0,6.5,85.1804878048781,7507900.0,0.0,0.128072425723076,0.141769647598267,0.320165568287547,48359.00119505973,2019
Hungary,2019-01-01,57.8347578347578,22.5122726276572,91260.0,589.0,31.8870699475491,0.0311542917042971,0.132180511951447,100.0,13.64,,47261.8,62093.73864,107.069263642341,3.33858635382008,-2.85593422125175,1.79349712124166,1.47291004657745,83.3671584163564,22.3640562554323,39.5429697416759,0.45059597492218,0.207311600446701,,52.0,13.1,84.8341666666667,80.37169361,,1.33550194403956,164020460331.659,0.761821568012238,0.223971575498581,0.498275101184845,0.13935686647892,0.592322170734406,0.195965901017189,4.22488021850586,4.30161667,18.9,30.0,9.5,13.3,76.3195121951219,9771141.0,2770705.0,0.342962503433228,0.113260477781296,0.654946166239357,16786.21363990746,2019
IBRD only,2019-01-01,35.8879743987881,33.9614408471923,70968327.9,,8.8815781471822,,,97.8735609216093,17.0820623512804,,21462940.42,29019041.794071,68.0997993049798,2.55754475703327,,,1.46967961417362,,11.1886692727963,,,,,,,,54.6886320189832,,1.83629789871817,31223142705198.9,,,,,,,3.91623997688293,2.95118782846461,,,14.9261324345481,7.05604976451684,74.1291154022738,4832928887.0,2140109843.0,,,,6460.501165077229,2019
IDA & IBRD total,2019-01-01,37.4242552515961,31.8167306722752,96057059.774,,9.02800100984356,,,88.6543981697349,22.4702662501304,,22406640.81,31969436.763977,68.2300532040018,2.64328192719563,,,1.44573717429688,,11.2077385079801,,,,,,,,47.467416536468,,1.80299351446754,33691655159953.4,,,,,,,3.60755932331085,2.81190141194353,,,19.2001973613647,7.23295882538198,71.5250955699875,6553978299.0,3217834258.0,,,,5140.641854901173,2019
IDA blend,2019-01-01,44.8624286553275,29.8289917379876,4384525.0,,8.96087137792205,,,74.0936249825621,61.3680567705299,,478944.6,1202652.354998,130.147126997793,2.20607305781525,,,,,,,,,,,,,32.1763396897933,,1.48762771842455,1070881784785.96,,,,,,,3.86801564693451,0.914311533082049,,,31.8704924083807,9.00252014542501,61.3315960546325,570633332.0,327132882.0,,,,1876.654805692213,2019
IDA only,2019-01-01,41.1150233418983,24.8861969519364,20704206.874,,12.4601524685438,,,57.0978623380197,66.0828976952488,,464755.79,1747742.614908,55.5643636581256,2.78261163657108,,,,,11.1968946095723,13.7692597403285,,,,,,,23.565050801717,,1.27004961392225,1397275344254.42,,,,,,,3.44067001342773,1.10802293589744,,,30.8708958182426,7.09841466844761,65.6417933972898,1150416080.0,750591533.0,,,,1214.582591938753,2019
IDA total,2019-01-01,41.7699226155794,25.750003357862,25088731.874,,10.8955853370152,,,62.7388623353688,63.8133381788879,,943700.39,2950394.969906,68.598501536204,2.7264303738882,,,,,,,,,,,,,26.5004819451927,,1.36498323621801,2468157129040.39,,,,,,,3.48568081855774,1.02155553555098,,,31.2023233350293,7.72974230217569,64.2126988843322,1721049412.0,1077724415.0,,,,1434.100097203014,2019
Iceland,2019-01-01,18.565903005058,0.502727362888029,100830.0,1940.0,36.0542391070329,1.67087435722351,0.17582967877388,100.0,81.57,,1638.2,2848.394617,3.5759496181692,3.01397179156053,2.38684774572715,2.55791666666667,2.34165000915527,90.1141894663873,21.9320134156456,31.0706971338718,1.48212385177612,0.231297746300697,,26.0,,78.0133333333333,99.50494117,,,24681343649.2952,1.61964797973633,0.228971391916275,1.72634088993073,0.170073017477989,1.36299002170563,0.243687197566032,7.60675001144409,7.05892563,,,12.3,6.3,83.1634146341463,360563.0,22157.0,1.30208480358124,0.145303979516029,0.277181452680275,68452.23622306006,2019
India,2019-01-01,60.2198133654425,24.1806275414622,2973190.0,1083.0,12.177175131264,-0.302205294370651,0.134906128048897,95.8859405517578,33.27,,2423951.4,3412419.303,465.194639427685,3.72950573539131,6.89487542597132,,0.659420013427734,,,,0.13084465265274,0.214501276612282,,62.0,,70.3670833333333,29.52351142,,2.54862217391745,2835606256616.03,-0.796840608119965,0.223971575498581,-0.06662368029356,0.155358329415321,-0.150565445423126,0.190103381872177,,0.98541063,,33.8,17.049,6.71,70.91,1383112050.0,906325664.0,0.268094271421433,0.123224832117558,2.92666092999238,2050.163800261902,2019
Indonesia,2019-01-01,34.1407996403765,49.3942964092507,1877519.0,2702.0,6.33756632949175,-0.473180323839188,0.134906128048897,98.85,19.77,1084.0,605290.6,1020913.716,143.584633764026,3.03058664969487,8.62940479031393,,0.271290004253387,33.7291556226381,9.75196180827865,14.4946887502633,0.138761013746262,0.214501276612282,,73.0,,72.2025,47.69064898,,0.728563743551525,1119099871350.2,-0.502156674861908,0.223971575498581,-0.346690058708191,0.155358329415321,0.0289513897150755,0.190103381872177,2.84207797050476,1.42156744,,37.6,16.91,7.539,70.518,269582878.0,118656904.0,0.131288319826126,0.123224832117558,,4151.227554407962,2019
"Iran, Islamic Rep.",2019-01-01,28.9604519568567,6.6215531587057,1622500.0,228.0,,-1.07132577896118,0.146467372775078,100.0,1.0,,625251.5,856657.5668,53.3523587057011,39.9073455697784,,,0.788290023803711,,,,-0.599489986896515,0.229168638586998,,127.0,,56.6883333333333,72.45090477,,2.00613630912015,283649531542.631,-1.71146535873413,0.229520440101624,-0.77079850435257,0.161568999290466,-1.44250011444092,0.196737840771675,3.25775003433228,2.94442177,,36.5,15.118,4.872,76.103,86564202.0,21302584.0,-1.38640606403351,0.124475114047527,,3276.753265080997,2019
Iraq,2019-01-01,21.5811926436443,1.90036118379833,434128.0,216.0,12.9186372671716,-1.38980269432068,0.167595699429512,99.9910278320313,1.04,,180687.6,285961.7366,95.7402425091217,-0.198965380023928,,,0.032660000026226,,1.34459361810327,27.6121352770907,-1.31065630912781,0.242900982499123,,172.0,,34.8016666666667,44.32634655,,3.27892893664877,233636097800.338,-2.6091480255127,0.234910249710083,-1.77115273475647,0.178268328309059,-1.09659099578857,0.228426590561867,,2.10135269,,,28.078,4.301,71.576,41563520.0,12187255.0,-0.964265942573547,0.128841519355774,,5621.1816949175145,2019
Ireland,2019-01-01,65.6699085498621,11.2936565539265,68890.0,1118.0,145.22095017326,1.45883345603943,0.159673929214478,100.0,12.33,,35812.2,61602.32693,71.6263608651473,0.939044481054393,,,1.22527003288269,69.6037207995459,17.7130081990219,22.507154096141,1.2576550245285,0.216184705495834,,24.0,,87.0375,87.00005524,,0.278633920598915,398933010007.356,0.959303259849548,0.228971391916275,1.34780561923981,0.165306344628334,1.59087955951691,0.243687197566032,,4.98021936,20.6,30.8,12.0,6.3,82.7024390243903,4934340.0,1805722.0,1.30319917201996,0.145136475563049,0.653592234834056,80848.30190204892,2019
Isle of Man,2019-01-01,70.7017543859649,6.07017543859649,570.0,,,,,100.0,1.9,,,,147.250877192982,,,,,,,,,,,,,,,,,7314966839.12782,,,,,,,,,,,8.888,10.09,80.737,83933.0,39671.0,,,,87152.45301761906,2019
Israel,2019-01-01,29.5009242144177,6.46950092421442,21640.0,435.0,22.3834782801624,0.774113774299622,0.174295529723167,100.0,4.49,,62796.3,87191.31386,418.391866913124,0.84978312826417,1.66648394864954,3.27143048944537,5.2156400680542,,22.1150005188149,35.1008952190861,1.2887442111969,0.228583186864853,,35.0,,78.1358333333333,86.78787762,,5.0528461529668,402470513619.148,-0.815560400485992,0.228971391916275,1.01208364963531,0.169509828090668,1.26991045475006,0.243687197566032,6.05673980712891,4.8316865,,38.3,20.1,5.1,82.8048780487805,9054000.0,678959.0,0.658837497234344,0.145136475563049,1.5334715897378,44452.232562309255,2019
Italy,2019-01-01,44.3699956377212,32.1669704480973,295717.0,832.0,12.1882186117546,0.234261184930801,0.143416926264763,100.0,17.27,,317223.0,390001.3633,201.980545589195,0.611246943765304,1.64891714021908,2.65975,1.461590051651,,24.5767049036025,42.2841195704112,0.451061338186264,0.216184705495834,,58.0,32.7,89.8658333333333,67.85071029,,1.31150962472626,2011302198827.45,0.381040453910828,0.223971575498581,0.273004680871964,0.15516597032547,0.942923724651337,0.220609843730927,4.09527015686035,6.38360453,25.6,34.6,7.0,10.6,83.4975609756098,59729081.0,17479118.0,0.905116975307465,0.121885105967522,0.530739955972358,33673.75096274209,2019
Jamaica,2019-01-01,38.5041551246537,54.7553093259464,10830.0,2051.0,44.2283202213113,-0.113833971321583,0.154567196965218,98.930305480957,9.2,,8394.3,10009.78586,259.812834718375,3.90510000865873,9.5131944649357,11.0900661011745,,92.2464484531468,27.4539417450804,25.7899378239332,0.589010059833527,0.236559182405472,,71.0,,54.6429166666667,70.84101697,,1.68152578167608,15830766570.7266,0.388235539197922,0.229520440101624,-0.310624003410339,0.159404516220093,0.084404744207859,0.203257471323013,5.16364002227783,3.97861576,,,11.994,7.477,71.767,2813773.0,1238482.0,0.613028824329376,0.12428280711174,47.622889266476,5626.170473142859,2019
Japan,2019-01-01,12.9355281207133,68.4087791495199,364500.0,1668.0,8.37991001619129,1.43116724491119,0.147890657186508,100.0,7.76,,1073645.3,1157544.668,347.415637860082,0.46877615938395,,,3.2182400226593,198.017084451493,,16.4238978704123,1.55019092559814,0.228583186864853,,30.0,,85.8091666666667,92.73039781,,0.99223146563367,5117993853016.51,1.01969504356384,0.223971575498581,1.49700272083282,0.158626571297646,1.31464898586273,0.220609843730927,3.15533995628357,9.04153156,,,7.0,11.2,84.3563414634146,126633000.0,10513072.0,0.929792582988739,0.135886549949646,0.25359388544281,40415.95676495471,2019
Jordan,2019-01-01,11.6730860193256,1.09804716534901,88794.0,111.0,28.6812039117638,0.0804249122738838,0.140074104070663,99.9,8.46,,23147.9,34899.00556,120.488805549925,0.761514047265601,7.75562004774149,,,79.3451909991455,14.8140646263886,26.2483780105706,0.0748955011367798,0.214501276612282,,75.0,2.8,62.0104166666667,70.08467395,,4.56624818837005,44502816901.4085,-0.274439603090286,0.20880027115345,0.132585108280182,0.155358329415321,0.029683930799365,0.190103381872177,2.98846006393433,3.86783719,,,22.6,3.148,76.044,10698683.0,941163.0,-0.695054590702057,0.120587348937988,1.14032721876481,4159.653753775909,2019
Kazakhstan,2019-01-01,79.2585472459903,1.26882246175501,2699700.0,250.0,10.6212731959992,-0.285695314407349,0.140123099088669,100.0,1.85,,204592.2,286967.6223,6.85767789013594,5.24547679608392,,,0.118409998714924,18.4830469477519,11.78694274063,16.0642125509365,0.0689593032002449,0.218168780207634,,25.0,26.0,78.5591666666667,81.87762047,,1.02091636689134,181667184854.501,-0.167979881167412,0.20880027115345,-0.509888172149658,0.141847595572472,0.107311986386776,0.195965901017189,2.8569700717926,1.67075241,,28.0,21.73,7.19,73.18,18513673.0,7860906.0,-1.23016166687012,0.118973076343536,,9812.595526263263,2019
Kenya,2019-01-01,48.6874934111115,6.34481849808483,569140.0,630.0,9.41964988104844,-0.807418882846832,0.133335679769516,69.7,71.42,,19481.9,78594.30095,89.5235794356397,5.23585999425444,7.83110074767406,5.54804955418137,,,15.1001093470909,18.7983198385291,-0.441803723573685,0.180285081267357,,56.0,,54.5379166666667,22.66877336,,1.11257115441069,100378436207.371,-1.10573601722717,0.229520440101624,-0.464465975761414,0.140278324484825,-0.338947534561157,0.159450322389603,4.57799243927002,2.00519562,,,28.46,7.29,62.943,50951450.0,36936235.0,-0.307872742414474,0.117814749479294,3.09314062700865,1970.0800704861392,2019
Kiribati,2019-01-01,41.9753086419753,1.45679012345679,810.0,,51.8718676206372,0.367132216691971,0.306421160697937,89.2557525634766,42.59,,73.6,104.45706,153.383950617284,-1.81307995302947,,,,,27.6202137539683,86.8008786303175,-0.0515526756644249,0.391434550285339,,164.0,,24.4975,42.99166167,,,175181629.286475,1.12423300743103,0.288534104824066,0.817287027835846,0.330409914255142,-0.456636726856232,0.307287633419037,13.5741233825684,9.37129021,,27.8,28.064,6.252,67.15,124241.0,56113.0,1.07407796382904,0.215299054980278,,1410.014643205343,2019
"Korea, Rep.",2019-01-01,16.7725409836066,64.5184426229508,97600.0,1274.0,14.2012742703279,0.705077528953552,0.141489550471306,100.0,3.23,,612133.7,699175.6839,530.377274590164,0.383000303608136,4.32142949289067,,4.62702989578247,39.969480137044,15.1995665314457,27.5124513514783,1.33259665966034,0.218168780207634,,5.0,,88.28375,96.15757918,,2.67129907792582,1651422932447.77,0.546021044254303,0.20880027115345,1.15671002864838,0.15571129322052,1.05925858020782,0.195965901017189,4.68465995788574,4.84622097,,,5.9,5.7,83.2268292682927,51764822.0,9612727.0,0.751704931259155,0.121428892016411,0.573316688875289,31902.416904819456,2019
Kosovo,2019-01-01,,,,,34.2894548015464,-0.541139304637909,0.181872501969337,,,,,,,2.67599202639911,,,,,,,-0.370107769966125,0.273571819067001,,57.0,19.4,,,,0.831727171719462,7899737577.47286,-0.348640084266663,0.250075668096542,-0.409505546092987,0.15968582034111,-0.387807816267014,0.227613657712936,,,,,11.443,5.56,79.022,1788878.0,,-0.116008624434471,0.136271834373474,1.42276266125385,4416.029252678417,2019
Kuwait,2019-01-01,8.41750841750842,0.350729517396184,17820.0,121.0,28.0881337387251,-0.159434482455254,0.175518184900284,100.0,0.06,,93863.6,137496.5792,249.219977553311,1.09184802655856,5.19488938419064,,0.191459998488426,,,,-0.0172720868140459,0.233657479286194,,83.0,,64.2229166666667,99.54267645,,5.42100598376451,136191825724.364,0.175113588571548,0.234910249710083,0.19215814769268,0.173603475093842,0.0501894392073154,0.220875322818756,,4.72437525,,,12.437,2.194,79.685,4441100.0,0.0,-0.655357837677002,0.131441935896873,0.36027114456679,30666.237131423295,2019
Kyrgyz Republic,2019-01-01,54.0583941605839,6.76298227320125,191800.0,533.0,22.4461110431591,-0.959891974925995,0.146946340799332,99.8846740722656,28.31,,10017.4,16932.27455,33.6611053180396,1.13362257718784,8.36475001714879,13.9307815882155,0.090159997344017,51.3325378370411,15.9638338680814,23.2122999587777,-0.731642365455627,0.247960031032562,,80.0,23.9,78.6325,64.1,,1.45350773178251,9371275264.36735,-0.266192227602005,0.224429905414581,-0.913639008998871,0.146550387144089,-0.392827451229095,0.197611570358276,5.36674976348877,2.31117272,,29.7,26.9,5.2,71.6,6456200.0,4093812.0,-0.45359680056572,0.124404348433018,2.19768195988342,1451.5156383580666,2019
Lao PDR,2019-01-01,9.12781629116118,72.053726169844,230800.0,1834.0,12.9424448931304,-1.07636892795563,0.168770253658295,98.397346496582,48.72,,19170.9,29982.98087,31.2480632582322,3.32255881256925,,,,,,,-0.816826343536377,0.234276160597801,,154.0,,54.1120833333333,47.03225806,,,18740559554.1632,0.530268251895905,0.243729904294014,-0.968699157238007,0.165238425135612,-0.756039798259735,0.20986619591713,2.12201404571533,0.96037757,,,22.786,6.505,68.138,7212053.0,4641317.0,-1.81557559967041,0.134726792573929,,2598.50552320722,2019
Late-demographic dividend,2019-01-01,34.4611387246103,39.514367180653,44524698.37,,11.0247756504831,,,99.3347587195196,15.2296231693135,,15468044.3,19859849.803155,51.8699034142385,2.16176258133054,,,1.79663522679061,,10.4631573917631,,,,,,,,68.3551299033388,,1.87572330863323,23047304219392.9,,,,,,,3.94788980484009,3.23920442284198,,,11.5026595397262,7.39015568957871,76.9929064302121,2309491804.0,848186543.0,,,,9979.383420835426,2019
Latin America & Caribbean,2019-01-01,32.823563424755,46.6317495268163,20038201.0,,8.37598342441041,,,98.0048343535344,30.6590142545584,,1620695.03,3257187.34759,32.2032803244163,2.25212191358027,,,0.654441727525103,70.7041362470475,13.4771664052717,27.4697841488016,,,,,,,68.7508095209664,,1.21543103026916,5660897574206.23,,,,,,,4.55530500411987,4.05614519390537,,,15.5037528013292,6.57045623499979,75.0383494699308,645295804.0,123317084.0,,,20.9,8772.562194137916,2019
Latin America & Caribbean (excluding high income),2019-01-01,33.8506546200851,47.0531697057662,17939031.0,,7.52629034167372,,,97.8545771876564,31.7509611933441,,1376833.06,2785767.241185,32.4823354171137,2.17408413342917,,,0.688757745958916,71.0190809632042,13.2273288584023,27.7562006211456,,,,,,,68.0526445629684,,1.17004444520589,4805258641141.59,,,,,,,4.55530500411987,3.98731197147231,,,15.6234338241983,6.52396830153495,74.9619968743059,582701622.0,114082176.0,,,,8246.516672887501,2019
Latin America & the Caribbean (IDA & IBRD countries),2019-01-01,32.6976833620646,46.7095861920836,19912693.0,,8.06172655257194,,,97.9584163764089,30.9300637025312,,1592486.56,3211165.434018,31.6137837810285,2.08723089162013,,,0.656635487351948,70.7392644317268,13.4702281386607,27.4877231628483,,,,,,,68.6947401595784,,1.21543103026916,5409465895796.12,,,,,,,4.51069021224976,3.94310330242002,,,15.662463474774,6.49525806495102,74.9718239600748,629515571.0,120159849.0,,,,8593.061307765682,2019
Latvia,2019-01-01,31.4975814357112,54.7498674208945,62227.0,667.0,28.575593742042,0.480807155370712,0.153676524758339,100.0,41.48,,7569.1,12086.47033,30.755491989008,2.81140920075615,,,0.636269986629486,,21.3392266442121,44.0316184160191,1.06583380699158,0.218168780207634,,19.0,18.1,83.7191666666667,86.13545644,,2.01443055910716,34225547537.0745,0.42679351568222,0.228971391916275,0.979363858699799,0.149469345808029,1.1824791431427,0.21160763502121,4.42054986953735,3.96306682,27.3,34.5,9.8,14.5,75.3878048780488,1913822.0,608174.0,0.855667293071747,0.131176546216011,3.39150105488727,17883.34941132169,2019
Least developed countries: UN classification,2019-01-01,40.1911914374982,26.4262178266402,20398202.404,,10.2752856739433,,,52.9555877488484,69.7348586228118,,370595.59,1603080.153508,51.3489410613263,3.32090626980407,,,,,10.7571451728382,13.6895364033736,,,,,,,21.3406172105986,,1.34275705221386,1150342153767.93,,,,,,,3.01338386535645,0.92197846649601,,,31.9462295559807,7.19797843806436,65.1510049897917,1047426093.0,689439342.0,,,,1098.2561552129769,2019
Lebanon,2019-01-01,65.6207233626589,13.9521016617791,10230.0,661.0,51.9909682341481,-1.1687958240509,0.145213380455971,99.9504852294922,5.13,,26916.5,34132.38906,565.191300097752,3.00538949390383,6.16602246203992,6.0733333333333,,,15.4053905267612,29.1875576254008,-0.809006750583649,0.229168638586998,,143.0,7.3,51.8704166666667,79.7588832,,4.24221838501955,51605959131.2741,-1.67229104042053,0.229520440101624,-0.852389216423035,0.161568999290466,-0.532850027084351,0.196737840771675,2.60026550292969,3.54157805,,,15.822,5.178,79.236,5781907.0,650002.0,-0.515705645084381,0.123341985046864,3.14775065975211,8925.42186017072,2019
Lesotho,2019-01-01,80.1383399209486,1.13702239789196,30360.0,788.0,20.4916193232559,-0.12368880212307,0.175288796424866,44.5633964538574,39.47,,2300.1,3846.161753,73.3103425559947,5.18708359197982,8.79802772127153,4.8898333333333,,32.5583713658631,32.9380743225533,39.7238122494503,-0.902621507644653,0.198314100503922,,122.0,,55.2254166666667,42.30173357,,1.84049776969628,2361966946.29803,-0.427999049425125,0.250075668096542,-0.424627780914307,0.157182604074478,-0.607284188270569,0.183478459715843,7.19406890869141,5.01617813,,,26.839,13.014,54.173,2225702.0,1589485.0,-0.0116495657712221,0.130716025829315,,1061.2233561806702,2019
Liberia,2019-01-01,19.9651162790698,79.3988787375415,96320.0,2391.0,9.67107011673383,-0.919094324111938,0.14048145711422,23.1,89.71,,1146.2,2142.257192,51.7575685215947,,,,,,,,-1.39507031440735,0.195096358656883,,175.0,,49.4283333333333,23.48259047,,0.940305253925036,3319596500.0,-0.339135408401489,0.21748723089695,-1.00529754161835,0.148695692420006,-1.00815343856812,0.162516221404076,2.493976354599,1.35628378,,,32.181,8.658,61.104,4985289.0,2412132.0,-0.0745187401771545,0.117896012961864,,665.8784475684358,2019
Libya,2019-01-01,8.72387101174171,0.123327687918433,1759540.0,56.0,11.4216991892787,-1.57501518726349,0.178893864154816,68.4728927612305,3.0,,54692.7,114301.1899,3.73341214180979,-2.16217883470595,,,,,,,-1.77413475513458,0.227521181106567,,186.0,,21.4075,,,,69254143966.8182,-2.56577134132385,0.234910249710083,-1.76251399517059,0.174813404679298,-2.30232048034668,0.224553272128105,,,,,18.732,5.454,72.463,6569088.0,1288001.0,-1.47660195827484,0.125095888972282,,10542.429020104191,2019
Liechtenstein,2019-01-01,32.3125,41.875,160.0,,,1.92107594013214,0.284793734550476,100.0,56.13,,149.025716,164.196559,240.5125,,,,,,,,1.6505092382431,0.328059256076813,,,,,93.14608695,,,6436467007.11932,1.59749317169189,0.250075668096542,1.63669180870056,0.209240019321442,1.52985751628876,0.31544154882431,,,,,9.2,6.8,84.1609756097561,38482.0,32952.0,1.22793257236481,0.171401932835579,2.59861753547113,167259.16031181643,2019
Lithuania,2019-01-01,47.5087831363781,35.1325455126158,62620.0,656.0,38.33387024959,0.666612505912781,0.153676524758339,100.0,33.54,,11735.8,19779.96072,44.6205206004471,2.33450937988027,,,0.993529975414276,42.6033861692072,19.9659267029908,32.6849459835504,1.00776672363281,0.218168780207634,,11.0,14.8,84.93375,81.58186838,,1.99761905657542,54808531641.4117,0.770523190498352,0.228971391916275,0.986618876457214,0.149469345808029,1.14662408828735,0.21160763502121,3.96757006645203,4.55533361,26.3,35.3,9.8,13.7,76.2829268292683,2794137.0,898175.0,0.994766891002655,0.131176546216011,3.29930718059109,19615.54914501748,2019
Low & middle income,2019-01-01,37.6445626164321,31.5955563370186,93617193.774,,8.62423760925518,,,88.3180971874084,22.5080847995695,,21860472.61,31142998.047546,69.1763201066873,2.74176382475797,,,1.47181594515274,,10.9349458502176,,,,,,,,47.0679738121492,,1.80009235610718,32161964423657.0,,,,,,,3.60665321350097,2.75383276751548,,,19.2945982521997,7.2017152738379,71.454671513365,6476092964.0,3196766085.0,,,,4966.2604601944995,2019
Low income,2019-01-01,41.8764706141354,20.4281719728976,14745341.404,,12.2004751623829,,,41.8414437475104,75.7840521881432,,191195.28,955993.308515,43.9973164557594,2.80270307928106,,,,,,,,,,,,,16.056665742265,,1.24330396723905,445190704339.154,,,,,,,3.38245391845703,1.01537748678642,,,35.3210472939209,7.63891014043917,63.4239909431004,648755452.0,433794614.0,,,10.6,686.2226790799347,2019
Lower middle income,2019-01-01,42.0032067974305,24.4328102433192,24014382.47,,12.7706769675621,,,88.3588462262185,32.0061471688605,,5122757.31,8242753.438677,128.061247414621,3.39341969627973,,,,,,,,,,,,,36.3986560286186,,2.16161000344633,6884143285710.08,,,,,,,3.48568081855774,1.40266252899499,,,21.6592932158649,7.03913270496485,69.1299681779679,3075311775.0,1819297521.0,,,4.5,2238.5188200016178,2019
Luxembourg,2019-01-01,51.1144084584729,34.4538272103664,2574.46,934.0,299.977392016761,2.07251167297363,0.183920800685883,100.0,16.45,,9500.3,10494.95324,240.827591028798,1.74332075653848,,,1.18287003040314,,26.4537121940422,39.4935081599555,1.69563114643097,0.228583186864853,,72.0,,78.33125,97.12063569,,0.546705762701995,69890505323.5842,1.33317494392395,0.228971391916275,1.7501482963562,0.17206697165966,1.68511009216309,0.243687197566032,3.73954010009766,4.67248201,20.6,34.2,10.0,6.9,82.6390243902439,620001.0,54417.0,1.49149036407471,0.155716508626938,0.645189387279769,112726.43967281377,2019
"Macao SAR, China",2019-01-01,,,32.9,,88.7189207839492,0.665671944618225,0.252080112695694,100.0,8.43,,,,20171.8237082067,2.75193081051975,2.88372967618247,,0.246659994125366,,29.7782663154767,15.8314408094637,1.12526774406433,0.328059256076813,,,,,86.46792571,,,55082293844.1008,1.2152909040451,0.31047859787941,0.882088601589203,0.207147970795631,1.62074279785156,0.31544154882431,3.05862998962402,,,,10.295,3.983,84.978,663653.0,0.0,-0.325315743684769,0.267254561185837,0.30136253536301,82998.63610064416,2019
Madagascar,2019-01-01,70.2904778274321,21.3871261601925,581800.0,1513.0,19.1257780721099,-1.05220568180084,0.134753927588463,31.04,82.52,,3927.7,30834.39778,47.3240529391543,5.61051441492395,39.8770894409842,42.3712440900178,,,10.5318646212179,10.1328730758179,-1.19329237937927,0.181070387363434,,161.0,,51.9804166666667,11.83136182,,0.545343037675691,14104664678.5063,-0.313983827829361,0.229520440101624,-1.01327264308929,0.141479715704918,-0.788889169692993,0.159450322389603,3.01338386535645,1.22160137,,,31.701,6.518,65.882,27533134.0,17108814.0,-0.234669491648674,0.118053272366524,,512.2796656024084,2019
Malawi,2019-01-01,62.8765379719983,24.2225286380993,94280.0,1181.0,7.54457447131055,-0.785404324531555,0.137236312031746,11.2,72.1,,1643.7,11765.31867,200.12024819686,9.3708360560567,16.6585285234902,16.9376388888888,,44.8932535547687,12.0039896109349,14.7755277844263,-0.798726916313171,0.187763676047325,,109.0,,56.6404166666667,13.43919985,,0.760781826918983,11025371147.1876,-0.286847949028015,0.23479625582695,-0.343976616859436,0.145665258169174,-0.749148666858673,0.161105543375015,,1.67412877,,38.5,33.598,6.611,64.119,18867337.0,15627061.0,-0.110343344509602,0.120452702045441,,584.3628672762669,2019
