country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,year
American Samoa,2008-01-01,12.55,87.45,200.0,,,0.317555278539658,0.4012451171875,,0.0,,,,279.455,,,,,,,,0.498479098081589,0.451515167951584,,,,,,,,560000000.0,0.984463036060333,0.383233666419983,1.11797952651978,0.357337206602097,0.390816241502762,0.381994009017944,,,,,,,,55891.0,6819.0,0.967198193073273,0.511172235012054,5.36763850743865,2008
American Samoa,2021-01-01,14.5,85.5,200.0,,,1.2798718214035,0.428422212600708,,0.52,,,,225.175,,,,,,,,0.639231383800507,0.484019696712494,,,,,,,,750000000.0,1.06857633590698,0.336863189935684,1.13890171051025,0.495514720678329,0.534613013267517,0.487263292074203,,,,,,,,45035.0,5778.0,0.960498690605164,0.548238813877106,,2021
Andorra,2008-01-01,44.1702127659574,34.0425531914894,470.0,,,1.27677536010742,0.4012451171875,100.0,17.02,,538.608,639.772817,161.81914893617,,,,,,,,1.52840650081635,0.451515167951584,,,,,70.04,,,4085780202.87838,1.33847212791443,0.350017130374908,1.1863876581192,0.332282036542892,1.39858841896057,0.381994009017944,2.87392997741699,3.69273424,,,10.4,2.8,,76055.0,8363.0,1.32532179355621,0.22661167383194,1.31483794622313,2008
Andorra,2021-01-01,39.9068085106383,34.0425531914894,470.0,,86.5266137572733,1.2798718214035,0.428422212600708,100.0,20.59,,,,168.157446808511,,,,,,,,1.74925327301025,0.484019696712494,,,,,93.89752157,,,3325143693.28714,1.58106744289398,0.282457619905472,1.64212965965271,0.495514720678329,1.35934960842133,0.487263292074203,2.58397221565247,,,,,,,79034.0,9596.0,1.03341281414032,0.244714453816414,,2021
Angola,2008-01-01,35.4495869094409,58.769649474613,1246700.0,1010.0,25.37738167159,-1.30876457691193,0.190644800662994,38.49,54.88,172.417592458473,19275.3,73853.17674,17.3991513595893,12.4758291326401,-5.72372430776723,,,,25.6501498565559,22.3855333293293,-1.06138837337494,0.229705631732941,,,,,1.9,,3.57312038062707,88538664884.265,-0.361787378787994,0.271060198545456,-1.37856388092041,0.163275957107544,-1.10149598121643,0.187898114323616,,2.1384356,,42.7,45.889,12.478,54.633,21691522.0,9049269.0,-1.11934685707092,0.114808849990368,,2008
Angola,2021-01-01,36.8147910483677,52.9817223871019,1246700.0,,10.7418395369986,-0.651610195636749,0.161017894744873,48.2238540649414,,,,,27.6760840619235,25.7542656453085,-13.9893722418114,0.038043518597199,,,,,-1.12807631492615,0.226507976651192,,,,54.7895833333333,32.60230173,,1.28992265308256,66505129989.243,-0.709369480609894,0.216229736804962,-0.984480023384094,0.157608449459076,-0.670014679431915,0.203855380415916,2.2971088886261,,,,38.809,8.009,61.643,34503774.0,11227528.0,-0.854894280433655,0.118508011102676,,2021
Antigua and Barbuda,2008-01-01,20.4545454545455,20.2590909090909,440.0,1030.0,61.4789665305107,1.27677536010742,0.4012451171875,100.0,0.0,,428.1,913.476977,189.206818181818,5.33380639820233,5.79459179057415,4.4141009360419,,,,,0.498479098081589,0.451515167951584,,,,,38.0,,,1370070370.37037,0.81389182806015,0.309818059206009,0.937939405441284,0.324015617370605,0.642759263515472,0.381994009017944,,2.13222933,,,17.039,5.813,76.41,83251.0,60436.0,0.573908567428589,0.22661167383194,19.2189883605002,2008
Antigua and Barbuda,2021-01-01,20.4545454545455,18.3029545454545,440.0,,65.3534710437063,0.231979250907898,0.273426532745361,100.0,0.72,,,,211.861363636364,2.06299638545334,2.36242763396273,,,,,,-0.19328498840332,0.484019696712494,,,,49.5775,95.66338947,,,1601366666.66667,0.949530005455017,0.273985654115677,0.303531020879745,0.32666015625,0.374506026506424,0.360094875097275,3.88049030303955,,,,12.115,6.365,78.497,93219.0,70492.0,0.730730891227722,0.225688368082047,17.1637908377539,2021
Arab World,2008-01-01,40.1115596472089,3.43579328443832,13611341.0,,15.5457252391015,,,83.8383594748195,5.14676484189377,2013.2238632927,1400755.46,2166799.311373,25.4662963039424,11.2706652380848,,,,,,,,,,,,,18.5565409803174,,4.09189411609049,2264025451530.31,,,,,,,4.33701992034912,1.93805199204278,,,27.971228198964,5.76297990242594,69.2864272940476,346630443.0,154045019.0,,,,2008
Arab World,2021-01-01,39.9707423553453,2.79112084453801,13100559.0,,14.0212501603219,,,90.8456612947772,,,,,34.8474272739049,2.96581008346283,,,0.709654544021875,,,,,,,,15.28,,76.3090766510318,,5.09695756558046,2930480380710.72,,,,,,,,,,,23.7748332749749,5.75036744684021,70.814483021063,456520777.0,185827299.0,,,,2021
Argentina,2008-01-01,46.4235627710848,11.2715725931691,2736690.0,591.0,6.934055005559,-0.434875011444092,0.153572157025337,97.5016021728516,7.65,2759.51327028767,167231.8,357380.4391,14.7162334791299,,,,0.470550000667572,,13.3178463574032,,-0.123509347438812,0.216380104422569,,,,,28.11262348,,0.762756475390461,361558037110.419,-0.0877556875348091,0.241307944059372,-0.699731647968292,0.14956933259964,-0.702629446983337,0.20428965985775,4.84440994262695,4.50854683,,45.0,17.812,7.467,75.641,40273769.0,3813926.0,0.358895927667618,0.127596229314804,5.88720663318102,2008
Argentina,2021-01-01,43.1023461553921,10.4007639520735,2736690.0,,4.63209734747235,-0.422272920608521,0.159935042262077,100.0,,,,,16.7387416916056,,-11.8838163710548,,0.517639994621277,,11.4685182825873,22.8339762877199,-0.389672070741653,0.231412395834923,,,,71.5679166666667,87.15070683,,0.630928835372215,487902572164.348,0.0004682792350649,0.22979348897934,-0.476669818162918,0.155328094959259,-0.631172716617584,0.206776097416878,4.6476001739502,,,42.4,13.902,8.955,75.39,45808747.0,3559798.0,0.611695528030396,0.129503071308136,4.62267855620475,2021
Armenia,2008-01-01,61.4260625219529,11.6254302774851,28470.0,562.0,17.0282385810455,-0.712412357330322,0.139559701085091,99.2111129760742,6.4,1626.99129623342,5685.5,8886.002523,104.791745697225,8.94995335353387,10.4349146525184,9.36170272107147,0.224380001425743,,17.3217587321083,21.1396851697465,-0.177952587604523,0.204996213316917,,,,,6.21,,3.39557936270657,11662040713.8753,-0.0068530277349054,0.263591170310974,-0.337751358747482,0.144820258021355,0.300939857959747,0.166111618280411,3.17272996902466,1.48813355,,29.2,13.038,9.387,72.398,2983421.0,1084772.0,-0.857629656791687,0.13259844481945,3.25130165191263,2008
Armenia,2021-01-01,58.8275377590446,11.5300316122234,28470.0,,22.1457707912067,0.048978328704834,0.182075008749962,100.0,,,,,98.0321039690903,7.18483629443371,4.5475881603467,3.96306581230225,0.205829992890358,60.080359768226,22.0010047423132,24.968529504044,-0.281927227973938,0.258666574954987,,,,83.1525,78.61225758,,4.47078156298276,13878908628.9378,-0.804036557674408,0.239949867129326,-0.119232147932053,0.157680243253708,0.131828442215919,0.241615727543831,2.77133989334106,,,27.9,12.049,13.007,72.043,2790974.0,1020631.0,0.0540730990469456,0.132424175739288,2.18561731238222,2021
Aruba,2008-01-01,11.1111111111111,2.33333333333333,180.0,,84.3110276371807,1.27677536010742,0.4012451171875,100.0,0.19,,,,544.422222222222,8.95598705177784,5.98254847061644,,,,,,1.27092468738556,0.451515167951584,,,,,52.0,,,2843024581.00559,1.3163959980011,0.332146733999252,0.847226142883301,0.357337206602097,0.89470237493515,0.381994009017944,4.82732009887695,,,,12.748,7.179,74.147,97996.0,55090.0,0.967198193073273,0.511172235012054,5.10224907139067,2008
Aruba,2021-01-01,11.1111111111111,2.33333333333333,180.0,,95.5300962622802,0.801610887050629,0.30851623415947,100.0,8.5,,,,591.872222222222,,11.9884098827214,,,,,,1.08404016494751,0.362440079450607,,,,,,,,3103184101.51354,1.4315470457077,0.273823916912079,1.24730372428894,0.199872955679893,0.93955534696579,0.379181206226349,,,,,7.193,11.235,74.626,106537.0,59803.0,1.01864099502563,0.25033700466156,,2021
Australia,2008-01-01,50.6733660492301,16.9219764914153,7682300.0,534.0,9.72758987200994,2.0273425579071,0.16532900929451,100.0,6.79,10749.1110606099,387570.3,590310.8141,2.76599442875181,4.35029854990048,4.14891312869202,,2.39995002746582,18.1805465955822,24.2076958094452,24.3225624327649,1.78476786613464,0.234416022896767,,,,,71.67,,1.79668808931838,1056112427190.38,0.954700112342834,0.257788091897964,1.75908350944519,0.170233979821205,1.76601755619049,0.239074289798737,4.63051986694336,5.96992397,,35.4,14.0,6.7,81.3951219512195,21249199.0,3199492.0,1.36807608604431,0.158621445298195,1.22835824555239,2008
Australia,2021-01-01,47.2592374954823,17.4213145571644,7692020.0,,5.52477482971291,1.7076461315155,0.16213595867157,100.0,,,,,3.33922844714392,2.86391042204994,,,,69.9077170244066,23.0272760652611,32.5848855450785,1.47399628162384,0.246827408671379,,,,89.0045833333333,96.24,,1.98912270035816,1559033756285.13,0.835315883159637,0.212381526827812,1.63928818702698,0.160169437527657,1.83118271827698,0.231103107333183,5.55604839324951,,,,12.1,6.7,83.3,25685412.0,3502976.0,1.35839426517487,0.141557395458221,0.744567483256587,2021
Austria,2008-01-01,34.0450799806108,46.7545807077072,82520.0,1110.0,25.0784524214046,1.8287581205368,0.182741567492485,100.0,29.68,8233.01483290985,70734.7,84953.81617,100.842171594765,3.21595033239886,,,2.56944990158081,71.9382577543835,26.0775197165623,44.5742438153401,1.77165818214417,0.234416022896767,,,,,72.87,,0.870705123070585,432051935642.945,1.33927059173584,0.257788091897964,1.91069889068604,0.170233979821205,1.60645174980164,0.239074289798737,5.26395988464355,7.17632055,,30.4,9.3,9.0,80.4317073170732,8321496.0,3497858.0,1.35846436023712,0.158621445298195,0.697020591490472,2008
Austria,2021-01-01,31.4767256422685,47.2944740668929,82520.0,,28.6219558833059,1.24299263954163,0.162209302186966,100.0,,,,,108.528805138148,2.7666666666667,,,3.25631999969482,94.5321951541873,25.8406828206258,50.0833897976174,1.53002023696899,0.227233394980431,,,96.2,90.1308333333333,92.52915104,,0.873694846766333,479295362747.047,0.899418652057648,0.22979348897934,1.75251877307892,0.157173991203308,1.34041571617126,0.231103107333183,4.98649978637695,,,30.7,9.6,10.3,81.2390243902439,8955797.0,3672325.0,1.38676011562347,0.110341459512711,0.728529506902089,2021
Azerbaijan,2008-01-01,57.5683493289119,12.3862623597613,82627.0,447.0,11.4311322531716,-1.15665423870087,0.140223577618599,99.6623001098633,3.08,2040.76043544743,30447.6,49560.73027,106.059762547351,20.8490871772712,-6.27259265102829,9.3120833333333,0.165539994835854,4.57653797474662,16.4211753684861,18.5077683545439,-0.785877287387848,0.212033823132515,,,,,17.08,,3.29121114577001,48851293785.4483,-0.330349981784821,0.263591170310974,-0.836160480976105,0.145602941513062,-0.367752313613892,0.173897936940193,2.44092988967896,0.86374003,,,17.4,6.0,68.811,8763400.0,4119674.0,-1.32513201236725,0.13030132651329,2.13340539502668,2008
Azerbaijan,2021-01-01,57.8415003024803,13.8329909255898,82650.0,,17.9016722978503,-0.847372114658356,0.184155523777008,100.0,,,,,122.658802177858,6.65029912708779,-4.24616359058951,,0.208360001444817,16.8224266977958,13.4213202980155,27.1444134965323,0.213416561484337,0.258666574954987,,,,73.34375,86.0,,5.27005900628497,54825411764.7059,-0.83781635761261,0.239949867129326,-0.606355965137482,0.157680243253708,-0.0650539621710777,0.241615727543831,3.7020800113678,,,,11.1,7.6,69.366,10137750.0,4381941.0,-1.52770555019379,0.132424175739288,1.91021189583004,2021
"Bahamas, The",2008-01-01,1.0989010989011,50.9350649350649,10010.0,1292.0,37.4009741367186,1.33007168769836,0.351827353239059,100.0,1.97,,1981.2,2259.49961,36.2432567432567,4.4895599537506,3.95255121214989,2.76614166666667,,25.45550066502,12.1213661409842,12.77773133194,1.1413848400116,0.353408962488174,,,,,31.54,,,10526000000.0,0.774532914161682,0.292073458433151,1.18566608428955,0.254485934972763,1.05282950401306,0.300433993339539,,2.08452892,,,16.39,6.128,72.667,362795.0,64059.0,1.12191426753998,0.208751142024994,20.1215562507752,2008
"Bahamas, The",2021-01-01,1.2987012987013,50.9350649350649,10010.0,,37.945205859728,1.15245354175568,0.204659327864647,100.0,1.27,,,,40.7498501498501,2.90491262928478,3.19886442129902,1.66646666666667,,86.187232517028,13.9812159252576,25.7532488809466,0.419716477394104,0.326989859342575,,,,53.4879166666667,94.29380729,,,11527600000.0,0.850836753845215,0.234690770506859,0.0704413056373596,0.178323432803154,0.0616125762462616,0.255005717277527,3.57300591468811,,,,11.445,8.986,71.598,407906.0,67855.0,0.904381930828094,0.161943450570107,29.1734237464315,2021
Bahrain,2008-01-01,11.9210526315789,0.644736842105263,760.0,83.0,23.1253814405263,0.181815281510353,0.207995653152466,100.0,0.0,18562.7324169198,24762.2,38404.86883,1460.97763157895,3.52600316363721,-2.821019813817,5.69366894748553,,,,,0.357916176319122,0.237896755337715,,,,,51.95,,2.80016136873791,25710904255.3191,-0.237366229295731,0.263591170310974,0.52541184425354,0.177120611071587,0.711206674575806,0.221016868948936,2.49677991867065,2.08907962,,,16.732,2.002,78.084,1110343.0,127356.0,-0.868917524814606,0.123012483119965,0.540373316905985,2008
Bahrain,2021-01-01,10.253164556962,0.911392405063291,790.0,,60.6151684138273,0.144544184207916,0.187137633562088,100.0,,,,,1852.23417721519,-0.60631938514085,,,,,,,0.683325052261353,0.232862934470177,,,,59.6533333333333,100.0,,3.55388299692097,39288670212.766,-0.524779736995697,0.234723269939423,0.441886842250824,0.167609170079231,0.836070001125336,0.224234417080879,2.22052526473999,,,,11.926,2.479,78.76,1463265.0,151858.0,-1.49894762039185,0.137807682156563,0.0683402977791795,2021
Bangladesh,2008-01-01,71.0839671199201,14.5558830759776,130170.0,2666.0,6.49711789083548,-1.0467883348465,0.158762663602829,54.2687454223633,45.2,205.932668001262,41580.8,146770.9765,1117.1646155028,8.90194489465154,4.66174256991608,5.13083333333337,,,7.65602988282474,9.42878117115452,-0.738396406173706,0.201516449451447,,,,,2.5,,0.938215291633285,91631278239.3237,-1.50833129882813,0.246047765016556,-0.752373576164246,0.146254241466522,-0.914517819881439,0.171589463949203,2.0545699596405,0.53094941,,,23.13,6.701,67.051,145421318.0,103295671.0,-0.442116975784302,0.113508991897106,2.81870640176704,2008
Bangladesh,2021-01-01,77.3450103710532,14.4687716063609,130170.0,,4.40597975973846,-0.98586094379425,0.154584214091301,98.9910278320313,,,,,1301.03903357148,5.54565430773478,3.07621573507077,6.00644444447223,,,7.64236301017901,8.3242513417429,-0.65562778711319,0.243689030408859,,,,68.7329166666667,38.91744466,,1.19664698573287,416264800549.026,-1.03663277626038,0.216229736804962,-0.625113248825073,0.157077789306641,-0.84635329246521,0.191327646374702,1.83117997646332,,,,17.821,5.68,72.381,169356251.0,103398765.0,-0.774542570114136,0.127603799104691,,2021
Barbados,2008-01-01,37.2093023255814,14.6511627906977,430.0,1422.0,45.5848491571339,1.35860872268677,0.263335227966309,100.0,5.7,,1619.0,3991.179991,634.03488372093,8.10810810810782,8.17647843258058,5.8358333333333,,71.1649839193355,25.4274584713442,30.8969269003709,1.5633772611618,0.350792974233627,,,,,61.4,,,4785250000.0,1.06835830211639,0.298803210258484,1.29860198497772,0.234606981277466,0.881122231483459,0.310577243566513,4.92259979248047,3.58303881,,,12.681,9.026,75.447,272635.0,184694.0,0.946911215782166,0.201559484004974,8.43617210524675,2008
Barbados,2021-01-01,23.2558139534884,14.6511627906977,430.0,,,1.2134006023407,0.203292921185493,100.0,4.68,,,,653.953488372093,,3.19087089740128,7.55,,,,,0.498197883367538,0.311789244413376,,,,,85.82,,,4923100000.0,1.11841666698456,0.24306446313858,0.34103798866272,0.173315227031708,0.550468504428864,0.27689328789711,4.97599983215332,,,,10.832,9.007,77.571,281200.0,193336.0,1.12188565731049,0.156808197498322,11.3798210878753,2021
Belarus,2008-01-01,43.9473243240579,42.1809543523474,202902.0,618.0,12.1567801415817,-0.559036314487457,0.154561549425125,93.1913681030273,7.08,3481.74351659874,60231.7,92444.42971,46.9585563473992,14.8378764828254,-10.4472953590205,,0.741469979286194,10.6566343685377,25.3533892055523,33.9503611411595,-1.16596508026123,0.259988307952881,,,38.1,,23.0,,1.45349285157346,60752106347.126,0.521403908729553,0.271060198545456,-1.06889009475708,0.163999110460281,-1.24682021141052,0.209002956748009,5.71321535110474,3.48282266,,27.8,11.1,13.8,70.4560975609756,9527985.0,2503383.0,-1.59331786632538,0.133460208773613,5.63965889871765,2008
Belarus,2021-01-01,40.2759300320276,43.2722345405272,202950.0,,22.9480989026159,-0.258149892091751,0.16767592728138,100.0,,,,,45.8368317319537,9.460283896231,-4.51667137670177,,0.459809988737106,,12.8250049647951,27.8747723019691,-0.804550170898438,0.285463035106659,,,,86.1270833333333,86.88841196,,1.11835004010897,69673747131.87,-0.754245221614838,0.234690770506859,-1.1213835477829,0.152993530035019,-0.928987920284271,0.223367989063263,4.60641002655029,,,,9.283,16.544,72.3706829268293,9302585.0,1868889.0,-1.58077239990234,0.127598851919174,,2021
Belgium,2008-01-01,45.0891677675033,22.6339498018494,30280.0,847.0,36.0151034999249,1.36263751983643,0.185926929116249,100.0,3.95,8521.49673953426,106715.4,123934.9372,353.697919418758,4.48944420508401,,,1.93684005737305,91.3008843889572,25.2541698756848,42.1013518104548,1.38118207454681,0.234416022896767,,,,,68.85732214,,1.22191451658895,517328087920.078,0.620571196079254,0.257788091897964,1.33520579338074,0.170233979821205,1.40567028522491,0.239074289798737,6.33294010162354,7.26823902,,28.4,11.9,9.8,79.6804878048781,10709973.0,261859.0,1.32498848438263,0.158621445298195,,2008
Belgium,2021-01-01,45.1013870541612,22.7642007926024,30280.0,,44.9050720963824,1.45552504062653,0.162209302186966,100.0,,,,,382.635237780713,2.44024851144084,,,3.42979001998901,108.061250958751,23.1008588591805,41.2547723149035,1.08703339099884,0.227233394980431,,,,87.7979166666667,92.78867618,,1.05034404939086,600748812601.541,0.662566304206848,0.22979348897934,1.29238021373749,0.157173991203308,1.33185970783234,0.231103107333183,6.23423337936401,,,26.6,10.2,9.7,81.890243902439,11586195.0,218168.0,1.271479845047,0.110341459512711,1.07652643158746,2021
Belize,2008-01-01,6.66374397194213,61.5945637878124,22810.0,1705.0,32.1127452781824,-0.302956253290176,0.262902528047562,86.0516510009766,34.06,,450.9,1009.355262,13.4007452871548,6.39443100250034,10.2622897033073,10.9208333333333,,62.2672540359032,17.1473989447113,18.298779031069,-0.313582986593246,0.306070953607559,,,,,26.3,,1.08251738711146,1731921564.0667,0.190071985125542,0.285063475370407,-0.133091673254967,0.193635836243629,-0.382103830575943,0.258773982524872,4.3281102180481,3.74554896,,,24.033,4.935,71.151,305671.0,167318.0,0.646870255470276,0.180229857563972,33.6963046931101,2008
Belize,2021-01-01,7.97895659798334,55.4971503726436,22810.0,,37.7069129901491,-0.330022901296616,0.232913076877594,97.6921463012695,31.35,,,,17.537527400263,3.23563659237071,7.94309445866802,7.17083333333333,,,,,-0.526224076747894,0.362440079450607,,,,61.6266666666667,61.9941698,,1.00947819584936,2424575179.3783,0.272381901741028,0.24306446313858,-0.800086200237274,0.182658791542053,-0.424278557300568,0.283343106508255,5.85649013519287,,,,17.976,6.353,70.47,400031.0,215213.0,0.542922258377075,0.164692342281342,31.2475783126808,2021
Benin,2008-01-01,31.4827953174885,33.1247782901738,112760.0,1039.0,8.80215240605269,-0.514077365398407,0.156387969851494,28.9918003082275,54.76,84.3207336150836,4017.6,9403.691268,78.9860677545229,7.94729876067862,-1.36233108364526,,,,,,-0.492893785238266,0.193356648087502,,,,,1.85,,0.663958979626467,9787734526.23965,0.376421362161636,0.25637811422348,-0.530703067779541,0.141367822885513,-0.554605662822723,0.159299567341805,2.77728009223938,0.56289971,,,39.897,10.798,57.869,8906469.0,5159607.0,0.344647467136383,0.127576470375061,,2008
Benin,2021-01-01,35.0301525363604,27.3603228095069,112760.0,,8.15550172730098,-0.170943543314934,0.156306862831116,41.9736328125,,,,,115.261573252927,1.73353962694054,4.55750151392328,,,,,,-0.237670883536339,0.205436632037163,,,,62.54125,33.96533089,,0.550883648806243,17687623534.6665,-0.396347790956497,0.24306446313858,-0.629469573497772,0.145012006163597,-0.447988480329514,0.16984236240387,3.19318079948425,,,34.4,36.608,9.434,59.821,12996895.0,6632056.0,-0.242977663874626,0.123462103307247,,2021
Bermuda,2008-01-01,5.55555555555556,18.5185185185185,54.0,,35.9052991175722,1.27677536010742,0.4012451171875,100.0,0.46,,,,1208.75925925926,,,,0.1684799939394,,,,1.01344287395477,0.451515167951584,,,,,82.3,,,6980000000.0,0.795972287654877,0.332146733999252,0.847226142883301,0.357337206602097,1.39858841896057,0.381994009017944,,,,,12.8,6.8,78.623,65273.0,0.0,0.967198193073273,0.511172235012054,7.90420108287555,2008
Bermuda,2021-01-01,5.55555555555556,18.5185185185185,54.0,,27.5873454212939,1.2798718214035,0.428422212600708,100.0,0.91,,,,1180.81481481481,,,,,,,,1.47174787521362,0.484019696712494,,,,,,,,7127200000.0,1.00239610671997,0.320550739765167,0.635673701763153,0.495514720678329,0.946981251239777,0.487263292074203,1.88491690158844,,,,7.7,11.3,79.28,63764.0,0.0,,,10.9059749162577,2021
