country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,year
Argentina,2010-01-01,46.1389123357048,11.0403443575999,2736690.0,591.0,6.47688840245541,-0.355230033397675,0.156813934445381,98.82,8.79,2877.65265331343,167226.3,342496.5143,14.904301546759,,-8.56602872006595,,0.561039984226227,,12.8530426903255,,-0.1117919459939,0.204734981060028,0.588557064533234,,176.1,,45.0,3.1,0.814878105497939,423627422092.49,-0.0847978666424751,0.239330947399139,-0.59809422492981,0.144613742828369,-0.742940902709961,0.186796233057976,5.01971006393433,5.56834269,,43.7,17.87,7.661,75.721,40788453.0,3732551.0,0.361670136451721,0.112328812479973,5.80046925893628,2010
Argentina,2021-01-01,43.1023461553921,10.4007639520735,2736690.0,,4.63209734747235,-0.422272920608521,0.159935042262077,100.0,,,,,16.7387416916056,,-11.8838163710548,,0.517639994621277,,11.4685182825873,22.8339762877199,-0.389672070741653,0.231412395834923,,,,71.5679166666667,87.15070683,,0.630928835372215,487902572164.348,0.0004682792350649,0.22979348897934,-0.476669818162918,0.155328094959259,-0.631172716617584,0.206776097416878,4.6476001739502,,,42.4,13.902,8.955,75.39,45808747.0,3559798.0,0.611695528030396,0.129503071308136,4.62267855620475,2021
Armenia,2010-01-01,60.9413417632596,11.610818405339,28470.0,562.0,24.698451935307,-0.695039570331573,0.138600841164589,99.8,9.36,1685.84726637846,4336.6,7561.591307,103.487636108184,8.17636138473952,10.6076357898925,8.6146017369496,0.241390004754066,,17.0700513990102,22.9973623470093,-0.171523153781891,0.19966833293438,,,,,25.0,2.52,4.26564605593771,9260285755.62424,0.071855328977108,0.260473906993866,-0.48135831952095,0.133656933903694,0.268946558237076,0.152373760938644,3.24900007247925,1.68628836,41.2,30.0,13.898,9.384,73.16,2946293.0,1077165.0,-0.847521543502808,0.132860422134399,1.90069351554648,2010
Armenia,2021-01-01,58.8275377590446,11.5300316122234,28470.0,,22.1457707912067,0.048978328704834,0.182075008749962,100.0,,,,,98.0321039690903,7.18483629443371,4.5475881603467,3.96306581230225,0.205829992890358,60.080359768226,22.0010047423132,24.968529504044,-0.281927227973938,0.258666574954987,,,,83.1525,78.61225758,,4.47078156298276,13878908628.9378,-0.804036557674408,0.239949867129326,-0.119232147932053,0.157680243253708,0.131828442215919,0.241615727543831,2.77133989334106,,,27.9,12.049,13.007,72.043,2790974.0,1020631.0,0.0540730990469456,0.132424175739288,2.18561731238222,2021
Aruba,2010-01-01,11.1111111111111,2.33333333333333,180.0,,91.2717594666048,1.12129557132721,0.292717128992081,93.3562921509542,5.46,,,,557.45,2.07814071860787,11.6661320043559,,,,,,1.24645340442657,0.335227936506271,,,,,62.0,,,2453597206.70391,1.10084736347198,0.301820993423462,1.41611361503601,0.234348297119141,1.34483778476715,0.352258384227753,6.75098991394043,,,,12.193,6.745,75.404,100341.0,57135.0,1.28188371658325,0.23939973115921,3.98638649013618,2010
Aruba,2021-01-01,11.1111111111111,2.33333333333333,180.0,,95.5300962622802,0.801610887050629,0.30851623415947,100.0,8.5,,,,591.872222222222,,11.9884098827214,,,,,,1.08404016494751,0.362440079450607,,,,,,,,3103184101.51354,1.4315470457077,0.273823916912079,1.24730372428894,0.199872955679893,0.93955534696579,0.379181206226349,,,,,7.193,11.235,74.626,106537.0,59803.0,1.01864099502563,0.25033700466156,,2021
Australia,2010-01-01,48.9920987204353,16.862931674108,7682300.0,534.0,9.59137356363678,2.02361083030701,0.147419169545174,100.0,8.16,10726.9281831902,395993.2,589473.4613,2.86785858401781,2.91834002677376,6.05753361383446,2.83791666666667,2.37074995040894,28.6621010272305,20.4770691998733,26.7037775005922,1.76339137554169,0.227385252714157,0.754843771457672,,,,76.0,3.84,1.85292825768668,1148890200292.42,0.888859868049622,0.239330947399139,1.75771832466125,0.157016754150391,1.69597673416138,0.235530734062195,5.53811979293823,6.09483814,,34.7,13.7,6.5,81.6951219512195,22031750.0,3264665.0,1.41976547241211,0.146318107843399,1.04908593619237,2010
Australia,2021-01-01,47.2592374954823,17.4213145571644,7692020.0,,5.52477482971291,1.7076461315155,0.16213595867157,100.0,,,,,3.33922844714392,2.86391042204994,,,,69.9077170244066,23.0272760652611,32.5848855450785,1.47399628162384,0.246827408671379,,,,89.0045833333333,96.24,,1.98912270035816,1559033756285.13,0.835315883159637,0.212381526827812,1.63928818702698,0.160169437527657,1.83118271827698,0.231103107333183,5.55604839324951,,,,12.1,6.7,83.3,25685412.0,3502976.0,1.35839426517487,0.141557395458221,0.744567483256587,2021
Austria,2010-01-01,33.6791080950073,46.8153174987882,82520.0,1110.0,23.3184703651392,1.59612202644348,0.153291344642639,100.0,31.15,8382.71115445338,69965.1,83550.95772,101.350024236549,1.81353438995062,,,2.72609996795654,85.7862698271937,25.2816355062362,46.4268097130133,1.81252110004425,0.218765646219254,0.737782120704651,,,,75.17,3.76,0.821232711530621,392275107258.667,1.15264821052551,0.239330947399139,1.80120265483856,0.154795169830322,1.4505158662796,0.235530734062195,5.70047998428345,7.39957857,18.9,30.3,9.4,9.2,80.5804878048781,8363404.0,3562894.0,1.43029069900513,0.146318107843399,0.729418238732372,2010
Austria,2021-01-01,31.4767256422685,47.2944740668929,82520.0,,28.6219558833059,1.24299263954163,0.162209302186966,100.0,,,,,108.528805138148,2.7666666666667,,,3.25631999969482,94.5321951541873,25.8406828206258,50.0833897976174,1.53002023696899,0.227233394980431,,,96.2,90.1308333333333,92.52915104,,0.873694846766333,479295362747.047,0.899418652057648,0.22979348897934,1.75251877307892,0.157173991203308,1.34041571617126,0.231103107333183,4.98649978637695,,,30.7,9.6,10.3,81.2390243902439,8955797.0,3672325.0,1.38676011562347,0.110341459512711,0.728529506902089,2021
Azerbaijan,2010-01-01,57.6703445605885,12.4914658343012,82656.0,447.0,12.1398329447781,-1.24537324905396,0.132654100656509,99.9476623535156,4.45,1603.43137406492,24311.9,44320.75057,109.542344173442,5.72687224669605,6.30070170030242,18.8708333333333,0.218480005860329,6.38557579182856,12.1577769928176,20.8724832214765,-0.813017129898071,0.199530586600304,0.497457385063171,,,,46.0,2.64,2.79100435652891,52909294791.9262,-0.238546922802925,0.243547096848488,-0.891145050525665,0.127325236797333,-0.392555356025696,0.155499339103699,2.78062009811401,1.01077783,,,18.3,5.9,69.529,9054332.0,4218775.0,-1.30459702014923,0.125451847910881,2.23011241769356,2010
Azerbaijan,2021-01-01,57.8415003024803,13.8329909255898,82650.0,,17.9016722978503,-0.847372114658356,0.184155523777008,100.0,,,,,122.658802177858,6.65029912708779,-4.24616359058951,,0.208360001444817,16.8224266977958,13.4213202980155,27.1444134965323,0.213416561484337,0.258666574954987,,,,73.34375,86.0,,5.27005900628497,54825411764.7059,-0.83781635761261,0.239949867129326,-0.606355965137482,0.157680243253708,-0.0650539621710777,0.241615727543831,3.7020800113678,,,,11.1,7.6,69.366,10137750.0,4381941.0,-1.52770555019379,0.132424175739288,1.91021189583004,2021
"Bahamas, The",2010-01-01,1.1988011988012,50.9350649350649,10010.0,1292.0,36.3981612082696,1.34837675094604,0.257034748792648,100.0,1.3,,1979.4,2254.796278,37.2899100899101,1.34402738392836,5.91578891584344,3.22253333333333,,33.6922817103418,10.7623149327044,15.3934154965055,1.07051432132721,0.272578209638596,,,17.4,,43.0,2.75,,10095760000.0,0.993692219257355,0.267576217651367,0.716390430927277,0.190252259373665,0.548994719982147,0.277389347553253,,2.36928177,,,14.858,6.269,72.731,373272.0,65595.0,0.988209545612335,0.169666305184364,25.1827085878394,2010
"Bahamas, The",2021-01-01,1.2987012987013,50.9350649350649,10010.0,,37.945205859728,1.15245354175568,0.204659327864647,100.0,1.27,,,,40.7498501498501,2.90491262928478,3.19886442129902,1.66646666666667,,86.187232517028,13.9812159252576,25.7532488809466,0.419716477394104,0.326989859342575,,,,53.4879166666667,94.29380729,,,11527600000.0,0.850836753845215,0.234690770506859,0.0704413056373596,0.178323432803154,0.0616125762462616,0.255005717277527,3.57300591468811,,,,11.445,8.986,71.598,407906.0,67855.0,0.904381930828094,0.161943450570107,29.1734237464315,2021
Bahrain,2010-01-01,11.6141732283465,0.68241469816273,762.0,83.0,23.8721001552514,0.179316192865372,0.183313146233559,100.0,0.0,18442.7901074861,25965.7,40906.21441,1592.70997375328,1.96188468334623,-0.180215875919306,6.41645833333333,,,,,0.432563066482544,0.225383639335632,0.604912281036377,,,,55.0,3.37,3.2777559421609,25713271276.5957,-0.493476390838623,0.243547096848488,0.429740220308304,0.159763604402542,0.712015807628632,0.204706117510796,,2.6662631,,,15.845,1.883,78.748,1213645.0,137943.0,-0.965909421443939,0.118176534771919,0.164792902699267,2010
Bahrain,2021-01-01,10.253164556962,0.911392405063291,790.0,,60.6151684138273,0.144544184207916,0.187137633562088,100.0,,,,,1852.23417721519,-0.60631938514085,,,,,,,0.683325052261353,0.232862934470177,,,,59.6533333333333,100.0,,3.55388299692097,39288670212.766,-0.524779736995697,0.234723269939423,0.441886842250824,0.167609170079231,0.836070001125336,0.224234417080879,2.22052526473999,,,,11.926,2.479,78.76,1463265.0,151858.0,-1.49894762039185,0.137807682156563,0.0683402977791795,2021
Bangladesh,2010-01-01,70.9917799800261,14.5067373434739,130170.0,2666.0,5.92842167857468,-1.05408024787903,0.15778024494648,55.26,40.31,245.904170868316,50487.6,158531.7681,1139.97955750173,8.12667639169917,4.73612356896119,7.7191666666667,,,7.83468474946733,9.26625106718959,-0.753689587116241,0.193452537059784,,,,,3.7,2.74,1.18438401700177,115279077465.226,-1.42578947544098,0.243547096848488,-0.801013290882111,0.140702769160271,-0.857593059539795,0.159105733036995,,0.56377017,,32.1,21.379,6.106,68.638,148391139.0,103188230.0,-0.268090695142746,0.113881908357143,2.68749199813241,2010
Bangladesh,2021-01-01,77.3450103710532,14.4687716063609,130170.0,,4.40597975973846,-0.98586094379425,0.154584214091301,98.9910278320313,,,,,1301.03903357148,5.54565430773478,3.07621573507077,6.00644444447223,,,7.64236301017901,8.3242513417429,-0.65562778711319,0.243689030408859,,,,68.7329166666667,38.91744466,,1.19664698573287,416264800549.026,-1.03663277626038,0.216229736804962,-0.625113248825073,0.157077789306641,-0.84635329246521,0.191327646374702,1.83117997646332,,,,17.821,5.68,72.381,169356251.0,103398765.0,-0.774542570114136,0.127603799104691,,2021
Barbados,2010-01-01,34.8837209302326,14.6511627906977,430.0,1422.0,44.1897523034391,1.47675573825836,0.231587037444115,100.0,6.41,,1481.5,3874.084949,638.862790697674,5.82421853311866,4.69100614687802,5.39833333333333,,95.7003483442393,24.7066583869437,34.3437724970482,1.40638220310211,0.296465128660202,,,49.3,,65.1,,,4531150000.0,1.06063663959503,0.273786127567291,1.07453846931458,0.183665841817856,0.505651414394379,0.29292905330658,6.05418014526367,3.62075615,,,12.115,9.037,75.712,274711.0,187161.0,1.1365772485733,0.166764810681343,11.2845863471066,2010
Barbados,2021-01-01,23.2558139534884,14.6511627906977,430.0,,,1.2134006023407,0.203292921185493,100.0,4.68,,,,653.953488372093,,3.19087089740128,7.55,,,,,0.498197883367538,0.311789244413376,,,,,85.82,,,4923100000.0,1.11841666698456,0.24306446313858,0.34103798866272,0.173315227031708,0.550468504428864,0.27689328789711,4.97599983215332,,,,10.832,9.007,77.571,281200.0,193336.0,1.12188565731049,0.156808197498322,11.3798210878753,2021
Belarus,2010-01-01,43.8536830588166,42.5328483701491,202902.0,618.0,13.732025978818,-0.633431315422058,0.153574556112289,94.3750762939453,7.29,3566.17301269233,61443.7,94199.51744,46.7409685463919,7.73574804312507,-1.86341918083728,,0.669130027294159,18.905245726907,16.321438373621,30.2074804270194,-1.18977093696594,0.253436625003815,,,,,31.8,,1.3413834329232,57231904542.8755,-0.0949900969862938,0.267576217651367,-1.07244062423706,0.150863319635391,-1.18830907344818,0.194008305668831,5.22003984451294,3.84921932,,28.6,11.4,14.5,70.4048780487805,9483836.0,2402066.0,-1.55507206916809,0.133785083889961,4.12067007233369,2010
Belarus,2021-01-01,40.2759300320276,43.2722345405272,202950.0,,22.9480989026159,-0.258149892091751,0.16767592728138,100.0,,,,,45.8368317319537,9.460283896231,-4.51667137670177,,0.459809988737106,,12.8250049647951,27.8747723019691,-0.804550170898438,0.285463035106659,,,,86.1270833333333,86.88841196,,1.11835004010897,69673747131.87,-0.754245221614838,0.234690770506859,-1.1213835477829,0.152993530035019,-0.928987920284271,0.223367989063263,4.60641002655029,,,,9.283,16.544,72.3706829268293,9302585.0,1868889.0,-1.58077239990234,0.127598851919174,,2021
Belgium,2010-01-01,44.7721268163804,22.7830250990753,30280.0,847.0,38.6084393345436,1.47382998466492,0.155030310153961,100.0,6.25,8393.94962326946,106872.8,124908.4666,359.827807133421,2.18929920422457,,,2.06188011169434,93.20645439648,24.4682424221396,43.579571630894,1.65420985221863,0.218765646219254,0.752726852893829,,,,77.63978551,3.94,1.09048821653131,481420882905.001,0.810646176338196,0.239330947399139,1.41785252094269,0.154795169830322,1.28281509876251,0.235530734062195,6.44259023666382,7.77896738,20.8,28.4,11.9,9.7,80.1829268292683,10895586.0,255937.0,1.36068689823151,0.146318107843399,,2010
Belgium,2021-01-01,45.1013870541612,22.7642007926024,30280.0,,44.9050720963824,1.45552504062653,0.162209302186966,100.0,,,,,382.635237780713,2.44024851144084,,,3.42979001998901,108.061250958751,23.1008588591805,41.2547723149035,1.08703339099884,0.227233394980431,,,,87.7979166666667,92.78867618,,1.05034404939086,600748812601.541,0.662566304206848,0.22979348897934,1.29238021373749,0.157173991203308,1.33185970783234,0.231103107333183,6.23423337936401,,,26.6,10.2,9.7,81.890243902439,11586195.0,218168.0,1.271479845047,0.110341459512711,1.07652643158746,2021
Belize,2010-01-01,6.88294607628233,60.9991231915826,22810.0,1705.0,29.6846876215587,-0.0235743168741465,0.264616101980209,89.9172243747798,32.93,,531.2,1214.451168,14.121262604121,0.917977378808888,11.4769186558585,10.8448,,64.4043258594355,18.9567955282992,19.8331258319078,-0.261244267225266,0.29765710234642,,,1.9,,28.2,,0.882120947796902,1739070295.44027,0.0704276859760284,0.282069832086563,-0.281174033880234,0.188905641436577,-0.33560249209404,0.266628265380859,5.26747989654541,3.74732089,,,22.533,4.66,72.272,322106.0,176424.0,0.685301244258881,0.177156344056129,40.0488658254335,2010
Belize,2021-01-01,7.97895659798334,55.4971503726436,22810.0,,37.7069129901491,-0.330022901296616,0.232913076877594,97.6921463012695,31.35,,,,17.537527400263,3.23563659237071,7.94309445866802,7.17083333333333,,,,,-0.526224076747894,0.362440079450607,,,,61.6266666666667,61.9941698,,1.00947819584936,2424575179.3783,0.272381901741028,0.24306446313858,-0.800086200237274,0.182658791542053,-0.424278557300568,0.283343106508255,5.85649013519287,,,,17.976,6.353,70.47,400031.0,215213.0,0.542922258377075,0.164692342281342,31.2475783126808,2021
Benin,2010-01-01,32.3696346222065,32.2379389854558,112760.0,1039.0,9.35493469951966,-0.665382146835327,0.161181777715683,34.2,47.19,92.9522502808153,4825.1,10475.73048,83.7682688896772,2.20783532536518,4.19549019095698,,,,,,-0.609903872013092,0.188161686062813,0.365584790706635,,,,3.13,2.79,,9535345015.78355,0.261260122060776,0.254323482513428,-0.673685908317566,0.136871442198753,-0.40174999833107,0.154649391770363,3.67997002601624,0.7244271,,,39.332,10.461,58.363,9445710.0,5375270.0,0.314489126205444,0.129912927746773,,2010
Benin,2021-01-01,35.0301525363604,27.3603228095069,112760.0,,8.15550172730098,-0.170943543314934,0.156306862831116,41.9736328125,,,,,115.261573252927,1.73353962694054,4.55750151392328,,,,,,-0.237670883536339,0.205436632037163,,,,62.54125,33.96533089,,0.550883648806243,17687623534.6665,-0.396347790956497,0.24306446313858,-0.629469573497772,0.145012006163597,-0.447988480329514,0.16984236240387,3.19318079948425,,,34.4,36.608,9.434,59.821,12996895.0,6632056.0,-0.242977663874626,0.123462103307247,,2021
